url	sci_name	common_name	habitat	threat_to_humans	human_uses	IUCN	IUCN_abr	physical_characters
956	https://www.fishbase.se/summary/Paralichthys-dentatus.html	Paralichthys dentatus (Linnaeus,  1766)	Summer flounder	Marine; brackish;  demersal; oceanodromous; depth range 10 - 183 m (Ref. 5951), usually ? - 37 m (Ref. 5951).   Temperate; 45°N -   25°N, 81°W -   57°W	Other	Fisheries: commercial; gamefish: yes	Least Concern 	LC	Maturity: Lm28.0  range ? - ? cm Max length : 94.0 cm TL male/unsexed; (Ref. 7251); max. published weight: 12.0 kg (Ref. 7251); max. reported age: 9 years (Ref. 52684)
957	https://www.fishbase.se/summary/Syacium-micrurum.html	Syacium micrurum Ranzani,  1842	Channel flounder	Marine;  benthopelagic; depth range ? - 412 m (Ref. 5951), usually ? - 100 m (Ref. 5217).   Tropical; 30°N -   23°S	Harmless	Fisheries: minor commercial; aquarium: commercial	Least Concern 	LC	Maturity: Lm ?  range ? - ? cm Max length : 40.0 cm TL male/unsexed; (Ref. 5377); common length : 20.0 cm TL male/unsexed; (Ref. 5217); max. published weight: 500.00 g (Ref. 27584)
958	https://www.fishbase.se/summary/Cyclopsetta-chittendeni.html	Cyclopsetta chittendeni Bean,  1895	Mexican flounder	Marine;  demersal; depth range 20 - 150 m (Ref. 5217).   Subtropical; 30°N -   26°S, 98°W -   34°W	Harmless	Fisheries: minor commercial	Least Concern 	LC	Maturity: Lm ?  range ? - ? cm Max length : 32.0 cm TL male/unsexed; (Ref. 5217); common length : 25.0 cm TL male/unsexed; (Ref. 3275); max. published weight: 76.00 g (Ref. 118626)
959	https://www.fishbase.se/summary/Etropus-crossotus.html	Etropus crossotus Jordan  &  Gilbert,  1882	Fringed flounder	Marine; brackish;  demersal; oceanodromous (Ref. 51243); depth range 0 - 100 m (Ref. 115829), usually 0 - 30 m (Ref. 5217).   Subtropical; 11°C - 31°C (Ref. 47167); 40°N -   34°S, 117°W -   34°W	Harmless	Fisheries: minor commercial	Least Concern 	LC	Maturity: Lm8.5, range 8 - ? cm Max length : 20.0 cm TL male/unsexed; (Ref. 9330); common length : 15.0 cm TL male/unsexed; (Ref. 5217); max. reported age: 1 years (Ref. 47359)
960	https://www.fishbase.se/summary/Etropus-microstomus.html	Etropus microstomus (Gill,  1864)	Smallmouth flounder	Marine;  demersal; oceanodromous (Ref. 51243); depth range ? - 91 m (Ref. 5951).   Subtropical; 37°N -   24°N	Harmless	NA	Not Evaluated	NA	Maturity: Lm ?  range ? - ? cm Max length : 13.0 cm TL male/unsexed; (Ref. 7251)
961	https://www.fishbase.se/summary/Citharichthys-arctifrons.html	Citharichthys arctifrons Goode,  1880	Gulf Stream flounder	Marine;  demersal; depth range 46 - 366 m (Ref. 5951).   Subtropical; 45°N -   21°N	Harmless	NA	Least Concern 	LC	Maturity: Lm ?  range ? - ? cm Max length : 18.0 cm TL male/unsexed; (Ref. 7251)
962	https://www.fishbase.se/summary/Citharichthys-sordidus.html	Citharichthys sordidus (Girard,  1854)	Pacific sanddab	Marine;  demersal; depth range 0 - 549 m (Ref. 6793), usually 15 - ? m (Ref. 27436).   Temperate; 60°N -   22°N, 177°E -   109°W	Harmless	Fisheries: commercial; gamefish: yes	Not Evaluated	NA	Maturity: Lm ?  range ? - ? cm Max length : 41.0 cm TL male/unsexed; (Ref. 2850); max. reported age: 9 years (Ref. 72462)
963	https://www.fishbase.se/summary/Xystreurys-liolepis.html	Xystreurys liolepis Jordan  &  Gilbert,  1880	Fantail flounder	Marine;  demersal; depth range 5 - 79 m (Ref. 9330).   Subtropical; 37°N -   22°N	Harmless	Fisheries: minor commercial	Least Concern 	LC	Maturity: Lm ?  range ? - ? cm Max length : 63.5 cm TL male/unsexed; (Ref. 40637); common length : 25.0 cm TL male/unsexed; (Ref. 9330); max. published weight: 4.0 kg (Ref. 40637)
964	https://www.fishbase.se/summary/Pseudorhombus-pentophthalmus.html	Pseudorhombus pentophthalmus Günther,  1862	Fivespot flounder	Marine;  demersal; depth range 38 - 150 m (Ref. 9774).   Tropical	Harmless	Fisheries: commercial	Not Evaluated	NA	Maturity: Lm ?  range ? - ? cm Max length : 18.0 cm SL male/unsexed; (Ref. 9774); common length : 12.0 cm SL male/unsexed; (Ref. 9774); max. reported age: 3 years (Ref. 47703)
965	https://www.fishbase.se/summary/Ancylopsetta-ommata.html	Ancylopsetta ommata (Jordan  &  Gilbert,  1883)	Gulf of Mexico ocellated flounder	Marine;  demersal; depth range 4 - 110 m (Ref. 26938).   Subtropical; 37°N -   19°N, 98°W -   73°W	Harmless	NA	Least Concern 	LC	Maturity: Lm ?  range ? - ? cm Max length : 25.0 cm TL male/unsexed; (Ref. 7251)
966	https://www.fishbase.se/summary/Gastropsetta-frontalis.html	Gastropsetta frontalis Bean,  1895	Shrimp flounder	Marine;  demersal; depth range 1 - 82 m (Ref. 58018).   Subtropical; 37°N -   9°N	Harmless	NA	Least Concern 	LC	Maturity: Lm ?  range ? - ? cm Max length : 25.0 cm TL male/unsexed; (Ref. 7251)
967	https://www.fishbase.se/summary/Paralichthys-albigutta.html	Paralichthys albigutta Jordan  &  Gilbert,  1882	Gulf flounder	Marine;  demersal; depth range 19 - 130 m (Ref. 26938).   Subtropical; 37°N -   20°N, 98°W -   60°W	Harmless	Fisheries: minor commercial	Least Concern 	LC	Maturity: Lm ?  range ? - ? cm Max length : 71.0 cm TL male/unsexed; (Ref. 26938); common length : 35.0 cm TL male/unsexed; (Ref. 3275); max. published weight: 2.8 kg (Ref. 40637)
968	https://www.fishbase.se/summary/Paralichthys-californicus.html	Paralichthys californicus (Ayres,  1859)	California flounder	Marine; brackish;  demersal; oceanodromous (Ref. 51243); depth range 0 - 183 m (Ref. 2850).   Subtropical; 48°N -   24°N	Traumatogenic 	Fisheries: commercial; gamefish: yes	Least Concern 	LC	Maturity: Lm ?  range ? - ? cm Max length : 152 cm TL male/unsexed; (Ref. 2850); max. published weight: 33.0 kg (Ref. 9330); max. reported age: 30 years (Ref. 33520)
969	https://www.fishbase.se/summary/Hypsopsetta-guttulata.html	Hypsopsetta guttulata (Girard,  1856)	Diamond turbot	Marine; brackish;  demersal; depth range 1 - 50 m (Ref. 9331), usually 1 - 20 m (Ref. 9331).   Subtropical; - 25°N	Harmless	Fisheries: of no interest	Least Concern 	LC	Maturity: Lm ?  range ? - ? cm Max length : 46.0 cm TL male/unsexed; (Ref. 2850); max. reported age: 9 years (Ref. 72462)
970	https://www.fishbase.se/summary/Hippoglossoides-elassodon.html	Hippoglossoides elassodon Jordan  &  Gilbert,  1880	Flathead sole	Marine;  demersal; oceanodromous (Ref. 51243); depth range 0 - 1050 m (Ref. 6793).   Temperate; 51°N -   29°N, 97°E -   90°W (Ref. 54555)	Harmless	Fisheries: commercial; gamefish: yes	Not Evaluated	NA	Maturity: Lm34.3, range 28 - ? cm Max length : 52.0 cm SL male/unsexed; (Ref. 56370); max. published weight: 1.6 kg (Ref. 56370); max. reported age: 27 years (Ref. 55701)
971	https://www.fishbase.se/summary/Limanda-limanda.html	Limanda limanda (Linnaeus,  1758)	Common dab	Marine;  demersal; oceanodromous (Ref. 51243); depth range 20 - 150 m (Ref. 9988).   Temperate; 72°N -   43°N, 25°W -   45°E (Ref. 54565)	Harmless	Fisheries: commercial	Least Concern 	LC	Maturity: Lm21.4, range 11 -  25 cm Max length : 40.0 cm SL male/unsexed; (Ref. 4705); max. published weight: 1.0 kg (Ref. 35388); max. reported age: 12 years (Ref. 27407)
972	https://www.fishbase.se/summary/Pseudopleuronectes-americanus.html	Pseudopleuronectes americanus (Walbaum,  1792)	Winter flounder	Marine;  demersal; oceanodromous (Ref. 51243); depth range 5 - 143 m (Ref. 5951).   Temperate; 55°N -   31°N, 82°W -   52°W	Harmless	Fisheries: commercial; aquaculture: experimental; gamefish: yes	Not Evaluated	NA	Maturity: Lm27.4  range ? - ? cm Max length : 64.0 cm TL male/unsexed; (Ref. 7251); max. published weight: 3.6 kg (Ref. 7251); max. reported age: 14 years (Ref. 52686)
973	https://www.fishbase.se/summary/Isopsetta-isolepis.html	Isopsetta isolepis (Lockington,  1880)	Butter sole	Marine;  demersal; oceanodromous (Ref. 51243); depth range 20 - 425 m (Ref. 6793).   Temperate; 66°N -   32°N	Harmless	Fisheries: minor commercial; gamefish: yes	Not Evaluated	NA	Maturity: Lm21.0  range ? - ? cm Max length : 55.0 cm TL male/unsexed; (Ref. 2850); max. reported age: 11 years (Ref. 6885)
974	https://www.fishbase.se/summary/Parophrys-vetulus.html	Parophrys vetulus Girard,  1854	English sole	Marine;  demersal; oceanodromous (Ref. 51243); depth range 0 - 550 m (Ref. 6793).   Temperate; 61°N -   28°N, 163°E -   114°W	Harmless	Fisheries: commercial; gamefish: yes	Not Evaluated	NA	Maturity: Lm ?, range 30 -  32 cm Max length : 49.0 cm TL male/unsexed; (Ref. 6885); 57.0 cm TL (female); common length : 33.0 cm TL male/unsexed; (Ref. 56527); max. published weight: 1.5 kg (Ref. 56527); max. reported age: 22 years (Ref. 55701)
975	https://www.fishbase.se/summary/Psettichthys-melanostictus.html	Psettichthys melanostictus Girard,  1854	Pacific sand sole	Marine;  demersal; depth range 1 - 325 m (Ref. 6793).   Temperate; 64°N -   33°N, 179°W -   118°W	Harmless	Gamefish: yes; aquarium: public aquariums	Not Evaluated	NA	Maturity: Lm ?  range ? - ? cm Max length : 63.0 cm TL male/unsexed; (Ref. 2850)
976	https://www.fishbase.se/summary/Lepidopsetta-bilineata.html	Lepidopsetta bilineata (Ayres,  1855)	Rock sole	Marine;  demersal; depth range 0 - 575 m (Ref. 6793), usually 0 - 183 m (Ref. 6885).   Temperate; 67°N -   34°N, 124°E -   119°W (Ref. 54562)	Harmless	Fisheries: commercial	Not Evaluated	NA	Maturity: Lm34.7, range 31 - ? cm Max length : 58.0 cm TL male/unsexed; (Ref. 6885); 60.0 cm TL (female); max. published weight: 1.8 kg (Ref. 56370); max. reported age: 26 years (Ref. 55701)
977	https://www.fishbase.se/summary/Pleuronectes-platessa.html	Pleuronectes platessa Linnaeus,  1758	European plaice	Marine; brackish;  demersal; oceanodromous (Ref. 51243); depth range 0 - 200 m (Ref. 35388), usually 10 - 50 m (Ref. 35388).   Temperate; 2°C - 15°C (Ref. 5504); 72°N -   36°N, 47°W -   45°E	Harmless	Fisheries: highly commercial; aquaculture: commercial; gamefish: yes; aquarium: public aquariums	Least Concern 	LC	Maturity: Lm30.8, range 24 -  42 cm Max length : 100.0 cm SL male/unsexed; (Ref. 4705); common length : 40.0 cm TL male/unsexed; (Ref. 3397); max. published weight: 7.0 kg (Ref. 173); max. reported age: 50 years (Ref. 173)
978	https://www.fishbase.se/summary/Platichthys-stellatus.html	Platichthys stellatus (Pallas,  1787)	Starry flounder	Marine; freshwater; brackish;  demersal; catadromous (Ref. 51243); depth range 0 - 375 m (Ref. 6793).   Polar; 73°N -   33°N, 124°E -   119°W	Harmless	Fisheries: commercial; gamefish: yes	Least Concern 	LC	Maturity: Lm ?, range 35 - ? cm Max length : 91.0 cm TL male/unsexed; (Ref. 2850); common length : 57.5 cm TL male/unsexed; (Ref. 12193); max. published weight: 9.1 kg (Ref. 2850); max. reported age: 24 years (Ref. 28499)
979	https://www.fishbase.se/summary/Glyptocephalus-zachirus.html	Glyptocephalus zachirus Lockington,  1879	Rex sole	Marine;  demersal; depth range 0 - 900 m (Ref. 50610), usually 61 - 500 m (Ref. 2850).   Temperate; 65°N -   28°N, 155°E -   115°W	Harmless	Fisheries: commercial	Not Evaluated	NA	Maturity: Lm ?  range ? - ? cm Max length : 60.0 cm TL male/unsexed; (Ref. 56527); common length : 36.0 cm TL male/unsexed; (Ref. 56527); max. published weight: 2.0 kg (Ref. 56527); max. reported age: 27 years (Ref. 55701)
980	https://www.fishbase.se/summary/Microstomus-pacificus.html	Microstomus pacificus (Lockington,  1879)	Dover sole	Marine;  demersal; depth range 10 - 1370 m (Ref. 50610).   Temperate; 65°N -   31°N, 178°E -   117°W	Harmless	Fisheries: commercial; gamefish: yes	Not Evaluated	NA	Maturity: Lm38.0, range 38 -  40 cm Max length : 76.0 cm TL male/unsexed; (Ref. 2850); common length : 40.0 cm TL male/unsexed; (Ref. 56527); max. published weight: 3.5 kg (Ref. 56527); max. reported age: 56 years (Ref. 74500)
981	https://www.fishbase.se/summary/Embassichthys-bathybius.html	Embassichthys bathybius (Gilbert,  1890)	Deep-sea sole	Marine;  bathydemersal; depth range 41 - 1800 m (Ref. 50610), usually 500 - 950 m (Ref. 57945).   Deep-water; 66°N -	Harmless	Gamefish: yes	Not Evaluated	NA	Maturity: Lm ?  range ? - ? cm Max length : 47.0 cm TL male/unsexed; (Ref. 2850)
982	https://www.fishbase.se/summary/Lyopsetta-exilis.html	Lyopsetta exilis (Jordan  &  Gilbert,  1880)	Slender sole	Marine;  bathydemersal; depth range 25 - 800 m (Ref. 6793).   Deep-water; 60°N -	Harmless	Fisheries: minor commercial; gamefish: yes	Least Concern 	LC	Maturity: Lm ?  range ? - ? cm Max length : 35.0 cm TL male/unsexed; (Ref. 2850)
983	https://www.fishbase.se/summary/Hippoglossus-hippoglossus.html	Hippoglossus hippoglossus (Linnaeus,  1758)	Atlantic halibut	Marine;  demersal; oceanodromous (Ref. 51243); depth range 50 - 2000 m (Ref. 4705).   Temperate; 79°N -   36°N, 77°W -   55°E	Harmless	Fisheries: commercial; aquaculture: experimental; gamefish: yes; aquarium: public aquariums	Endangered 	EN	Maturity: Lm122.0, range 135 - ? cm Max length : 470 cm TL male/unsexed; (Ref. 7251); 300.0 cm TL (female); max. published weight: 320.0 kg (Ref. 7251); max. reported age: 50 years (Ref. 173)
984	https://www.fishbase.se/summary/Eopsetta-jordani.html	Eopsetta jordani (Lockington,  1879)	Petrale sole	Marine;  demersal; depth range 0 - 550 m (Ref. 6793).   Temperate; 67°N -   31°N, 172°E -   117°W	Harmless	Fisheries: commercial; gamefish: yes	Least Concern 	LC	Maturity: Lm44.0, range 40 -  44 cm Max length : 53.0 cm TL male/unsexed; (Ref. 56527); 70.0 cm TL (female); common length : 42.5 cm TL male/unsexed; (Ref. 56527); max. published weight: 3.7 kg (Ref. 56527); max. reported age: 35 years (Ref. 55701)
985	https://www.fishbase.se/summary/Atheresthes-evermanni.html	Atheresthes evermanni Jordan  &  Starks,  1904	Kamchatka flounder	Marine;  demersal; depth range 20 - 1200 m (Ref. 50550).   Temperate; 66°N -   35°N, 130°E -   153°W (Ref. 6793)	Harmless	Fisheries: commercial	Not Evaluated	NA	Maturity: Lm ?  range ? - ? cm Max length : 100.0 cm SL male/unsexed; (Ref. 559); common length : 54.0 cm TL male/unsexed; (Ref. 56527); max. published weight: 8.5 kg (Ref. 56527); max. reported age: 33 years (Ref. 55701)
986	https://www.fishbase.se/summary/Trinectes-maculatus.html	Trinectes maculatus (Bloch  &  Schneider,  1801)	Hogchoker	Marine; freshwater; brackish;  demersal; amphidromous (Ref. 40808); depth range 0 - 75 m (Ref. 57178), usually 50 - 60 m (Ref. 51483).   Subtropical; 5°C - 22°C (Ref. 13614); 43°N -   9°N, 79°W -   74°W (Ref. 57273)	Harmless	Fisheries: of no interest	Least Concern 	LC	Maturity: Lm ?  range ? - ? cm Max length : 20.0 cm TL male/unsexed; (Ref. 7251); common length : 11.0 cm TL male/unsexed; (Ref. 12193); max. reported age: 7 years (Ref. 51483)
987	https://www.fishbase.se/summary/Gymnachirus-melas.html	Gymnachirus melas Nichols,  1916	North American naked sole	Marine;  demersal; depth range 0 - 73 m (Ref. 57178).   Subtropical; 36°N -   25°N, 98°W -   73°W (Ref. 57272)	Harmless	Fisheries: commercial	Least Concern 	LC	Maturity: Lm ?  range ? - ? cm Max length : 22.0 cm TL male/unsexed; (Ref. 26938)
988	https://www.fishbase.se/summary/Gymnachirus-texae.html	Gymnachirus texae (Gunter,  1936)	Gulf of Mexico fringed sole	Marine;  demersal.   Subtropical	Harmless	Fisheries: commercial	Least Concern 	LC	Maturity: Lm ?  range ? - ? cm Max length : 14.0 cm TL male/unsexed; (Ref. 7251)
989	https://www.fishbase.se/summary/Hypoclinemus-sp.html	NA	NA	NA	NA	NA	NA	NA	NA
990	https://www.fishbase.se/summary/Achirus-lineatus.html	Achirus lineatus (Linnaeus,  1758)	Lined sole	Marine; brackish;  reef-associated; depth range 1 - 20 m (Ref. 36453).   Tropical; 30°N -   44°S, 98°W -   26°W	Harmless	Aquarium: commercial	Least Concern 	LC	Maturity: Lm ?  range ? - ? cm Max length : 33.1 cm TL male/unsexed; (Ref. 80009); common length : 17.0 cm TL male/unsexed; (Ref. 5217); max. published weight: 29.50 g (Ref. 118626)
991	https://www.fishbase.se/summary/Plagiopsetta-glossa.html	Plagiopsetta glossa Franz,  1910	Tongue flatfish	Marine;  demersal; depth range 65 - 278 m (Ref. 50734).   Tropical	Harmless	Fisheries: of no interest	Not Evaluated	NA	Maturity: Lm ?  range ? - ? cm Max length : 19.0 cm TL male/unsexed; (Ref. 9792)
992	https://www.fishbase.se/summary/Samariscus-latus.html	Samariscus latus Matsubara  &  Takamuki,  1951	Deep-body righteye flounder	Marine;  demersal; depth range ? - 67 m (Ref. 86942).   Temperate	Harmless	Fisheries: of no interest	Not Evaluated	NA	Maturity: Lm ?  range ? - ? cm Max length : 16.0 cm TL male/unsexed; (Ref. 9792)
993	https://www.fishbase.se/summary/Samariscus-japonicus.html	Samariscus japonicus Kamohara,  1936		Marine;  demersal.   Temperate	Harmless	NA	Not Evaluated	NA	Maturity: Lm ?  range ? - ? cm Max length : 12.0 cm SL male/unsexed; (Ref. 559)
994	https://www.fishbase.se/summary/Samariscus-xenicus.html	Samariscus xenicus Ochiai  &  Amaoka,  1962		Marine;  demersal.   Temperate	Harmless	NA	Not Evaluated	NA	Maturity: Lm ?  range ? - ? cm Max length : 6.0 cm SL male/unsexed; (Ref. 559)
995	https://www.fishbase.se/summary/Poecilopsetta-beanii.html	Poecilopsetta beanii (Goode,  1881)	Deepwater dab	Marine;  bathydemersal; depth range 155 - 1636 m (Ref. 57192), usually 200 - ? m (Ref. 57192).   Deep-water; 45°N -   8°S, 98°W -   33°W	Harmless	Fisheries: of no interest	Least Concern 	LC	Maturity: Lm ?  range ? - ? cm Max length : 10.7 cm SL male/unsexed; (Ref. 36347); 9.9 cm SL (female)
996	https://www.fishbase.se/summary/Poecilopsetta-plinthus.html	Poecilopsetta plinthus (Jordan  &  Starks,  1904)	Tile-colored righteye flounder	Marine;  demersal; depth range 60 - 400 m (Ref. 9792).   Deep-water	Harmless	Fisheries: of no interest	Not Evaluated	NA	Maturity: Lm ?  range ? - ? cm Max length : 19.0 cm TL male/unsexed; (Ref. 9792)
997	https://www.fishbase.se/summary/Symphurus-atricaudus.html	Symphurus atricaudus (Jordan  &  Gilbert,  1880)	California tonguefish	Marine;  demersal; depth range 2 - 201 m (Ref. 2850), usually 30 - 80 m (Ref. 9294).   Subtropical; 46°N -	Harmless	Fisheries: minor commercial	Least Concern 	LC	Maturity: Lm ?  range ? - ? cm Max length : 21.0 cm TL male/unsexed; (Ref. 2850); common length : 13.0 cm SL male/unsexed; (Ref. 9294)
998	https://www.fishbase.se/summary/Symphurus-civitatium.html	Symphurus civitatium Ginsburg,  1951	Offshore tonguefish	Marine;  demersal; depth range 1 - 73 m (Ref. 10879), usually 11 - 45 m (Ref. 10879).   Subtropical; 37°N -   15°N, 99°W -   66°W (Ref. 26268)	Harmless	NA	Least Concern 	LC	Maturity: Lm ?  range ? - ? cm Max length : 17.0 cm TL male/unsexed; (Ref. 7251)
999	https://www.fishbase.se/summary/Symphurus-plagiusa.html	Symphurus plagiusa (Linnaeus,  1766)	Blackcheek tonguefish	Marine; brackish;  demersal; depth range 0 - 183 m (Ref. 26268), usually 1 - 30 m (Ref. 26268).   Subtropical; 45°N -   15°N, 94°W -   65°W (Ref. 26268)	Harmless	Fisheries: minor commercial	Least Concern 	LC	Maturity: Lm10.1  range ? - ? cm Max length : 21.0 cm TL male/unsexed; (Ref. 52683)
1000	https://www.fishbase.se/summary/Cynoglossus-interruptus.html	Cynoglossus interruptus Günther,  1880	Genko sole	Marine;  demersal; depth range 50 - 150 m (Ref. 11230).   Tropical	Harmless	Fisheries: commercial	Not Evaluated	NA	Maturity: Lm ?  range ? - ? cm Max length : 10.1 cm SL male/unsexed; (Ref. 33837)
1001	https://www.fishbase.se/summary/Aseraggodes-kobensis.html	Aseraggodes kobensis (Steindachner,  1896)		Marine;  demersal; depth range 80 - 100 m (Ref. 11230).   Temperate	Harmless	NA	Not Evaluated	NA	Maturity: Lm ?  range ? - ? cm Max length : 10.0 cm SL male/unsexed; (Ref. 559)
1002	https://www.fishbase.se/summary/Aseraggodes-heemstrai.html	Aseraggodes heemstrai Randall  &  Gon,  2006		Marine;  reef-associated; depth range 15 - 39 m (Ref. 57561).   Tropical; 27°S -   31°S (Ref. 57561)	Harmless	NA	Not Evaluated	NA	Maturity: Lm ?  range ? - ? cm Max length : 8.7 cm SL male/unsexed; (Ref. 57561)
1003	https://www.fishbase.se/summary/Pegusa-lascaris.html	Pegusa lascaris (Risso,  1810)	Sand sole	Marine; brackish;  demersal; depth range 5 - 350 m (Ref. 4710), usually 20 - 50 m (Ref. 26999).   Subtropical; 57°N -   17°S, 18°W -   42°E	Harmless	Fisheries: minor commercial	Least Concern 	LC	Maturity: Lm ?, range 22 - ? cm Max length : 40.0 cm SL male/unsexed; (Ref. 4710); common length : 30.0 cm TL male/unsexed; (Ref. 2714); max. reported age: 15 years (Ref. 32766)
1004	https://www.fishbase.se/summary/Solea-solea.html	Solea solea (Linnaeus,  1758)	Common sole	Marine; brackish;  demersal; oceanodromous (Ref. 51243); depth range 0 - 150 m (Ref. 35388), usually 10 - 60 m (Ref. 6302).   Subtropical; 8°C - 24°C (Ref. 4944); 67°N -   17°N, 17°W -   37°E (Ref. 54889)	Harmless	Fisheries: highly commercial; aquaculture: commercial; gamefish: yes; aquarium: public aquariums	Data deficient 	DD	Maturity: Lm30.3  range ? - ? cm Max length : 70.0 cm SL male/unsexed; (Ref. 4710); common length : 35.0 cm SL male/unsexed; (Ref. 5504); max. published weight: 3.0 kg (Ref. 5504); max. reported age: 26 years (Ref. 32766)
1005	https://www.fishbase.se/summary/Microchirus-frechkopi.html	Microchirus frechkopi Chabanaud,  1952	Frechkop's sole	Marine;  demersal; depth range 85 - 200 m (Ref. 27000).   Tropical; 16°N -   1°N	Harmless	Fisheries: commercial	Data deficient 	DD	Maturity: Lm ?  range ? - ? cm Max length : 20.0 cm TL male/unsexed; (Ref. 2683)
1006	https://www.fishbase.se/summary/Heteromycteris-japonicus.html	Heteromycteris japonicus (Temminck  &  Schlegel,  1846)	Bamboo sole	Marine;  demersal.   Subtropical	Harmless	Fisheries: commercial	Not Evaluated	NA	Maturity: Lm ?  range ? - ? cm Max length : 13.5 cm SL male/unsexed; (Ref. 559)
1007	https://www.fishbase.se/summary/Brachirus-annularis.html	Brachirus annularis Fowler,  1934	Annular sole	Marine;  demersal; depth range ? - 271 m (Ref. 311).   Tropical	Harmless	NA	Not Evaluated	NA	Maturity: Lm ?  range ? - ? cm Max length : 13.0 cm TL male/unsexed; (Ref. 3131)
1008	https://www.fishbase.se/summary/Pseudaesopia-japonica.html	Pseudaesopia japonica (Bleeker,  1860)	Wavyband sole	Marine;  demersal; depth range 1 - 68 m (Ref. 86942).   Subtropical	Harmless	Fisheries: commercial	Least Concern 	LC	Maturity: Lm ?  range ? - ? cm Max length : 15.0 cm SL male/unsexed; (Ref. 559)
1009	https://www.fishbase.se/summary/Soleichthys-heterorhinos.html	Soleichthys heterorhinos (Bleeker,  1856)	Black-tip sole	Marine;  reef-associated; depth range 0 - 10 m (Ref. 90102).   Tropical; 32°N -   32°S	Harmless	NA	Least Concern 	LC	Maturity: Lm ?  range ? - ? cm Max length : 18.0 cm SL male/unsexed; (Ref. 48637)
1010	https://www.fishbase.se/summary/Oligoplites-saurus.html	Oligoplites saurus (Bloch  &  Schneider,  1801)	Leatherjacket	Marine; brackish;  reef-associated; depth range 0 - 50 m (Ref. 96339).   Subtropical; 42°N -   34°S, 115°W -   31°W	Venomous 	Fisheries: minor commercial; gamefish: yes; bait: occasionally	Least Concern 	LC	Maturity: Lm ?  range ? - ? cm Max length : 35.0 cm TL male/unsexed; (Ref. 5217); common length : 27.0 cm TL male/unsexed; (Ref. 5217); max. published weight: 287.00 g (Ref. 3277)
1011	https://www.fishbase.se/summary/Scomberoides-lysan.html	Scomberoides lysan (Forsskål,  1775)	Doublespotted queenfish	Marine; brackish;  reef-associated; depth range 0 - 100 m (Ref. 3197).   Tropical; 26°C - 29°C (Ref. 4959); 30°N -   31°S, 18°E -   143°W	Other 	Fisheries: minor commercial; gamefish: yes; bait: occasionally	Least Concern 	LC	Maturity: Lm ?  range ? - ? cm Max length : 110 cm TL male/unsexed; (Ref. 4225); common length : 60.0 cm TL male/unsexed; (Ref. 9987); max. published weight: 11.0 kg (Ref. 9987)
1012	https://www.fishbase.se/summary/Trachinotus-ovatus.html	Trachinotus ovatus (Linnaeus,  1758)	Pompano	Marine; brackish;  pelagic-neritic; depth range 50 - 200 m (Ref. 27000).   Subtropical; 66°N -   13°S, 19°W -   36°E	Harmless	Fisheries: minor commercial; aquaculture: commercial; gamefish: yes	Least Concern 	LC	Maturity: Lm ?  range ? - ? cm Max length : 70.0 cm TL male/unsexed; (Ref. 57392); common length : 35.0 cm NG male/unsexed; (Ref. 26999); max. published weight: 2.8 kg (Ref. 27584)
1013	https://www.fishbase.se/summary/Trachinotus-falcatus.html	Trachinotus falcatus (Linnaeus,  1758)	Permit	Marine; brackish;  reef-associated; depth range 0 - 36 m (Ref. 3277), usually 0 - 30 m (Ref. 55175).   Subtropical; 42°N -   25°S, 100°W -   30°W (Ref. 55175)	Harmless	Fisheries: commercial; aquaculture: commercial; gamefish: yes; aquarium: public aquariums	Least Concern 	LC	Maturity: Lm54.7, range 48 - ? cm Max length : 122 cm FL male/unsexed; (Ref. 40637); common length : 94.0 cm FL male/unsexed; (Ref. 3277); max. published weight: 36.0 kg (Ref. 5217); max. reported age: 23 years (Ref. 42149)
1014	https://www.fishbase.se/summary/Trachinotus-carolinus.html	Trachinotus carolinus (Linnaeus,  1766)	Florida pompano	Marine; brackish;  benthopelagic; oceanodromous (Ref. 51243); depth range 1 - 70 m (Ref. 9626).   Subtropical; 43°N -   38°S, 97°W -   35°W (Ref. 44847)	Harmless	Fisheries: highly commercial; aquaculture: commercial; gamefish: yes; aquarium: public aquariums	Least Concern 	LC	Maturity: Lm ?, range 25 - ? cm Max length : 64.0 cm TL male/unsexed; (Ref. 7251); common length : 40.0 cm TL male/unsexed; (Ref. 5217); max. published weight: 3.8 kg (Ref. 40637)
1015	https://www.fishbase.se/summary/Elagatis-bipinnulata.html	Elagatis bipinnulata (Quoy  &  Gaimard,  1825)	Rainbow runner	Marine;  reef-associated; depth range 0 - 150 m (Ref. 9710), usually 2 - 10 m (Ref. 40849).   Subtropical; 44°N -   41°S, 180°W -   180°E	Reports of ciguatera poisoning 	Fisheries: highly commercial; gamefish: yes	Least Concern 	LC	Maturity: Lm64.6  range ? - ? cm Max length : 180 cm TL male/unsexed; (Ref. 26340); common length : 90.0 cm TL male/unsexed; (Ref. 5217); max. published weight: 46.2 kg (Ref. 40637); max. reported age: 6 years (Ref. 96992)
