Group	common_name	threat_to_humans	IUCN	IUCN_abr	fisheries	aquaculture	gamefish	bait	aquarium	env_milieu!freshwater	env_milieu!brackish	env_milieu!marine	env_zone	env_migration	env_depth_range_min	env_depth_range_max	dh_range	max_published_weight	max_reported_age	fao_area	fao_status
Cheilodactylus_fasciatus_E00795	Redfingers	Harmless	Not Evaluated	NE	subsistence fisheries					0	1	1	demersal		1	120	Subtropical			Indian Ocean, Western; Atlantic, Southeast	native
Cheilodactylus_pixi_E00797	Barred fingerfin	Harmless	Not Evaluated	NE						0	0	1	demersal			97	Subtropical			Atlantic, Southeast	endemic
Cheilodactylus_variegatus_N07699	Peruvian morwong	Harmless	Not Evaluated	NE	minor commercial					0	0	1	benthopelagic				Subtropical	1		Pacific, Southeast	endemic
Cheilodipterus_isostigmus_E00528	Dog-toothed cardinalfish	Harmless	Not Evaluated	NE						0	0	1	reef-associated		4	40	Tropical			Indian Ocean, Eastern; Indian Ocean, Western; Pacific, Western Central; Pacific, Eastern Central	native
Cheilodipterus_quinquelineatus_G01247	Five-lined cardinalfish	Harmless	Not Evaluated	NE	minor commercial				public aquariums	0	0	1	reef-associated		0	40	Tropical			Indian Ocean, Eastern; Pacific, Southwest; Indian Ocean, Western; Pacific, Western Central; Pacific, Eastern Central; Pacific, Northwest	native
Cheilopogon_dorsomacula_E00624	Backspot flyingfish	Harmless	Least Concern	LC	of no interest					0	0	1	pelagic-neritic	oceanodromous	0	20	Tropical			Pacific, Western Central; Pacific, Eastern Central; Pacific, Southeast	native
Cheilopogon_melanurus_N14975	Atlantic flyingfish	Harmless	Least Concern	LC	minor commercial					0	0	1	pelagic-neritic	oceanodromous	0	20	Subtropical			Atlantic, Northwest; Atlantic, Western Central; Atlantic, Eastern Central; Atlantic, Southwest	native
Cheilopogon_pinnatibarbatus_E00399	Bennetts flyingfish	Harmless	Least Concern	LC	minor commercial					0	0	1	pelagic-neritic	oceanodromous	0	10	Tropical				
Cheilotrema_saturnum_E00118	Black croaker	Harmless	Data deficient	DD						0	0	1	demersal			46	Subtropical	0.7	20	Pacific, Eastern Central	endemic
Cheimarrichthys_fosteri_N07713	Torrent fish	Harmless	Vulnerable	VU						1	1	1	demersal	amphidromous			Subtropical			Pacific, Southwest; Oceania - Inland waters	native
Cheimerius_nufar_M01642	Santer seabream	Harmless	Data deficient	DD	minor commercial					0	0	1	reef-associated		20	300	Tropical			Indian Ocean, Eastern; Indian Ocean, Western; Atlantic, Southeast	native
Cheirodon_axelrodi_P3_A01_RG59	Cardinal tetra	Harmless	Not Evaluated	NE	of no interest				highly commercial	1	0	0	pelagic	non-migratory			Tropical				
Chela_cachius_I2546-MTD014		Harmless	Least Concern	LC	of no interest			occasionally	commercial	1	1	0	benthopelagic				Tropical			Asia - Inland waters	endemic
Chela_caeruleostigmata_I2634-29	Leaping barb	Harmless	Endangered	EN					commercial	1	0	0	pelagic				Tropical				
Chela_dadiburjori_I2682-159	Dadio	Harmless	Least Concern	LC	of no interest				commercial	1	0	0	pelagic				Tropical				
Chelaethiops_bibie_I2677-153	Lake Turkana sardine	Harmless	Least Concern	LC						1	0	0	demersal	potamodromous			Tropical			Africa-Inland Waters	endemic
Chelmon_rostratus_G01248	Copperband butterflyfish	Harmless	Least Concern	LC	minor commercial				commercial	0	1	1	reef-associated	non-migratory	1	25	Tropical		10	Indian Ocean, Eastern; Indian Ocean, Western; Pacific, Western Central; Pacific, Northwest	native
Chelon_macrolepis_E00845	Largescale mullet	Harmless	Least Concern	LC	commercial	commercial	yes			1	1	1	demersal	catadromous	10		Tropical				
Chiasmodon_niger_E01115	Black swallower	Harmless	Least Concern	LC	of no interest					0	0	1	pelagic-oceanic		700	2745	Deep-water			Atlantic, Northwest; Atlantic, Western Central; Indian Ocean, Eastern; Pacific, Southwest; Indian Ocean, Western; Pacific, Western Central; Atlantic, Northeast; Atlantic, Eastern Central; Atlantic, Southwest; Pacific, Eastern Central; Pacific, Northwest; Atlantic, Southeast; Indian Ocean, Antarctic; Pacific, Northeast	native
Chiasmodon_sp_N33662										0	0	0									
Chilara_taylori_E00260	Spotted cusk-eel	Harmless	Least Concern	LC	of no interest					0	1	1	demersal		0	280	Subtropical			Pacific, Eastern Central; Pacific, Southeast; Pacific, Northeast	native
Chiloglanis_occidentalis_P02_E11_RG13		Harmless	Least Concern	LC						1	0	0	benthopelagic				Tropical			Africa-Inland Waters	endemic
Chilomycterus_schoepfii_E00517	Striped burrfish	Harmless	Least Concern	LC	of no interest		yes		commercial	0	0	1	reef-associated		1	11	Tropical	0.63		Atlantic, Northwest; Atlantic, Western Central; Atlantic, Southwest	native
Chionobathyscus_dewitti_G01250		Harmless	Not Evaluated	NE	of no interest					0	0	1	bathydemersal		500	2000	Deep-water			Indian Ocean, Antarctic; Atlantic, Antarctic	native
Chionodraco_rastrospinosus_E00156	Ocellated icefish	Harmless	Not Evaluated	NE	minor commercial					0	0	1	benthopelagic		0	1000	Polar			Atlantic, Antarctic	endemic
Chirocentrus_dorab_G01251	Dorab wolf-herring	Harmless	Least Concern	LC	commercial		yes	usually		0	1	1	reef-associated	amphidromous		120	Tropical			Indian Ocean, Eastern; Indian Ocean, Western; Pacific, Western Central; Pacific, Eastern Central; Pacific, Northwest; Mediterranean and Black Sea	native
Chirodactylus_brachydactylus_E00796	Two-tone fingerfin	Harmless	Not Evaluated	NE	minor commercial		yes			0	0	1	reef-associated		0	240	Subtropical			Indian Ocean, Western; Atlantic, Southeast	native
Chirodactylus_jessicalenorum_E00585	Natal fingerfin	Harmless	Least Concern	LC	minor commercial		yes			0	0	1	reef-associated		3	20	Subtropical			Indian Ocean, Western; Atlantic, Southeast	native
Chironemus_georgianus_M01569	Western kelpfish	Harmless	Not Evaluated	NE	commercial					0	0	1	demersal				Subtropical			Indian Ocean, Eastern	endemic
Chironemus_maculosus_M01570	Silver spot	Harmless	Not Evaluated	NE						0	0	1	reef-associated				Temperate			Indian Ocean, Eastern; Pacific, Southwest	native
Chirostomias_pliopterus_E01000		Harmless	Least Concern	LC						0	0	1	bathypelagic			500	Deep-water			Atlantic, Northwest; Atlantic, Western Central; Atlantic, Northeast; Atlantic, Eastern Central	native
Chitala_chitala_G01252	Clown knifefish	Harmless	Near Threatened	NT	minor commercial	commercial	yes		commercial	1	0	0	demersal				Tropical			Asia - Inland waters	endemic
Chitala_ornata_G01253	Clown featherback	Harmless	Least Concern	LC	commercial				commercial	1	0	0	pelagic	potamodromous			Tropical	5		Asia - Inland waters	endemic
Chitonotus_pugetensis_E00233	Roughback sculpin	Harmless	Not Evaluated	NE					public aquariums	0	0	1	demersal		0	142	Subtropical			Pacific, Eastern Central; Pacific, Northeast	native
Chlorophthalmus_agassizi_E00045	Shortnose greeneye	Harmless	Least Concern	LC	minor commercial					0	1	1	bathydemersal		50	1000	Deep-water			Atlantic, Northwest; Atlantic, Western Central; Indian Ocean, Eastern; Indian Ocean, Western; Pacific, Western Central; Atlantic, Northeast; Atlantic, Eastern Central; Atlantic, Southwest; Pacific, Eastern Central; Pacific, Northwest; Atlantic, Southeast; Mediterranean and Black Sea	native
Chloroscombrus_chrysurus_E00763	Atlantic bumper	Harmless	Least Concern	LC	commercial					0	1	1	pelagic-neritic		0	110	Subtropical	0.032		Atlantic, Northwest; Atlantic, Western Central; Africa-Inland Waters; Atlantic, Eastern Central; Atlantic, Southwest; Atlantic, Southeast	native
Chlorurus_gibbus_E00561	Heavybeak parrotfish	Reports of ciguatera poisoning	Least Concern	LC	commercial				commercial	0	0	1	reef-associated				Tropical	4	14	Indian Ocean, Eastern; Pacific, Southwest; Indian Ocean, Western; Pacific, Western Central; Pacific, Eastern Central; Pacific, Northwest	native
Chlorurus_sordidus_E00837	Daisy parrotfish	Reports of ciguatera poisoning	Least Concern	LC	commercial				commercial	0	1	1	reef-associated	oceanodromous	0	50	Tropical			Indian Ocean, Eastern; Pacific, Southwest; Indian Ocean, Western; Pacific, Western Central; Pacific, Eastern Central; Pacific, Northwest	native
Choeroichthys_sculptus	Sculptured pipefish	Harmless	Least Concern	LC	of no interest					0	0	1	reef-associated		0	6	Tropical			Indian Ocean, Eastern; Indian Ocean, Western; Pacific, Western Central; Pacific, Eastern Central; Pacific, Northwest	native
Chologaster_cornuta_G01254	Swampfish	Harmless	Least Concern	LC						1	0	0	demersal				Temperate			America, North - Inland waters	endemic
Chromis_atripectoralis_E00238	Black-axil chromis	Harmless	Not Evaluated	NE	subsistence fisheries				commercial	0	0	1	reef-associated	non-migratory	1	29	Tropical			Indian Ocean, Eastern; Pacific, Southwest; Indian Ocean, Western; Pacific, Western Central; Pacific, Eastern Central; Pacific, Northwest	native
Chromis_cyanea_E00201	Blue chromis	Harmless	Least Concern	LC					commercial	0	0	1	reef-associated	non-migratory	3	60	Tropical			Atlantic, Western Central	endemic
Chromis_dimidiata_E00851	Chocolatedip chromis	Harmless	Least Concern	LC					commercial	0	0	1	reef-associated	non-migratory	1	36	Tropical			Indian Ocean, Eastern; Indian Ocean, Western; Pacific, Western Central; Pacific, Northwest	questionable
Chrosomus_eos_I2558-CKR0646	Northern redbelly dace	Harmless	Least Concern	LC				occasionally	public aquariums	1	0	0	demersal	non-migratory			Temperate		3	America, North - Inland waters	endemic
Chrysichthys_cranchii_P02_E05_RG94	Kokuni	Venomous	Least Concern	LC						1	0	0	demersal				Tropical	135		Africa-Inland Waters	endemic
Chrysiptera_taupou_E00564	Southseas devil	Harmless	Not Evaluated	NE					public aquariums	0	0	1	reef-associated	non-migratory	0	10	Tropical			Pacific, Western Central; Pacific, Eastern Central	native
Chrysoblephus_laticeps_M01644	Roman seabream	Harmless	Near Threatened	NT	commercial		yes		potential	0	0	1	demersal		1	100	Tropical	4.2		Indian Ocean, Western; Atlantic, Southeast	native
Cichla_temensis_G01256	Speckled pavon	Harmless	Not Evaluated	NE	commercial	commercial	yes		commercial	1	0	0	benthopelagic				Tropical	12.2		America, South - Inland waters; America, North - Inland waters	native
Cirrhilabrus_katherinae_E00728	Katherines wrasse	Harmless	Least Concern	LC						0	0	1	reef-associated		10	40	Tropical			Pacific, Western Central; Pacific, Northwest	native
Cirrhilabrus_punctatus_E00553	Dotted wrasse	Harmless	Least Concern	LC					commercial	0	0	1	reef-associated		2	78	Tropical			Pacific, Southwest; Pacific, Western Central; Pacific, Eastern Central	native
Cirrhinus_cirrhosus_I2606-27	Mrigal carp	Harmless	Vulnerable	VU	highly commercial	commercial	yes			1	1	0	benthopelagic	potamodromous	5		Tropical	12.7		Africa-Inland Waters; Asia - Inland waters	introduced
Cirrhinus_microlepis_I2651-131	Small scale mud carp	Harmless	Vulnerable	VU	commercial					1	0	0	benthopelagic	potamodromous			Tropical	5		Asia - Inland waters	endemic
Cirrhitichthys_falco_N09466	Dwarf hawkfish	Harmless	Least Concern	LC	of no interest				commercial	0	0	1	reef-associated		4	46	Tropical			Indian Ocean, Eastern; Indian Ocean, Western; Pacific, Western Central; Pacific, Eastern Central; Pacific, Northwest	native
Cirrhitichthys_oxycephalus_E00884	Coral hawkfish	Harmless	Least Concern	LC					commercial	0	0	1	reef-associated		1	40	Tropical			Indian Ocean, Eastern; Indian Ocean, Western; Pacific, Western Central; Pacific, Eastern Central; Pacific, Northwest; Atlantic, Southeast; Pacific, Southeast	native
Cirripectes_castaneus_E00892	Chestnut eyelash-blenny	Harmless	Least Concern	LC					commercial	0	1	1	reef-associated		0	32	Tropical			Indian Ocean, Eastern; Pacific, Southwest; Indian Ocean, Western; Pacific, Western Central; Pacific, Eastern Central; Pacific, Northwest	native
Cirripectes_filamentosus_E00893	Filamentous blenny	Harmless	Least Concern	LC	of no interest				commercial	0	0	1	reef-associated		0	20	Tropical			Indian Ocean, Eastern; Indian Ocean, Western; Pacific, Western Central; Pacific, Northwest	native
Cirripectes_quagga_E00330	Squiggly blenny	Harmless	Least Concern	LC						0	0	1	reef-associated		0	19	Tropical			Indian Ocean, Eastern; Indian Ocean, Western; Pacific, Western Central; Pacific, Eastern Central; Pacific, Northwest	native
Cirripectes_stigmaticus_E00520	Red-streaked blenny	Harmless	Least Concern	LC	of no interest				commercial	0	0	1	reef-associated		0	20	Tropical			Indian Ocean, Eastern; Indian Ocean, Western; Pacific, Western Central; Pacific, Eastern Central; Pacific, Northwest	native
Citharichthys_arctifrons_E00043	Gulf Stream flounder	Harmless	Least Concern	LC						0	0	1	demersal		46	366	Subtropical			Atlantic, Northwest; Atlantic, Western Central	native
Citharichthys_sordidus_E00446	Pacific sanddab	Harmless	Not Evaluated	NE	commercial		yes			0	0	1	demersal		0	549	Temperate		9	Pacific, Eastern Central; Pacific, Northwest; Pacific, Northeast	native
Citharinus_congicus_P3_C03_RG63		Harmless	Least Concern	LC						1	0	0	pelagic				Tropical			Africa-Inland Waters	endemic
Citharinus_gibbosus_P3_E07_RG71		Harmless	Least Concern	LC	commercial					1	0	0	pelagic				Tropical	4.4		Africa-Inland Waters	endemic
Citharoides_macrolepis_E00071	Twospot largescale flounder	Harmless	Not Evaluated	NE	commercial					0	0	1	bathydemersal		182	200	Deep-water			Indian Ocean, Western	endemic
Citharus_linguatula_E01174	Spotted flounder	Harmless	Least Concern	LC	minor commercial					0	0	1	demersal			300	Subtropical			Atlantic, Northeast; Atlantic, Eastern Central; Atlantic, Southeast; Mediterranean and Black Sea	native
Clepticus_parrae_E00015	Creole wrasse	Harmless	Least Concern	LC	minor commercial				commercial	0	0	1	reef-associated		8	100	Tropical	0.32		Atlantic, Western Central	endemic
Clinostomus_funduloides_I2584-MT0196	Rosyside dace	Harmless	Least Concern	LC						1	0	0	demersal				Temperate			America, North - Inland waters	endemic
Clinus_cottoides_E00804	Bluntnose klipfish	Harmless	Least Concern	LC						0	1	1	demersal				Subtropical			Atlantic, Southeast	endemic
Clinus_superciliosus_E00803		Harmless	Data deficient	DD						0	0	1	demersal				Subtropical			Atlantic, Southeast	endemic
Clupisoma_garua_P1_D11_RG58	Garua bachcha	Harmless	Least Concern	LC	commercial		yes			1	1	0	demersal	potamodromous			Tropical			Asia - Inland waters	endemic
Cobitis_biwae_I2683-160		Harmless	Not Evaluated	NE		commercial			commercial	1	0	0	benthopelagic				Temperate			Asia - Inland waters	endemic
Coccorella_atlantica_E00669	Atlantic sabretooth	Harmless	Least Concern	LC	of no interest					0	0	1	bathypelagic	oceanodromous	50	1000	Deep-water			Atlantic, Western Central; Indian Ocean, Eastern; Pacific, Southwest; Indian Ocean, Western; Pacific, Western Central; Atlantic, Eastern Central; Atlantic, Southwest; Pacific, Eastern Central; Pacific, Northwest; Atlantic, Southeast; Pacific, Southeast	native
Coccotropsis_gymnoderma_E00801	Smooth-skin scorpionfish	Harmless	Data deficient	DD						0	0	1	demersal		9	108	Subtropical			Atlantic, Southeast	endemic
Coelorinchus_caelorhincus_E00579	Hollowsnout grenadier	Harmless	Least Concern	LC	minor commercial					0	0	1	benthopelagic	non-migratory	90	1485	Deep-water		10	Atlantic, Northwest; Atlantic, Western Central; Atlantic, Northeast; Atlantic, Eastern Central; Atlantic, Southwest; Mediterranean and Black Sea	native
Coelorinchus_caribbaeus_E00519	Blackfin grenadier	Harmless	Least Concern	LC	minor commercial					0	0	1	bathydemersal	non-migratory	200	700	Deep-water			Atlantic, Western Central; Atlantic, Southwest	native
Coilia_nasus_G01260	Japanese grenadier anchovy	Harmless	Endangered	EN	commercial					1	1	1	pelagic-neritic	anadromous	0	50	Subtropical			Asia - Inland waters; Pacific, Northwest	native
Cololabis_saira_E00192	Pacific saury	Harmless	Not Evaluated	NE	highly commercial					0	0	1	pelagic-oceanic	oceanodromous	0	230	Subtropical	0.18	4	Pacific, Eastern Central; Pacific, Northwest; Pacific, Northeast	native
Colossoma_macropomum_P02_E06_RG35	Cachama	Traumatogenic	Not Evaluated	NE	minor commercial	commercial			public aquariums	1	0	0	benthopelagic	potamodromous	5		Tropical	40		Oceania - Inland waters; America, South - Inland waters; America, North - Inland waters; Asia - Inland waters	introduced
Conger_oceanicus_G01261	American conger	Harmless	Least Concern	LC	minor commercial					0	0	1	demersal	oceanodromous	1	477	Subtropical	40		Atlantic, Northwest; Atlantic, Western Central; Atlantic, Southeast	native
Congrogadus_subducens_G01262	Carpet eel-blenny	Harmless	Least Concern	LC					commercial	0	1	1	reef-associated		0	10	Tropical			Indian Ocean, Eastern; Pacific, Western Central; Pacific, Northwest	native
Conodon_nobilis_E00613	Barred grunt	Harmless	Least Concern	LC	commercial				public aquariums	0	0	1	demersal		1	100	Subtropical	0.588		Atlantic, Western Central; Atlantic, Southwest	native
Coregonus_clupeaformis_G01263	Lake whitefish	Harmless	Not Evaluated	NE	commercial		yes		public aquariums	1	1	0	demersal	anadromous	8	128	Temperate	19	50	Atlantic, Northwest; America, South - Inland waters; America, North - Inland waters; Arctic Ocean	native
Coreoleuciscus_splendidus_I2652-132		Harmless	Not Evaluated	NE						1	0	0	demersal				Temperate			Asia - Inland waters	endemic
Coreoperca_whiteheadi_G01264		Harmless	Least Concern	LC						1	1	0	benthopelagic				Tropical			Asia - Inland waters	endemic
Coris_batuensis_N18137	Batu coris	Harmless	Least Concern	LC	minor commercial				commercial	0	0	1	reef-associated		2	30	Tropical			Indian Ocean, Eastern; Indian Ocean, Western; Pacific, Western Central; Pacific, Eastern Central; Pacific, Northwest	native
Coris_caudimacula_E00861	Spottail coris	Harmless	Least Concern	LC					commercial	0	0	1	reef-associated		1	57	Tropical			Indian Ocean, Eastern; Indian Ocean, Western; Pacific, Western Central; Atlantic, Southeast	native
Coris_formosa_E00912	Queen coris	Harmless	Least Concern	LC	minor commercial				commercial	0	0	1	reef-associated				Tropical			Indian Ocean, Eastern; Indian Ocean, Western	native
Coris_gaimard_E00091	African coris	Reports of ciguatera poisoning	Least Concern	LC	commercial				public aquariums	0	0	1	reef-associated		1	50	Tropical			Indian Ocean, Eastern; Pacific, Southwest; Pacific, Western Central; Pacific, Eastern Central; Pacific, Northwest	native
Corvula_sanctaeluciae_E01047	Striped croaker	Harmless	Least Concern	LC	minor commercial			usually		0	0	1	demersal			35	Subtropical			Atlantic, Western Central; Atlantic, Southwest	native
Coryphaena_hippurus_E00937	Common dolphinfish	Reports of ciguatera poisoning	Least Concern	LC	highly commercial	commercial	yes			0	1	1	pelagic-neritic	oceanodromous	0	85	Subtropical	40	4	Atlantic, Northwest; Atlantic, Western Central; Indian Ocean, Eastern; Pacific, Southwest; Indian Ocean, Western; Pacific, Western Central; Atlantic, Northeast; Atlantic, Eastern Central; Atlantic, Southwest; Pacific, Eastern Central; Pacific, Northwest; Atlantic, Southeast; Pacific, Southeast; Pacific, Northeast; Mediterranean and Black Sea	native
Coryphaenoides_acrolepis_E00428	Pacific grenadier	Harmless	Not Evaluated	NE	commercial					0	0	1	bathydemersal	non-migratory	300	3700	Deep-water	3	73	Pacific, Eastern Central; Pacific, Northwest; Pacific, Northeast	native
Coryphaenoides_armatus_M20312	Abyssal grenadier	Harmless	Least Concern	LC	of no interest					0	0	1	bathypelagic		282	5180	Deep-water			Atlantic, Northwest; Atlantic, Western Central; Indian Ocean, Eastern; Pacific, Southwest; Atlantic, Northeast; Atlantic, Eastern Central; Atlantic, Southwest; Pacific, Eastern Central; Pacific, Northwest; Atlantic, Southeast; Pacific, Southeast; Indian Ocean, Antarctic; Pacific, Northeast; Atlantic, Antarctic	native
Coryphaenoides_cinereus_E00418	Popeye grenadier	Harmless	Not Evaluated	NE	minor commercial					0	0	1	bathydemersal	non-migratory	150	3500	Deep-water	0.55	10	Pacific, Northwest; Pacific, Northeast	native
Coryphaenoides_rupestris_E00676	Roundnose grenadier	Harmless	Critically Endangered	CR	commercial					0	0	1	bathypelagic		180	2600	Deep-water	1.7	54	Atlantic, Northwest; Atlantic, Western Central; Atlantic, Northeast; Atlantic, Eastern Central	native
Coryphopterus_glaucofraenum_E00100	Bridled goby	Harmless	Least Concern	LC					commercial	0	0	1	reef-associated		2	45	Tropical			Atlantic, Northwest; Atlantic, Western Central; Atlantic, Southwest	native
Coryphopterus_personatus_E00405	Masked goby	Harmless	Vulnerable	VU					commercial	0	0	1	reef-associated		3	46	Tropical			Atlantic, Western Central	endemic
Corypoma_riisei_P3_E02_RG43	Swordtail characin	Harmless	Not Evaluated	NE					commercial	1	0	0	pelagic				Tropical			America, South - Inland waters; America, North - Inland waters	native
Corythoichthys_amplexus	Brown-banded pipefish	Harmless	Least Concern	LC	of no interest					0	0	1	reef-associated		0	31	Tropical			Indian Ocean, Eastern; Indian Ocean, Western; Pacific, Western Central; Pacific, Eastern Central; Pacific, Northwest	native
Corythoichthys_flavofasciatus	Network pipefish	Harmless	Least Concern	LC						0	0	1	reef-associated			25	Tropical			Indian Ocean, Eastern; Indian Ocean, Western; Pacific, Western Central; Pacific, Eastern Central; Pacific, Northwest	native
Corythoichthys_haematopterus	Messmate pipefish	Harmless	Least Concern	LC	of no interest				commercial	0	0	1	reef-associated		0	21	Tropical			Indian Ocean, Eastern; Indian Ocean, Western; Pacific, Western Central; Pacific, Eastern Central; Pacific, Northwest	native
Corythoichthys_intestinalis	Scribbled pipefish	Harmless	Least Concern	LC	of no interest				public aquariums	0	0	1	reef-associated		20	68	Tropical			Indian Ocean, Eastern; Indian Ocean, Western; Pacific, Western Central; Pacific, Eastern Central	native
Corythoichthys_schultzi	Schultzs pipefish	Harmless	Least Concern	LC					public aquariums	0	0	1	reef-associated		2	30	Tropical			Indian Ocean, Eastern; Indian Ocean, Western; Pacific, Western Central; Pacific, Eastern Central; Pacific, Northwest	native
Cosmocampus_arctus	Snubnose pipefish	Harmless	Least Concern	LC						0	0	1	reef-associated			10	Subtropical			Pacific, Eastern Central	endemic
Cosmocampus_elucens	Shortfin pipefish	Harmless	Least Concern	LC						0	0	1	reef-associated		1	345	Subtropical			Atlantic, Northwest; Atlantic, Western Central	native
Cosmochilus_harmandi_I2653-133		Harmless	Least Concern	LC	commercial					1	0	0	benthopelagic	potamodromous			Tropical			Asia - Inland waters	endemic
Cottoperca_trigloides_G01267		Harmless	Not Evaluated	NE						0	0	1	demersal				Temperate			Atlantic, Southwest	endemic
Cottunculus_thomsonii_E00963	Pallid sculpin	Harmless	Least Concern	LC						0	0	1	bathydemersal		100	1600	Deep-water	1.4		Atlantic, Northwest; Atlantic, Western Central; Atlantic, Northeast; Atlantic, Eastern Central	native
Cottus_carolinae_E00281	Banded sculpin	Harmless	Least Concern	LC						1	0	0	demersal				Temperate			America, North - Inland waters	endemic
Craterocephalus_honoriae_E00180	Estuarine hardyhead	Harmless	Not Evaluated	NE	of no interest					0	1	1	demersal				Temperate			Pacific, Western Central	endemic
Creagrutus_beni_P3_B05_RG39	Goldstripe characin	Harmless	Not Evaluated	NE					commercial	1	0	0	benthopelagic				Tropical			America, South - Inland waters	endemic
Crenicichla_lepidota_E00137	Pike cichlid	Harmless	Least Concern	LC	of no interest				commercial	1	0	0	benthopelagic	potamodromous			Subtropical			America, South - Inland waters	endemic
Crenidens_crenidens_M01645	Karanteen seabream	Harmless	Least Concern	LC	commercial			usually		0	0	1	demersal				Subtropical			Indian Ocean, Western; Atlantic, Southeast; Mediterranean and Black Sea	native
Crenimugil_crenilabis_E00846	Fringelip mullet	Harmless	Least Concern	LC	minor commercial	commercial		occasionally		0	1	1	reef-associated	non-migratory	0	20	Tropical			Indian Ocean, Eastern; Pacific, Southwest; Indian Ocean, Western; Pacific, Western Central; Oceania - Inland waters; Europe - Inland waters; Pacific, Eastern Central; Pacific, Northwest; Atlantic, Southeast	native
Cromeria_nilotica_G01269	Naked shellear	Harmless	Least Concern	LC						1	0	0	benthopelagic				Tropical			Africa-Inland Waters	endemic
Crossocheilus_latius_I2625-5	Stone roller	Harmless	Least Concern	LC	of no interest					1	1	0	benthopelagic	potamodromous			Tropical			Asia - Inland waters	endemic
Crossocheilus_reticulatus_I2654-134		Harmless	Least Concern	LC	commercial				commercial	1	0	0	benthopelagic				Tropical			Asia - Inland waters	endemic
Cryptacanthodes_maculatus_E00116	Wrymouth	Harmless	Not Evaluated	NE						0	0	1	demersal		1	110	Temperate			Atlantic, Northwest; Atlantic, Western Central	native
Cryptocentrus_sp_E00407										0	0	0									
Cryptopsaras_couesii_E00686	Triplewart seadevil	Harmless	Least Concern	LC	of no interest					0	0	1	bathypelagic		0	3085	Deep-water			Atlantic, Northwest; Atlantic, Western Central; Indian Ocean, Eastern; Pacific, Southwest; Indian Ocean, Western; Pacific, Western Central; Atlantic, Northeast; Atlantic, Eastern Central; Atlantic, Southwest; Pacific, Eastern Central; Pacific, Northwest; Atlantic, Southeast; Pacific, Southeast	native
Cryptotomus_roseus_N27805	Bluelip parrotfish	Harmless	Least Concern	LC					commercial	0	0	1	reef-associated			60	Tropical			Atlantic, Western Central; Atlantic, Southwest	native
Crystallaria_asprella_E00153	Crystal darter	Harmless	Vulnerable	VU						1	0	0	demersal				Temperate		3	America, North - Inland waters	endemic
Ctenochaetus_striatus_E00982	Striated surgeonfish	Reports of ciguatera poisoning	Least Concern	LC	commercial				commercial	0	0	1	reef-associated		1	35	Tropical		36	Indian Ocean, Eastern; Indian Ocean, Western; Pacific, Western Central; Pacific, Eastern Central; Pacific, Northwest	native
Ctenochaetus_strigosus_E00050	Spotted surgeonfish	Reports of ciguatera poisoning	Least Concern	LC					commercial	0	0	1	reef-associated		1	113	Tropical			Indian Ocean, Eastern; Indian Ocean, Western; Pacific, Western Central; Pacific, Eastern Central; Pacific, Northwest	questionable
Ctenochaetus_truncatus_E00854	Indian gold-ring bristle-tooth	Harmless	Least Concern	LC						0	0	1	reef-associated		1	21	Tropical			Indian Ocean, Eastern; Indian Ocean, Western	native
Ctenogobiops_crocineus_E01097		Harmless	Least Concern	LC						0	0	1	reef-associated		1	15	Tropical			Indian Ocean, Eastern; Indian Ocean, Western; Pacific, Western Central; Pacific, Northwest	native
Ctenogobius_boleosoma_E00172	Darter goby	Harmless	Least Concern	LC						1	1	1	reef-associated	amphidromous			Tropical			Atlantic, Northwest; Atlantic, Western Central; America, North - Inland waters; Atlantic, Southwest	native
Ctenopharyngodon_idella_I2596-66	Grass carp	Potential pest	Not Evaluated	NE	minor commercial	commercial	yes			1	1	0	demersal	potamodromous	0	30	Subtropical	45	21	Oceania - Inland waters; Africa-Inland Waters; America, South - Inland waters; America, North - Inland waters; Europe - Inland waters; Asia - Inland waters; Pacific, Northwest	introduced
Ctenopoma_acutirostre_kingsleyae_E01141	Spotted ctenopoma	Harmless	Least Concern	LC					commercial	1	0	0	benthopelagic				Tropical			Africa-Inland Waters	endemic
Cubiceps_baxteri_G01271	Black fathead	Harmless	Not Evaluated	NE	of potential interest					0	0	1	pelagic-oceanic		1	100	Subtropical			Atlantic, Western Central; Indian Ocean, Eastern; Pacific, Southwest; Indian Ocean, Western; Pacific, Western Central; Atlantic, Eastern Central; Atlantic, Southwest; Pacific, Eastern Central; Pacific, Northwest; Atlantic, Southeast; Pacific, Southeast	native
Cubiceps_gracilis_E00672	Driftfish	Harmless	Least Concern	LC	of no interest					0	0	1	pelagic-oceanic	oceanodromous		100	Subtropical			Atlantic, Northwest; Atlantic, Northeast; Atlantic, Eastern Central; Mediterranean and Black Sea	native
Cubiceps_pauciradiatus_E00667	Bigeye cigarfish	Harmless	Least Concern	LC	of no interest					0	0	1	bathypelagic		58	1000	Tropical		4	Atlantic, Northwest; Atlantic, Western Central; Indian Ocean, Eastern; Pacific, Southwest; Indian Ocean, Western; Pacific, Western Central; Atlantic, Eastern Central; Atlantic, Southwest; Pacific, Eastern Central; Pacific, Northwest; Atlantic, Southeast; Pacific, Southeast	native
Culaea_inconstans_E00368	Brook stickleback	Harmless	Least Concern	LC				occasionally	commercial	1	0	0	demersal		0	55	Temperate		2	America, North - Inland waters; Europe - Inland waters	native
