Group	common_name	threat_to_humans	IUCN	IUCN_abr	fisheries	aquaculture	gamefish	bait	aquarium	env_milieu!freshwater	env_milieu!brackish	env_milieu!marine	env_zone	env_migration	env_depth_range_min	env_depth_range_max	dh_range	max_published_weight	max_reported_age	fao_area	fao_status
Leptoclinus_maculatus_E00323	Daubed shanny	Harmless	Not Evaluated	NE						0	0	1	demersal		2	607	Polar			Atlantic, Northwest; Atlantic, Northeast; Pacific, Northwest; Pacific, Northeast; Arctic Ocean	native
Leptocottus_armatus_E00266	Pacific staghorn sculpin	Harmless	Least Concern	LC					public aquariums	0	1	1	demersal	amphidromous	0	156	Temperate		10	America, North - Inland waters; Pacific, Eastern Central; Pacific, Northwest; Pacific, Northeast	native
Leptocypris_niloticus_I2679-155		Harmless	Least Concern	LC	of no interest					1	0	0	demersal	potamodromous			Tropical	0.01		Africa-Inland Waters	endemic
Leptomelanosoma_indicum_E00842	Indian threadfin	Harmless	Not Evaluated	NE	commercial		yes			0	1	1	demersal	amphidromous	55	100	Tropical			Indian Ocean, Eastern; Indian Ocean, Western; Pacific, Western Central; Pacific, Northwest	native
Leptorhamdia_marmorata_P02_A05_RG38		Harmless	Not Evaluated	NE						1	0	0	demersal				Tropical			America, South - Inland waters	endemic
Leptoscarus_vaigiensis_E00877	Marbled parrotfish	Harmless	Least Concern	LC	commercial				commercial	0	0	1	reef-associated		1	15	Tropical			Indian Ocean, Eastern; Pacific, Southwest; Indian Ocean, Western; Pacific, Western Central; Pacific, Eastern Central; Pacific, Northwest; Atlantic, Southeast; Pacific, Southeast	native
Leptostomias_longibarba_E00483		Harmless	Least Concern	LC						0	0	1	bathypelagic				Deep-water			Atlantic, Western Central; Atlantic, Northeast; Atlantic, Eastern Central; Pacific, Northwest; Atlantic, Southeast	native
Lestidiops_jayakari_E00497	Pacific barracudina	Harmless	Least Concern	LC	of no interest					0	0	1	bathypelagic		50	2000	Deep-water			Atlantic, Northwest; Atlantic, Western Central; Indian Ocean, Eastern; Pacific, Southwest; Indian Ocean, Western; Pacific, Western Central; Atlantic, Eastern Central; Atlantic, Southwest; Pacific, Eastern Central; Pacific, Northwest; Atlantic, Southeast; Mediterranean and Black Sea	native
Lethrinus_atkinsoni_E00750	Pacific yellowtail emperor	Harmless	Least Concern	LC	minor commercial		yes			0	0	1	reef-associated	non-migratory	2	30	Tropical		24	Indian Ocean, Eastern; Pacific, Southwest; Pacific, Western Central; Pacific, Eastern Central; Pacific, Northwest	native
Lethrinus_erythropterus_N18731	Longfin emperor	Harmless	Least Concern	LC	minor commercial					0	0	1	reef-associated	non-migratory	2	25	Tropical			Indian Ocean, Eastern; Indian Ocean, Western; Pacific, Western Central; Pacific, Northwest	native
Lethrinus_harak_E00905	Thumbprint emperor	Harmless	Least Concern	LC	commercial					0	1	1	reef-associated	non-migratory	0	20	Tropical		15	Indian Ocean, Eastern; Indian Ocean, Western; Pacific, Western Central; Pacific, Eastern Central; Pacific, Northwest	native
Lethrinus_obsoletus_E00910	Orange-striped emperor	Harmless	Least Concern	LC	minor commercial					0	0	1	reef-associated	non-migratory		30	Tropical		14	Indian Ocean, Eastern; Indian Ocean, Western; Pacific, Western Central; Pacific, Eastern Central; Pacific, Northwest	native
Lethrinus_olivaceus_E00751	Longface emperor	Reports of ciguatera poisoning	Least Concern	LC	commercial					0	0	1	reef-associated	non-migratory	1	185	Tropical	14		Indian Ocean, Eastern; Indian Ocean, Western; Pacific, Western Central; Pacific, Eastern Central; Pacific, Northwest	native
Leuciscus_lepidus_I2616-106		Harmless	Least Concern	LC						1	0	0	benthopelagic				Subtropical				
Leuciscus_leuciscus_I2698-177	Common dace	Potential pest	Least Concern	LC	of no interest		yes	usually		1	1	0	benthopelagic	potamodromous	1		Temperate	1	16	Europe - Inland waters; Asia - Inland waters	native
Leucoraja_erinacea_G01356	Little skate	Harmless	Near Threatened	NT						0	0	1	demersal	oceanodromous	0	329	Temperate		12	Atlantic, Northwest; Atlantic, Western Central	native
Leucosoma_reevesii_G01357		Harmless	Data deficient	DD						1	0	0	demersal				Tropical			Asia - Inland waters	endemic
Limanda_limanda_E00690	Common dab	Harmless	Least Concern	LC	commercial					0	0	1	demersal	oceanodromous	20	150	Temperate	1	12	Atlantic, Northeast	endemic
Limnichthys_sp_E01081										0	0	0									
Liopropoma_mowbrayi_E00307	Cave bass	Harmless	Least Concern	LC						0	0	1	reef-associated		30	60	Deep-water			Atlantic, Western Central	endemic
Liopropoma_rubre_E00306	Peppermint bass	Harmless	Least Concern	LC					commercial	0	0	1	reef-associated		3	45	Tropical			Atlantic, Western Central	endemic
Liparis_gibbus_E00224	Variegated snailfish	Harmless	Not Evaluated	NE						0	0	1	demersal		0	647	Polar			Atlantic, Northwest; Atlantic, Northeast; Pacific, Northeast; Arctic Ocean	native
Liparis_pulchellus_E00225	Showy snailfish	Harmless	Not Evaluated	NE						0	0	1	demersal		9	183	Temperate			Pacific, Eastern Central; Pacific, Northwest; Pacific, Northeast	native
Lipogramma_anabantoides_E00211	Dusky basslet	Harmless	Least Concern	LC					commercial	0	0	1	reef-associated		22	79	Tropical			Atlantic, Western Central	endemic
Lipogramma_trilineata_E00210	Threeline basslet	Harmless	Least Concern	LC						0	0	1	demersal		5	95	Subtropical			Atlantic, Western Central	endemic
Lithognathus_mormyrus_M01649	Sand steenbras	Harmless	Least Concern	LC	minor commercial		yes			0	1	1	demersal		0	150	Subtropical		12	Indian Ocean, Western; Atlantic, Northeast; Atlantic, Eastern Central; Atlantic, Southeast; Mediterranean and Black Sea	native
Liza_richardsonii_E00808	South African mullet	Harmless	Not Evaluated	NE	commercial					1	1	1	demersal	catadromous			Subtropical				
Lobianchia_gemellarii_E00010	Coccos lantern fish	Harmless	Least Concern	LC						0	0	1	bathypelagic	oceanodromous	25	800	Deep-water			Atlantic, Northwest; Atlantic, Western Central; Indian Ocean, Eastern; Pacific, Southwest; Indian Ocean, Western; Pacific, Western Central; Atlantic, Northeast; Atlantic, Eastern Central; Atlantic, Southwest; Pacific, Eastern Central; Pacific, Northwest; Atlantic, Southeast; Pacific, Southeast; Mediterranean and Black Sea	native
Lobocheilos_melanotaenia_I2667-140		Harmless	Least Concern	LC	minor commercial				commercial	1	0	0	demersal	potamodromous			Tropical			Asia - Inland waters	endemic
Lobotes_pacificus_surinamensis_G01359	Pacific tripletail	Harmless	Least Concern	LC	commercial		yes			0	1	1	benthopelagic				Tropical			Pacific, Eastern Central; Pacific, Southeast	native
Lonchopisthus_micrognathus_E00603	Swordtail jawfish	Harmless	Least Concern	LC						0	0	1	reef-associated				Subtropical			Atlantic, Western Central	endemic
Lophiodes_reticulatus_E00625	Reticulated goosefish	Harmless	Least Concern	LC						0	0	1	bathydemersal		64	820	Deep-water			Atlantic, Northwest; Atlantic, Western Central; Atlantic, Southwest	native
Lophius_americanus_E00578	American angler	Harmless	Not Evaluated	NE	highly commercial		yes			0	0	1	demersal	oceanodromous	0	800	Temperate	22.6	30	Atlantic, Northwest; Atlantic, Western Central	native
Lophius_gastrophysus_E01119	Blackfin goosefish	Harmless	Least Concern	LC	minor commercial					0	0	1	bathydemersal		40	700	Deep-water			Atlantic, Northwest; Atlantic, Western Central; Atlantic, Southwest	native
Lophogobius_cyprinoides_E00508	Crested goby	Harmless	Least Concern	LC						1	1	1	demersal	amphidromous			Tropical			Atlantic, Western Central; America, North - Inland waters	native
Lophotus_lacepede_E00822	Crested oarfish	Harmless	Least Concern	LC	of no interest					0	0	1	bathypelagic	oceanodromous	0	92	Deep-water			Atlantic, Western Central; Indian Ocean, Eastern; Pacific, Southwest; Indian Ocean, Western; Pacific, Western Central; Atlantic, Northeast; Atlantic, Eastern Central; Atlantic, Southwest; Pacific, Eastern Central; Atlantic, Southeast; Mediterranean and Black Sea	native
Loricaria_sp_P02_C06_RG03										0	0	0									
Lota_lota_E00489	Burbot	Harmless	Least Concern	LC	commercial	experimental	yes		public aquariums	1	1	0	demersal	potamodromous	1	700	Temperate	34	20	Atlantic, Northwest; America, North - Inland waters; Europe - Inland waters; Atlantic, Northeast; Asia - Inland waters; Arctic Ocean	native
Lucania_parva_goodei_E01064	Rainwater killifish	Harmless	Least Concern	LC					commercial	1	1	1	pelagic-neritic	amphidromous	0	2	Subtropical			Atlantic, Northwest; Atlantic, Western Central; America, North - Inland waters; Pacific, Eastern Central; Pacific, Northeast	native
Lucayablennius_zingaro_E00294	Arrow blenny	Harmless	Least Concern	LC						0	0	1	reef-associated		13	106	Tropical			Atlantic, Western Central	endemic
Lumpenus_fabricii_E00361	Slender eelblenny	Harmless	Not Evaluated	NE						0	0	1	demersal		0	235	Polar			Atlantic, Northwest; Atlantic, Northeast; Pacific, Northwest; Pacific, Northeast; Arctic Ocean	native
Lumpenus_lampretaeformis_E00371	Snakeblenny	Harmless	Not Evaluated	NE	of no interest					0	0	1	demersal	non-migratory	30	373	Temperate			Atlantic, Northwest; Atlantic, Western Central; Atlantic, Northeast	native
Lutjanus_biguttatus_E00569	Two-spot banded snapper	Harmless	Least Concern	LC	commercial					0	0	1	reef-associated		3	36	Tropical			Indian Ocean, Eastern; Indian Ocean, Western; Pacific, Western Central; Pacific, Eastern Central; Pacific, Northwest	native
Lutjanus_campechanus_E00592	Northern red snapper	Reports of ciguatera poisoning	Vulnerable	VU	commercial		yes			0	0	1	reef-associated		10	190	Subtropical	22.8	57	Atlantic, Northwest; Atlantic, Western Central	native
Lutjanus_griseus_N20115	Grey snapper	Reports of ciguatera poisoning	Least Concern	LC	commercial		yes		commercial	1	1	1	reef-associated	amphidromous	5	180	Subtropical	20	21	Atlantic, Northwest; Atlantic, Western Central; America, North - Inland waters; Atlantic, Eastern Central; Atlantic, Southwest	native
Lutjanus_mahogoni_G01362	Mahogany snapper	Reports of ciguatera poisoning	Least Concern	LC	commercial		yes			0	0	1	reef-associated		0	100	Subtropical	1.3		Atlantic, Northwest; Atlantic, Western Central; Atlantic, Southwest	native
Luvarus_imperialis_E00509	Luvar	Harmless	Least Concern	LC	minor commercial					0	0	1	pelagic-oceanic	oceanodromous	0	200	Subtropical	150		Atlantic, Northwest; Atlantic, Western Central; Pacific, Southwest; Pacific, Western Central; Atlantic, Northeast; Atlantic, Eastern Central; Atlantic, Southwest; Pacific, Eastern Central; Pacific, Northwest; Atlantic, Southeast; Pacific, Southeast; Pacific, Northeast; Mediterranean and Black Sea	native
Luxilus_chrysocephalus_I2563-CKR0137	Striped shiner	Harmless	Least Concern	LC						1	0	0	demersal				Subtropical		4	America, North - Inland waters	endemic
Lycenchelys_crotalinus_E00425	Snakehead eelpout	Harmless	Not Evaluated	NE						0	0	1	bathydemersal		200	2816	Deep-water			Pacific, Eastern Central; Pacific, Northwest; Pacific, Northeast	native
Lycodapus_mandibularis_E00355	Pallid eelpout	Harmless	Not Evaluated	NE						0	0	1	bathypelagic		100	1370	Deep-water			Pacific, Eastern Central; Pacific, Northeast	native
Lycodes_brevipes_E00413	Shortfin eelpout	Harmless	Not Evaluated	NE						0	0	1	demersal		25	973	Temperate			Pacific, Northwest; Pacific, Northeast	native
Lycodes_diapterus_G01364	Black eelpout	Harmless	Not Evaluated	NE	subsistence fisheries					0	0	1	bathydemersal		146	844	Deep-water			Pacific, Eastern Central; Pacific, Northwest; Pacific, Northeast	native
Lycodes_terraenovae_E00675		Harmless	Not Evaluated	NE						0	0	1	bathydemersal		150	2604	Deep-water			Atlantic, Northwest; Atlantic, Northeast; Atlantic, Eastern Central; Atlantic, Southeast	native
Lyopsetta_exilis_E01173	Slender sole	Harmless	Least Concern	LC	minor commercial		yes			0	0	1	bathydemersal		25	800	Deep-water			Pacific, Eastern Central; Pacific, Northeast	native
Lythrurus_bellus_I2573-AUF0593	Pretty shiner	Harmless	Least Concern	LC						1	0	0	benthopelagic				Subtropical			America, North - Inland waters	endemic
Lythrypnus_dalli_E00126	Bluebanded goby	Harmless	Least Concern	LC					commercial	0	0	1	demersal		0	76	Subtropical			Pacific, Eastern Central; Pacific, Southeast	native
Maccullochella_peelii_G01365	Murray cod	Harmless	Critically Endangered	CR	commercial	commercial	yes			1	0	0	demersal	potamodromous		5	Temperate	113.5	48	Oceania - Inland waters	endemic
Macolor_niger_E00939	Black and white snapper	Harmless	Least Concern	LC	commercial		yes		commercial	0	0	1	reef-associated		2	90	Tropical			Indian Ocean, Eastern; Indian Ocean, Western; Pacific, Western Central; Pacific, Eastern Central; Pacific, Northwest	native
Macquaria_ambigua_G01366	Golden perch	Harmless	Not Evaluated	NE	commercial	commercial	yes			1	0	0	demersal	potamodromous	10		Temperate	24	20	Oceania - Inland waters	endemic
Macquaria_colonorum_G01431	Estuary perch	Harmless	Not Evaluated	NE	commercial		yes			1	1	0	demersal	potamodromous			Temperate	10		Oceania - Inland waters	endemic
Macquaria_novemaculeata_G01432	Australian bass	Harmless	Not Evaluated	NE	commercial		yes			1	1	0	demersal	potamodromous			Temperate		22	Oceania - Inland waters	endemic
Macrhybopsis_storeriana_I2564-AUF0007	Silver chub	Harmless	Least Concern	LC						1	0	0	demersal				Temperate		4	America, North - Inland waters	endemic
Macrognathus_siamensis_G01367	Peacock eel	Harmless	Least Concern	LC	commercial				commercial	1	0	0	benthopelagic				Tropical			Asia - Inland waters	endemic
Macropharyngodon_bipartitus_E00895	Rare wrasse	Harmless	Least Concern	LC	of no interest				commercial	0	0	1	reef-associated	non-migratory		30	Subtropical			Indian Ocean, Western	endemic
Macropinna_microstoma_G01368	Barreleye	Harmless	Not Evaluated	NE						0	0	1	bathypelagic		16	1267	Deep-water			Pacific, Eastern Central; Pacific, Northwest; Pacific, Northeast	native
Macroramphosus_gracilis	Slender snipefish	Harmless	Not Evaluated	NE						0	0	1	pelagic-oceanic		50	500	Deep-water			Atlantic, Northwest; Atlantic, Western Central; Indian Ocean, Eastern; Indian Ocean, Western; Pacific, Western Central; Atlantic, Northeast; Atlantic, Eastern Central; Atlantic, Southwest; Pacific, Eastern Central; Pacific, Northwest; Atlantic, Southeast	native
Macroramphosus_scolopax	Longspine snipefish	Harmless	Least Concern	LC	commercial				public aquariums	0	0	1	demersal		25	600	Subtropical			Atlantic, Northwest; Atlantic, Western Central; Indian Ocean, Eastern; Pacific, Southwest; Indian Ocean, Western; Pacific, Western Central; Atlantic, Northeast; Atlantic, Eastern Central; Atlantic, Southwest; Pacific, Eastern Central; Pacific, Northwest; Atlantic, Southeast; Pacific, Southeast; Mediterranean and Black Sea	native
Macrourus_sp_M35664										0	0	0									
Magnisudis_prionosa_M24520	Southern barracudina	Harmless	Least Concern	LC						0	0	1	bathypelagic		0	1000	Deep-water			Pacific, Southwest; Indian Ocean, Western; Atlantic, Southwest; Indian Ocean, Antarctic; Atlantic, Antarctic	native
Makaira_nigricans_E00697	Blue marlin	Harmless	Vulnerable	VU	commercial		yes			0	0	1	pelagic-oceanic	oceanodromous	0	1000	Subtropical	636		Atlantic, Northwest; Atlantic, Western Central; Indian Ocean, Eastern; Pacific, Southwest; Indian Ocean, Western; Pacific, Western Central; Atlantic, Northeast; Atlantic, Eastern Central; Atlantic, Southwest; Pacific, Eastern Central; Pacific, Northwest; Atlantic, Southeast; Pacific, Southeast; Pacific, Northeast; Mediterranean and Black Sea	native
Makaira_sp_E00692										0	0	0									
Malacanthus_plumieri_E00774	Sand tilefish	Traumatogenic	Least Concern	LC	minor commercial					0	0	1	reef-associated		10	153	Subtropical	1		Atlantic, Northwest; Atlantic, Western Central; Atlantic, Southwest; Atlantic, Southeast	native
Malacocephalus_laevis_E00342	Softhead grenadier	Harmless	Least Concern	LC	minor commercial					0	0	1	bathydemersal	non-migratory	200	1000	Deep-water			Atlantic, Western Central; Indian Ocean, Eastern; Pacific, Southwest; Indian Ocean, Western; Pacific, Western Central; Atlantic, Northeast; Atlantic, Eastern Central; Atlantic, Southwest; Pacific, Eastern Central; Pacific, Northwest; Atlantic, Southeast	native
Malacocottus_zonurus_E00253	Darkfin sculpin	Harmless	Not Evaluated	NE						0	0	1	bathydemersal		27	1980	Deep-water	1.2	12	Pacific, Northwest; Pacific, Northeast	native
Malacoctenus_aurolineatus_E00299	Goldline blenny	Harmless	Least Concern	LC						0	0	1	reef-associated		0	5	Subtropical			Atlantic, Western Central	endemic
Malacoctenus_triangulatus_E00321	Saddled blenny	Harmless	Least Concern	LC					commercial	0	0	1	reef-associated		0	40	Subtropical			Atlantic, Western Central; Atlantic, Eastern Central; Atlantic, Southwest	native
Malacosteus_niger_E00783	Stoplight loosejaw	Harmless	Least Concern	LC	of no interest					0	0	1	bathypelagic		500	3886	Deep-water			Atlantic, Northwest; Atlantic, Western Central; Indian Ocean, Eastern; Pacific, Southwest; Indian Ocean, Western; Pacific, Western Central; Atlantic, Northeast; Atlantic, Eastern Central; Atlantic, Southwest; Pacific, Eastern Central; Pacific, Northwest; Atlantic, Southeast; Pacific, Southeast; Pacific, Northeast	native
Malakichthys_elegans_N01922	Splendid seabass	Harmless	Not Evaluated	NE						0	0	1	bathypelagic		165	208	Deep-water			Indian Ocean, Eastern; Pacific, Western Central; Pacific, Northwest	native
Mallotus_villosus_E00096	Capelin	Harmless	Not Evaluated	NE	highly commercial					1	1	1	pelagic-oceanic	anadromous	0	725	Polar	0.052	10	Atlantic, Northwest; Atlantic, Western Central; Atlantic, Northeast; Asia - Inland waters; Pacific, Northwest; Pacific, Northeast; Arctic Ocean	native
Mancopsetta_maculata_E01169	Antarctic armless flounder	Harmless	Not Evaluated	NE						0	0	1	demersal		100	1115	Temperate			Atlantic, Southwest; Pacific, Southeast; Indian Ocean, Antarctic; Atlantic, Antarctic; Pacific, Antarctic	native
Margrethia_obtusirostra_G01370	Bighead portholefish	Harmless	Data deficient	DD	of no interest					0	0	1	bathypelagic		100	1739	Deep-water			Atlantic, Western Central; Indian Ocean, Eastern; Pacific, Southwest; Indian Ocean, Western; Pacific, Western Central; Atlantic, Northeast; Atlantic, Eastern Central; Atlantic, Southwest; Pacific, Eastern Central; Pacific, Northwest; Atlantic, Southeast	native
Markiana_nigripinnis_P3_H06_RG45		Harmless	Not Evaluated	NE						1	0	0	benthopelagic				Tropical			America, South - Inland waters	endemic
Marosatherina_ladigesi_E00406	Celebes rainbowfish	Harmless	Vulnerable	VU	of no interest				commercial	1	0	0	benthopelagic	non-migratory			Tropical			Asia - Inland waters	endemic
Mastacembelus_brachyrhinus_N01727		Harmless	Least Concern	LC						1	0	0	demersal				Tropical			Africa-Inland Waters	endemic
Mastacembelus_cunningtoni_N20638		Harmless	Least Concern	LC	minor commercial				potential	1	0	0	benthopelagic				Tropical			Africa-Inland Waters	endemic
Mastacembelus_erythrotaenia_E01157	Fire eel	Harmless	Least Concern	LC					commercial	1	0	0	demersal				Tropical			Asia - Inland waters	endemic
Mastacembelus_niger_N20658		Harmless	Least Concern	LC						1	0	0	demersal				Tropical			Africa-Inland Waters	endemic
Mastiglanis_sp_P02_E02_RG89										0	0	0									
Masturus_lanceolatus_E00651	Sharptail mola	Harmless	Least Concern	LC						0	1	1	bathypelagic			670	Deep-water	1814.369		Atlantic, Northwest; Atlantic, Western Central; Indian Ocean, Eastern; Pacific, Southwest; Indian Ocean, Western; Pacific, Western Central; Atlantic, Eastern Central; Atlantic, Southwest; Pacific, Eastern Central; Pacific, Northwest; Atlantic, Southeast; Pacific, Southeast	native
Maulisia_microlepis_E00978	Smallscale searsid	Harmless	Least Concern	LC						0	0	1	bathypelagic		500	2000	Deep-water			Atlantic, Northwest; Atlantic, Western Central; Indian Ocean, Eastern; Atlantic, Northeast; Atlantic, Eastern Central; Atlantic, Southeast	native
Maurolicus_weitzmani_E00088	Atlantic pearlside	Harmless	Least Concern	LC						0	0	1	bathypelagic		0	100	Deep-water			Atlantic, Northwest; Atlantic, Western Central; Atlantic, Eastern Central; Atlantic, Southeast	native
Maylandia_zebra_G01519	Zebra mbuna	Harmless	Least Concern	LC					highly commercial	1	0	0	demersal		6	28	Tropical			Africa-Inland Waters	endemic
Megalonema_platycephalum_P1_E09_RG24		Harmless	Not Evaluated	NE						1	0	0	demersal				Tropical			America, South - Inland waters	endemic
Megalops_atlanticus_G01372	Tarpon	Reports of ciguatera poisoning	Vulnerable	VU	commercial	commercial	yes		public aquariums	1	1	1	reef-associated	amphidromous	0	40	Subtropical	161	55	Atlantic, Northwest; Atlantic, Western Central; Africa-Inland Waters; America, South - Inland waters; America, North - Inland waters; Europe - Inland waters; Atlantic, Northeast; Atlantic, Eastern Central; Atlantic, Southwest; Pacific, Eastern Central	native
Meiacanthus_oualanensis_grammistes_E00526	Canary fangblenny	Harmless	Least Concern	LC						0	0	1	reef-associated				Tropical			Pacific, Western Central	endemic
Melamphaes_lugubris_polylepis_E00427	Highsnout melamphid	Harmless	Not Evaluated	NE						0	0	1	bathypelagic		50	3400	Deep-water			Pacific, Eastern Central; Pacific, Northwest; Pacific, Northeast	native
Melamphaes_suborbitalis_E01062	Shoulderspine bigscale	Harmless	Data deficient	DD						0	1	1	bathypelagic		100	3200	Deep-water			Atlantic, Northwest; Pacific, Southwest; Atlantic, Northeast; Atlantic, Eastern Central; Pacific, Northwest	native
