items	name	Clade	Family	Order	common_name	threat_to_humans	IUCN	IUCN_abr	fisheries	aquaculture	gamefish	bait	aquarium	env_milieu!freshwater	env_milieu!brackish	env_milieu!marine	env_zone	env_migration	env_depth_range_min	env_depth_range_max	dh_range	max_published_weight	max_reported_age	fao_status	Africa_Inland_Waters	North_America_Inland_waters	South_America_Inland_waters	Asia_Inland_waters	Europe_Inland_waters	Oceania_Inland_waters	Antarctica_Inland_waters	Arctic_Ocean	Atlantic_Antarctic	Atlantic_Eastern_Central	Atlantic_Northeast	Atlantic_Northwest	Atlantic_Southeast	Atlantic_Southwest	Atlantic_Western_Central	Indian_Ocean_Antarctic	Indian_Ocean_Eastern	Indian_Ocean_Western	Mediterranean_and_Black_Sea	Pacific_Antarctic	Pacific_Eastern_Central	Pacific_Northeast	Pacific_Northwest	Pacific_Southeast	Pacific_Southwest	Pacific_Western_Central
Liparis_gibbus_E00224	Liparis_gibbus_E00224	Clade42	Liparidae	Perciformes	Variegated snailfish	Harmless	Not Evaluated	NE						0	0	1	demersal		0	647	Polar	0	0	native								yes			yes	yes										yes				
Liparis_pulchellus_E00225	Liparis_pulchellus_E00225	Clade42	Liparidae	Perciformes	Showy snailfish	Harmless	Not Evaluated	NE						0	0	1	demersal		9	183	Temperate	0	0	native																					yes	yes	yes			
Lipogramma_anabantoides_E00211	Lipogramma_anabantoides_E00211	Clade41	Grammatidae	Incertae sedis in Ovalentaria	Dusky basslet	Harmless	Least Concern	LC					commercial	0	0	1	reef-associated		22	79	Tropical	0	0	endemic															yes											
Lipogramma_trilineata_E00210	Lipogramma_trilineata_E00210	Clade41	Grammatidae	Incertae sedis in Ovalentaria	Threeline basslet	Harmless	Least Concern	LC						0	0	1	demersal		5	95	Subtropical	0	0	endemic															yes											
Lithognathus_mormyrus_M01649	Lithognathus_mormyrus_M01649	Clade42	Sparidae	Spariformes	Sand steenbras	Harmless	Least Concern	LC	minor commercial		yes			0	1	1	demersal		0	150	Subtropical	0	12	native										yes	yes		yes					yes	yes							
Liza_richardsonii_E00808	Liza_richardsonii_E00808	Clade41	Mugilidae	Mugiliformes	South African mullet	Harmless	Not Evaluated	NE	commercial					1	1	1	demersal	catadromous	0	0	Subtropical	0	0																											
Lobianchia_gemellarii_E00010	Lobianchia_gemellarii_E00010	Clade24	Myctophidae	Myctophiformes	Coccos lantern fish	Harmless	Least Concern	LC						0	0	1	bathypelagic	oceanodromous	25	800	Deep-water	0	0	native										yes	yes	yes	yes	yes	yes		yes	yes	yes		yes		yes	yes	yes	yes
Lobocheilos_melanotaenia_I2667-140	Lobocheilos_melanotaenia_I2667-140	Clade11d	Cyprinidae	Cypriniformes		Harmless	Least Concern	LC	minor commercial				commercial	1	0	0	demersal	potamodromous	0	0	Tropical	0	0	endemic				yes																						
Lobotes_pacificus_surinamensis_G01359	Lobotes_pacificus_surinamensis_G01359	Clade42	Lobotidae	Lobotiformes	Pacific tripletail	Harmless	Least Concern	LC	commercial		yes			0	1	1	benthopelagic		0	0	Tropical	0	0	native																					yes			yes		
Lonchopisthus_micrognathus_E00603	Lonchopisthus_micrognathus_E00603	Clade41	Opistognathidae	Incertae sedis in Ovalentaria	Swordtail jawfish	Harmless	Least Concern	LC						0	0	1	reef-associated		0	0	Subtropical	0	0	endemic															yes											
Lophiodes_reticulatus_E00625	Lophiodes_reticulatus_E00625	Clade42	Lophiidae	Lophiiformes	Reticulated goosefish	Harmless	Least Concern	LC						0	0	1	bathydemersal		64	820	Deep-water	0	0	native												yes		yes	yes											
Lophius_americanus_E00578	Lophius_americanus_E00578	Clade42	Lophiidae	Lophiiformes	American angler	Harmless	Not Evaluated	NE	highly commercial		yes			0	0	1	demersal	oceanodromous	0	800	Temperate	22.6	30	native												yes			yes											
Lophius_gastrophysus_E01119	Lophius_gastrophysus_E01119	Clade42	Lophiidae	Lophiiformes	Blackfin goosefish	Harmless	Least Concern	LC	minor commercial					0	0	1	bathydemersal		40	700	Deep-water	0	0	native												yes		yes	yes											
Lophogobius_cyprinoides_E00508	Lophogobius_cyprinoides_E00508	Clade38c	Gobiidae	Gobiiformes	Crested goby	Harmless	Least Concern	LC						1	1	1	demersal	amphidromous	0	0	Tropical	0	0	native		yes													yes											
Lophotus_lacepede_E00822	Lophotus_lacepede_E00822	Clade25	Lophotidae	Lampriformes	Crested oarfish	Harmless	Least Concern	LC	of no interest					0	0	1	bathypelagic	oceanodromous	0	92	Deep-water	0	0	native										yes	yes		yes	yes	yes		yes	yes	yes		yes				yes	yes
Loricaria_sp_P02_C06_RG03	Loricaria_sp_P02_C06_RG03	Clade14a	Loricariidae	Siluriformes										0	0	0			0	0		0	0																											
Lota_lota_E00489	Lota_lota_E00489	Clade29	Lotidae	Gadiformes	Burbot	Harmless	Least Concern	LC	commercial	experimental	yes		public aquariums	1	1	0	demersal	potamodromous	1	700	Temperate	34	20	native		yes		yes	yes			yes			yes	yes														
Lucania_parva_goodei_E01064	Lucania_parva_goodei_E01064	Clade41	Fundulidae	Cyprinodontiformes	Rainwater killifish	Harmless	Least Concern	LC					commercial	1	1	1	pelagic-neritic	amphidromous	0	2	Subtropical	0	0	native		yes										yes			yes						yes	yes				
Lucayablennius_zingaro_E00294	Lucayablennius_zingaro_E00294	Clade41	Chaenopsidae	Blenniiformes	Arrow blenny	Harmless	Least Concern	LC						0	0	1	reef-associated		13	106	Tropical	0	0	endemic															yes											
Lumpenus_fabricii_E00361	Lumpenus_fabricii_E00361	Clade42	Stichaeidae	Perciformes	Slender eelblenny	Harmless	Not Evaluated	NE						0	0	1	demersal		0	235	Polar	0	0	native								yes			yes	yes										yes	yes			
Lumpenus_lampretaeformis_E00371	Lumpenus_lampretaeformis_E00371	Clade42	Stichaeidae	Perciformes	Snakeblenny	Harmless	Not Evaluated	NE	of no interest					0	0	1	demersal	non-migratory	30	373	Temperate	0	0	native											yes	yes			yes											
Lutjanus_biguttatus_E00569	Lutjanus_biguttatus_E00569	Clade42	Lutjanidae	Lutjaniformes	Two-spot banded snapper	Harmless	Least Concern	LC	commercial					0	0	1	reef-associated		3	36	Tropical	0	0	native																	yes	yes			yes		yes			yes
Lutjanus_campechanus_E00592	Lutjanus_campechanus_E00592	Clade42	Lutjanidae	Lutjaniformes	Northern red snapper	Reports of ciguatera poisoning	Vulnerable	VU	commercial		yes			0	0	1	reef-associated		10	190	Subtropical	22.8	57	native												yes			yes											
Lutjanus_griseus_N20115	Lutjanus_griseus_N20115	Clade42	Lutjanidae	Lutjaniformes	Grey snapper	Reports of ciguatera poisoning	Least Concern	LC	commercial		yes		commercial	1	1	1	reef-associated	amphidromous	5	180	Subtropical	20	21	native		yes								yes		yes		yes	yes											
Lutjanus_mahogoni_G01362	Lutjanus_mahogoni_G01362	Clade42	Lutjanidae	Lutjaniformes	Mahogany snapper	Reports of ciguatera poisoning	Least Concern	LC	commercial		yes			0	0	1	reef-associated		0	100	Subtropical	1.3	0	native												yes		yes	yes											
Luvarus_imperialis_E00509	Luvarus_imperialis_E00509	Clade42	Luvaridae	Acanthuriformes	Luvar	Harmless	Least Concern	LC	minor commercial					0	0	1	pelagic-oceanic	oceanodromous	0	200	Subtropical	150	0	native										yes	yes	yes	yes	yes	yes				yes		yes	yes	yes	yes	yes	yes
Luxilus_chrysocephalus_I2563-CKR0137	Luxilus_chrysocephalus_I2563-CKR0137	Clade11d	Leuciscidae	Cypriniformes	Striped shiner	Harmless	Least Concern	LC						1	0	0	demersal		0	0	Subtropical	0	4	endemic		yes																								
Lycenchelys_crotalinus_E00425	Lycenchelys_crotalinus_E00425	Clade42	Zoarcidae	Perciformes	Snakehead eelpout	Harmless	Not Evaluated	NE						0	0	1	bathydemersal		200	2816	Deep-water	0	0	native																					yes	yes	yes			
Lycodapus_mandibularis_E00355	Lycodapus_mandibularis_E00355	Clade42	Zoarcidae	Perciformes	Pallid eelpout	Harmless	Not Evaluated	NE						0	0	1	bathypelagic		100	1370	Deep-water	0	0	native																					yes	yes				
Lycodes_brevipes_E00413	Lycodes_brevipes_E00413	Clade42	Zoarcidae	Perciformes	Shortfin eelpout	Harmless	Not Evaluated	NE						0	0	1	demersal		25	973	Temperate	0	0	native																						yes	yes			
Lycodes_diapterus_G01364	Lycodes_diapterus_G01364	Clade42	Zoarcidae	Perciformes	Black eelpout	Harmless	Not Evaluated	NE	subsistence fisheries					0	0	1	bathydemersal		146	844	Deep-water	0	0	native																					yes	yes	yes			
Lycodes_terraenovae_E00675	Lycodes_terraenovae_E00675	Clade42	Zoarcidae	Perciformes		Harmless	Not Evaluated	NE						0	0	1	bathydemersal		150	2604	Deep-water	0	0	native										yes	yes	yes	yes													
Lyopsetta_exilis_E01173	Lyopsetta_exilis_E01173	Clade40	Pleuronectidae	Pleuronectiformes	Slender sole	Harmless	Least Concern	LC	minor commercial		yes			0	0	1	bathydemersal		25	800	Deep-water	0	0	native																					yes	yes				
Lythrurus_bellus_I2573-AUF0593	Lythrurus_bellus_I2573-AUF0593	Clade11d	Leuciscidae	Cypriniformes	Pretty shiner	Harmless	Least Concern	LC						1	0	0	benthopelagic		0	0	Subtropical	0	0	endemic		yes																								
Lythrypnus_dalli_E00126	Lythrypnus_dalli_E00126	Clade38c	Gobiidae	Gobiiformes	Bluebanded goby	Harmless	Least Concern	LC					commercial	0	0	1	demersal		0	76	Subtropical	0	0	native																					yes			yes		
Maccullochella_peelii_G01365	Maccullochella_peelii_G01365	Clade42	Percichthyidae	Centrarchiformes	Murray cod	Harmless	Critically Endangered	CR	commercial	commercial	yes			1	0	0	demersal	potamodromous	0	5	Temperate	113.5	48	endemic						yes																				
Macolor_niger_E00939	Macolor_niger_E00939	Clade42	Lutjanidae	Lutjaniformes	Black and white snapper	Harmless	Least Concern	LC	commercial		yes		commercial	0	0	1	reef-associated		2	90	Tropical	0	0	native																	yes	yes			yes		yes			yes
Macquaria_ambigua_G01366	Macquaria_ambigua_G01366	Clade42	Percichthyidae	Centrarchiformes	Golden perch	Harmless	Not Evaluated	NE	commercial	commercial	yes			1	0	0	demersal	potamodromous	10	0	Temperate	24	20	endemic						yes																				
Macquaria_colonorum_G01431	Macquaria_colonorum_G01431	Clade42	Percalatidae	Centrarchiformes	Estuary perch	Harmless	Not Evaluated	NE	commercial		yes			1	1	0	demersal	potamodromous	0	0	Temperate	10	0	endemic						yes																				
Macquaria_novemaculeata_G01432	Macquaria_novemaculeata_G01432	Clade42	Percalatidae	Centrarchiformes	Australian bass	Harmless	Not Evaluated	NE	commercial		yes			1	1	0	demersal	potamodromous	0	0	Temperate	0	22	endemic						yes																				
Macrhybopsis_storeriana_I2564-AUF0007	Macrhybopsis_storeriana_I2564-AUF0007	Clade11d	Leuciscidae	Cypriniformes	Silver chub	Harmless	Least Concern	LC						1	0	0	demersal		0	0	Temperate	0	4	endemic		yes																								
Macrognathus_siamensis_G01367	Macrognathus_siamensis_G01367	Clade39b	Mastacembelidae	Synbranchiformes	Peacock eel	Harmless	Least Concern	LC	commercial				commercial	1	0	0	benthopelagic		0	0	Tropical	0	0	endemic				yes																						
Macropharyngodon_bipartitus_E00895	Macropharyngodon_bipartitus_E00895	Clade42	Labridae	Labriformes	Rare wrasse	Harmless	Least Concern	LC	of no interest				commercial	0	0	1	reef-associated	non-migratory	0	30	Subtropical	0	0	endemic																		yes								
Macropinna_microstoma_G01368	Macropinna_microstoma_G01368	Clade16	Opisthoproctidae	Argentiniformes	Barreleye	Harmless	Not Evaluated	NE						0	0	1	bathypelagic		16	1267	Deep-water	0	0	native																					yes	yes	yes			
Macroramphosus_gracilis	Macroramphosus_gracilis	Clade37	Centriscidae	Syngnathiformes	Slender snipefish	Harmless	Not Evaluated	NE						0	0	1	pelagic-oceanic		50	500	Deep-water	0	0	native										yes	yes	yes	yes	yes	yes		yes	yes			yes		yes			yes
Macroramphosus_scolopax	Macroramphosus_scolopax	Clade37	Centriscidae	Syngnathiformes	Longspine snipefish	Harmless	Least Concern	LC	commercial				public aquariums	0	0	1	demersal		25	600	Subtropical	0	0	native										yes	yes	yes	yes	yes	yes		yes	yes	yes		yes		yes	yes	yes	yes
Macrourus_sp_M35664	Macrourus_sp_M35664	Clade29	Macrouridae	Gadiformes										0	0	0			0	0		0	0																											
Magnisudis_prionosa_M24520	Magnisudis_prionosa_M24520	Clade23	Paralepididae	Aulopiformes	Southern barracudina	Harmless	Least Concern	LC						0	0	1	bathypelagic		0	1000	Deep-water	0	0	native									yes					yes		yes		yes							yes	
Makaira_nigricans_E00697	Makaira_nigricans_E00697	Clade40	Istiophoridae	Istiophoriformes	Blue marlin	Harmless	Vulnerable	VU	commercial		yes			0	0	1	pelagic-oceanic	oceanodromous	0	1000	Subtropical	636	0	native										yes	yes	yes	yes	yes	yes		yes	yes	yes		yes	yes	yes	yes	yes	yes
Makaira_sp_E00692	Makaira_sp_E00692	Clade40	Istiophoridae	Istiophoriformes										0	0	0			0	0		0	0																											
Malacanthus_plumieri_E00774	Malacanthus_plumieri_E00774	Clade42	Malacanthidae	Incertae sedis in Eupercaria	Sand tilefish	Traumatogenic	Least Concern	LC	minor commercial					0	0	1	reef-associated		10	153	Subtropical	1	0	native												yes	yes	yes	yes											
Malacocephalus_laevis_E00342	Malacocephalus_laevis_E00342	Clade29	Macrouridae	Gadiformes	Softhead grenadier	Harmless	Least Concern	LC	minor commercial					0	0	1	bathydemersal	non-migratory	200	1000	Deep-water	0	0	native										yes	yes		yes	yes	yes		yes	yes			yes		yes		yes	yes
Malacocottus_zonurus_E00253	Malacocottus_zonurus_E00253	Clade42	Psychrolutidae	Perciformes	Darkfin sculpin	Harmless	Not Evaluated	NE						0	0	1	bathydemersal		27	1980	Deep-water	1.2	12	native																						yes	yes			
Malacoctenus_aurolineatus_E00299	Malacoctenus_aurolineatus_E00299	Clade41	Labrisomidae	Blenniiformes	Goldline blenny	Harmless	Least Concern	LC						0	0	1	reef-associated		0	5	Subtropical	0	0	endemic															yes											
Malacoctenus_triangulatus_E00321	Malacoctenus_triangulatus_E00321	Clade41	Labrisomidae	Blenniiformes	Saddled blenny	Harmless	Least Concern	LC					commercial	0	0	1	reef-associated		0	40	Subtropical	0	0	native										yes				yes	yes											
Malacosteus_niger_E00783	Malacosteus_niger_E00783	Clade21	Stomiidae	Stomiatiformes	Stoplight loosejaw	Harmless	Least Concern	LC	of no interest					0	0	1	bathypelagic		500	3886	Deep-water	0	0	native										yes	yes	yes	yes	yes	yes		yes	yes			yes	yes	yes	yes	yes	yes
Malakichthys_elegans_N01922	Malakichthys_elegans_N01922	Clade42	Acropomatidae	Pempheriformes	Splendid seabass	Harmless	Not Evaluated	NE						0	0	1	bathypelagic		165	208	Deep-water	0	0	native																	yes						yes			yes
Mallotus_villosus_E00096	Mallotus_villosus_E00096	Clade20	Osmeridae	Osmeriformes	Capelin	Harmless	Not Evaluated	NE	highly commercial					1	1	1	pelagic-oceanic	anadromous	0	725	Polar	0.052	10	native				yes				yes			yes	yes			yes							yes	yes			
Mancopsetta_maculata_E01169	Mancopsetta_maculata_E01169	Clade40	Rhombosoleidae	Pleuronectiformes	Antarctic armless flounder	Harmless	Not Evaluated	NE						0	0	1	demersal		100	1115	Temperate	0	0	native									yes					yes		yes				yes				yes		
Margrethia_obtusirostra_G01370	Margrethia_obtusirostra_G01370	Clade21	Gonostomatidae	Stomiatiformes	Bighead portholefish	Harmless	Data deficient	DD	of no interest					0	0	1	bathypelagic		100	1739	Deep-water	0	0	native										yes	yes		yes	yes	yes		yes	yes			yes		yes		yes	yes
Markiana_nigripinnis_P3_H06_RG45	Markiana_nigripinnis_P3_H06_RG45	Clade12b	Characidae	Characiformes		Harmless	Not Evaluated	NE						1	0	0	benthopelagic		0	0	Tropical	0	0	endemic			yes																							
Marosatherina_ladigesi_E00406	Marosatherina_ladigesi_E00406	Clade41	Telmatherinidae	Atheriniformes	Celebes rainbowfish	Harmless	Vulnerable	VU	of no interest				commercial	1	0	0	benthopelagic	non-migratory	0	0	Tropical	0	0	endemic				yes																						
Mastacembelus_brachyrhinus_N01727	Mastacembelus_brachyrhinus_N01727	Clade39b	Mastacembelidae	Synbranchiformes		Harmless	Least Concern	LC						1	0	0	demersal		0	0	Tropical	0	0	endemic	yes																									
Mastacembelus_cunningtoni_N20638	Mastacembelus_cunningtoni_N20638	Clade39b	Mastacembelidae	Synbranchiformes		Harmless	Least Concern	LC	minor commercial				potential	1	0	0	benthopelagic		0	0	Tropical	0	0	endemic	yes																									
Mastacembelus_erythrotaenia_E01157	Mastacembelus_erythrotaenia_E01157	Clade39b	Mastacembelidae	Synbranchiformes	Fire eel	Harmless	Least Concern	LC					commercial	1	0	0	demersal		0	0	Tropical	0	0	endemic				yes																						
Mastacembelus_niger_N20658	Mastacembelus_niger_N20658	Clade39b	Mastacembelidae	Synbranchiformes		Harmless	Least Concern	LC						1	0	0	demersal		0	0	Tropical	0	0	endemic	yes																									
Mastiglanis_sp_P02_E02_RG89	Mastiglanis_sp_P02_E02_RG89	Clade14c	Heptapteridae	Siluriformes										0	0	0			0	0		0	0																											
Masturus_lanceolatus_E00651	Masturus_lanceolatus_E00651	Clade42	Molidae	Tetraodontiformes	Sharptail mola	Harmless	Least Concern	LC						0	1	1	bathypelagic		0	670	Deep-water	1814.369	0	native										yes		yes	yes	yes	yes		yes	yes			yes		yes	yes	yes	yes
Maulisia_microlepis_E00978	Maulisia_microlepis_E00978	Clade09	Platytroctidae	Alepocephaliformes	Smallscale searsid	Harmless	Least Concern	LC						0	0	1	bathypelagic		500	2000	Deep-water	0	0	native										yes	yes	yes	yes		yes		yes									
Maurolicus_weitzmani_E00088	Maurolicus_weitzmani_E00088	Clade21	Sternoptychidae	Stomiatiformes	Atlantic pearlside	Harmless	Least Concern	LC						0	0	1	bathypelagic		0	100	Deep-water	0	0	native										yes		yes	yes		yes											
Maylandia_zebra_G01519	Maylandia_zebra_G01519	Clade41	Cichlidae	Cichliformes	Zebra mbuna	Harmless	Least Concern	LC					highly commercial	1	0	0	demersal		6	28	Tropical	0	0	endemic	yes																									
Megalonema_platycephalum_P1_E09_RG24	Megalonema_platycephalum_P1_E09_RG24	Clade14c	Pimelodidae	Siluriformes		Harmless	Not Evaluated	NE						1	0	0	demersal		0	0	Tropical	0	0	endemic			yes																							
Megalops_atlanticus_G01372	Megalops_atlanticus_G01372	Clade06a	Megalopidae	Elopiformes	Tarpon	Reports of ciguatera poisoning	Vulnerable	VU	commercial	commercial	yes		public aquariums	1	1	1	reef-associated	amphidromous	0	40	Subtropical	161	55	native	yes	yes	yes		yes					yes	yes	yes		yes	yes						yes					
Meiacanthus_oualanensis_grammistes_E00526	Meiacanthus_oualanensis_grammistes_E00526	Clade41	Blenniidae	Blenniiformes	Canary fangblenny	Harmless	Least Concern	LC						0	0	1	reef-associated		0	0	Tropical	0	0	endemic																										yes
Melamphaes_lugubris_polylepis_E00427	Melamphaes_lugubris_polylepis_E00427	Clade32a	Melamphaidae	Beryciformes	Highsnout melamphid	Harmless	Not Evaluated	NE						0	0	1	bathypelagic		50	3400	Deep-water	0	0	native																					yes	yes	yes			
Melamphaes_suborbitalis_E01062	Melamphaes_suborbitalis_E01062	Clade32a	Melamphaidae	Beryciformes	Shoulderspine bigscale	Harmless	Data deficient	DD						0	1	1	bathypelagic		100	3200	Deep-water	0	0	native										yes	yes	yes											yes		yes	
Melanocetus_johnsonii_E00657	Melanocetus_johnsonii_E00657	Clade42	Melanocetidae	Lophiiformes	Humpback anglerfish	Harmless	Least Concern	LC	of no interest					0	0	1	bathypelagic		100	4500	Deep-water	0	0	native										yes	yes	yes	yes	yes	yes		yes	yes			yes		yes	yes	yes	yes
Melanocetus_murrayi_E00477	Melanocetus_murrayi_E00477	Clade42	Melanocetidae	Lophiiformes	Murrays abyssal anglerfish	Harmless	Least Concern	LC						0	0	1	bathypelagic		100	6370	Deep-water	0	0	native												yes	yes		yes						yes				yes	yes
Melanogrammus_aeglefinus_E00376	Melanogrammus_aeglefinus_E00376	Clade29	Gadidae	Gadiformes	Haddock	Harmless	Vulnerable	VU	highly commercial	experimental	yes			0	0	1	demersal	oceanodromous	10	450	Temperate	16.8	20	native											yes	yes			yes											
Melanostigma_pammelas_E00365	Melanostigma_pammelas_E00365	Clade42	Zoarcidae	Perciformes	Midwater eelpout	Harmless	Not Evaluated	NE						0	0	1	bathypelagic		699	0	Deep-water	0	0	native																					yes	yes				
Melanostomias_margaritifer_E00782	Melanostomias_margaritifer_E00782	Clade21	Stomiidae	Stomiatiformes		Harmless	Least Concern	LC						0	0	1	pelagic-oceanic		70	100	Tropical	0	0	endemic															yes											
Melanotaenia_sp_N35702	Melanotaenia_sp_N35702	Clade41	Melanotaeniidae	Atheriniformes										0	0	0			0	0		0	0																											
Melanotaenia_splendida_E00179	Melanotaenia_splendida_E00179	Clade41	Melanotaeniidae	Atheriniformes	Eastern rainbowfish	Harmless	Not Evaluated	NE					public aquariums	1	0	0	benthopelagic		0	0	Tropical	0	3	endemic						yes																				
Melanotaenia_trifasciata_E00178	Melanotaenia_trifasciata_E00178	Clade41	Melanotaeniidae	Atheriniformes	Banded rainbowfish	Harmless	Not Evaluated	NE					commercial	1	0	0	benthopelagic		0	0	Tropical	0	0	endemic						yes																				
