items	name	Clade	Family	Order
Gnatholepis_cauerensis_E00099	Gnatholepis_cauerensis_E00099	Clade38c	Gobiidae	Gobiiformes
Gnathonemus_petersii_G01301	Gnathonemus_petersii_G01301	Clade07b	Mormyridae	Osteoglossiformes
Gnathopogon_strigatus_I2623-123	Gnathopogon_strigatus_I2623-123	Clade11d	Gobionidae	Cypriniformes
Gobiesox_maeandricus_G01302	Gobiesox_maeandricus_G01302	Clade41	Gobiesocidae	Gobiesociformes
Gobio_gobio_I2697-176	Gobio_gobio_I2697-176	Clade11d	Gobionidae	Cypriniformes
Gobiodon_quinquestrigatus_E01085	Gobiodon_quinquestrigatus_E01085	Clade38c	Gobiidae	Gobiiformes
Gobionotothen_gibberifrons_G01529	Gobionotothen_gibberifrons_G01529	Clade42	Nototheniidae	Perciformes
Gobiosoma_bosc_E00097	Gobiosoma_bosc_E00097	Clade38c	Gobiidae	Gobiiformes
Gogangra_viridescens_P02_D04_RG91	Gogangra_viridescens_P02_D04_RG91	Clade14c	Sisoridae	Siluriformes
Gomphosus_varius_E00085	Gomphosus_varius_E00085	Clade42	Labridae	Labriformes
Gonorynchus_abbreviatus_M17025	Gonorynchus_abbreviatus_M17025	Clade10	Gonorynchidae	Gonorynchiformes
Gonorynchus_forsteri_G01305	Gonorynchus_forsteri_G01305	Clade10	Gonorynchidae	Gonorynchiformes
Gonorynchus_greyi_G01306	Gonorynchus_greyi_G01306	Clade10	Gonorynchidae	Gonorynchiformes
Gonostoma_elongatum_E00679	Gonostoma_elongatum_E00679	Clade21	Gonostomatidae	Stomiatiformes
Gramma_loreto_E00280	Gramma_loreto_E00280	Clade41	Grammatidae	Incertae sedis in Ovalentaria
Grammatonotus_surugaensis_N05516	Grammatonotus_surugaensis_N05516	Clade42	Callanthiidae	Incertae sedis in Eupercaria
Grammistes_sexlineatus_E00900	Grammistes_sexlineatus_E00900	Clade42	Serranidae	Perciformes
Grammistops_ocellatus_E00571	Grammistops_ocellatus_E00571	Clade42	Serranidae	Perciformes
Gunnellichthys_monostigma_E00545	Gunnellichthys_monostigma_E00545	Clade38c	Gobiidae	Gobiiformes
Gymnachirus_melas_E00609	Gymnachirus_melas_E00609	Clade40	Achiridae	Pleuronectiformes
Gymnachirus_texae_E00630	Gymnachirus_texae_E00630	Clade40	Achiridae	Pleuronectiformes
Gymnapogon_urospilotus_E00539	Gymnapogon_urospilotus_E00539	Clade38a	Apogonidae	Kurtiformes
Gymnarchus_niloticus_G01307	Gymnarchus_niloticus_G01307	Clade07b	Gymnarchidae	Osteoglossiformes
Gymnocanthus_galeatus_E00259	Gymnocanthus_galeatus_E00259	Clade42	Psychrolutidae	Perciformes
Gymnocephalus_cernuus_E00140	Gymnocephalus_cernuus_E00140	Clade42	Percidae	Perciformes
Gymnocephalus_schraetser_E00141	Gymnocephalus_schraetser_E00141	Clade42	Percidae	Perciformes
Gymnocranius_grandoculis_E00952	Gymnocranius_grandoculis_E00952	Clade42	Lethrinidae	Spariformes
Gymnodiptychus_integrigymnatus_I2660-171	Gymnodiptychus_integrigymnatus_I2660-171	Clade11d	Cyprinidae	Cypriniformes
Gymnodraco_acuticeps_E00155	Gymnodraco_acuticeps_E00155	Clade42	Bathydraconidae	Perciformes
Gymnorhamphichthys_hypostomus_P1_D10_RG08	Gymnorhamphichthys_hypostomus_P1_D10_RG08	Clade13	Rhamphichthyidae	Gymnotiformes
Gymnorhamphichthys_rondoni_P1_G09_RG41	Gymnorhamphichthys_rondoni_P1_G09_RG41	Clade13	Rhamphichthyidae	Gymnotiformes
Gymnosarda_unicolor_E00832	Gymnosarda_unicolor_E00832	Clade36	Scombridae	Scombriformes
Gymnoscopelus_braueri_M22066	Gymnoscopelus_braueri_M22066	Clade24	Myctophidae	Myctophiformes
Gymnoscopelus_nicholsi_G01309	Gymnoscopelus_nicholsi_G01309	Clade24	Myctophidae	Myctophiformes
Gymnoscopelus_opisthopterus_M22070	Gymnoscopelus_opisthopterus_M22070	Clade24	Myctophidae	Myctophiformes
Gyrinocheilus_aymonieri_I2728-AUF5008	Gyrinocheilus_aymonieri_I2728-AUF5008	Clade11a	Gyrinocheilidae	Cypriniformes
Gyrinomimus_bruuni_E00654	Gyrinomimus_bruuni_E00654	Clade32b	Cetomimidae	Beryciformes
Gyrinomimus_parri_sp_E00482	Gyrinomimus_parri_sp_E00482	Clade32b	Cetomimidae	Beryciformes
Haemomaster_venezuelae_P1_A09_RG36	Haemomaster_venezuelae_P1_A09_RG36	Clade14a	Trichomycteridae	Siluriformes
Haemulon_aurolineatum_E00635	Haemulon_aurolineatum_E00635	Clade42	Haemulidae	Lutjaniformes
Haemulon_plumierii_E00279	Haemulon_plumierii_E00279	Clade42	Haemulidae	Lutjaniformes
Haemulon_sciurus_E00199	Haemulon_sciurus_E00199	Clade42	Haemulidae	Lutjaniformes
Haemulon_vittatum_E00218	Haemulon_vittatum_E00218	Clade42	Haemulidae	Lutjaniformes
Halargyreus_johnsonii_E00789	Halargyreus_johnsonii_E00789	Clade29	Moridae	Gadiformes
Haletta_semifasciata_G01312	Haletta_semifasciata_G01312	Clade42	Labridae	Labriformes
Halicampus_crinitus	Halicampus_crinitus	Clade37	Syngnathidae	Syngnathiformes
Halicampus_dunckeri	Halicampus_dunckeri	Clade37	Syngnathidae	Syngnathiformes
Halichoeres_bathyphilus_bivittatus_E00637	Halichoeres_bathyphilus_bivittatus_E00637	Clade42	Labridae	Labriformes
Halichoeres_biocellatus_E00727	Halichoeres_biocellatus_E00727	Clade42	Labridae	Labriformes
Halichoeres_iridis_E00928	Halichoeres_iridis_E00928	Clade42	Labridae	Labriformes
Halichoeres_margaritaceus_N18205	Halichoeres_margaritaceus_N18205	Clade42	Labridae	Labriformes
Halidesmus_scapularis_E00793	Halidesmus_scapularis_E00793	Clade41	Congrogadidae	Incertae sedis in Ovalentaria
Halieutichthys_aculeatus_E01122	Halieutichthys_aculeatus_E01122	Clade42	Ogcocephalidae	Lophiiformes
Halimochirurgus_alcocki_N31459	Halimochirurgus_alcocki_N31459	Clade42	Triacanthodidae	Tetraodontiformes
Halosauropsis_macrochir_E00788	Halosauropsis_macrochir_E00788	Clade06c	Halosauridae	Notacanthiformes
Hampala_dispar_I2574-JWA0396	Hampala_dispar_I2574-JWA0396	Clade11d	Cyprinidae	Cypriniformes
Hapalogenys_aya_M01722	Hapalogenys_aya_M01722	Clade42	Hapalogenyidae	Lobotiformes
Hapalogenys_kishinouyei_M01723	Hapalogenys_kishinouyei_M01723	Clade42	Hapalogenyidae	Lobotiformes
Hapalogenys_nigripinnis_M01724	Hapalogenys_nigripinnis_M01724	Clade42	Hapalogenyidae	Lobotiformes
Harpadon_microchir_G01313	Harpadon_microchir_G01313	Clade23	Synodontidae	Aulopiformes
Harpagifer_antarcticus_G01524	Harpagifer_antarcticus_G01524	Clade42	Harpagiferidae	Perciformes
Harttia_platystoma_P02_F04_RG45	Harttia_platystoma_P02_F04_RG45	Clade14a	Loricariidae	Siluriformes
Helcogramma_ellioti_sp_E00331	Helcogramma_ellioti_sp_E00331	Clade41	Tripterygiidae	Blenniiformes
Helcogramma_fuscopinna_E00885	Helcogramma_fuscopinna_E00885	Clade41	Tripterygiidae	Blenniiformes
Helicolenus_dactylopterus_E00044	Helicolenus_dactylopterus_E00044	Clade42	Sebastidae	Perciformes
Helicophagus_leptorhynchus_P02_D02_RG72	Helicophagus_leptorhynchus_P02_D02_RG72	Clade14c	Pangasiidae	Siluriformes
Helogenes_marmoratus_P02_H03_RG88	Helogenes_marmoratus_P02_H03_RG88	Clade14c	Cetopsidae	Siluriformes
Helostoma_temminkii_G01315	Helostoma_temminkii_G01315	Clade39a	Helostomatidae	Anabantiformes
Hemibrycon_surinamensis_P1_D02_RG72	Hemibrycon_surinamensis_P1_D02_RG72	Clade12b	Characidae	Characiformes
Hemicaranx_amblyrhynchus_E00616	Hemicaranx_amblyrhynchus_E00616	Clade40	Carangidae	Carangiformes
Hemigrammocharax_unioccelatus_P3_H04_RG78	Hemigrammocharax_unioccelatus_P3_H04_RG78	Clade12a	Distichodontidae	Characiformes
Hemigrammocypris_rasborella_I2659-33	Hemigrammocypris_rasborella_I2659-33	Clade11d	Xenocyprididae	Cypriniformes
Hemilepidotus_jordani_E00263	Hemilepidotus_jordani_E00263	Clade42	Agonidae	Perciformes
Hemilepidotus_zapus_E00272	Hemilepidotus_zapus_E00272	Clade42	Agonidae	Perciformes
Hemiodus_argenteus_P1_A05_RG38	Hemiodus_argenteus_P1_A05_RG38	Clade12b	Hemiodontidae	Characiformes
Hemiodus_thayeri_P1_B06_RG06	Hemiodus_thayeri_P1_B06_RG06	Clade12b	Hemiodontidae	Characiformes
Hemiramphus_brasiliensis_E00098	Hemiramphus_brasiliensis_E00098	Clade41	Hemiramphidae	Beloniformes
Hemitaurichthys_polylepis_E00240	Hemitaurichthys_polylepis_E00240	Clade42	Chaetodontidae	Chaetodontiformes
Henicorhynchus_siamensis_I2678-154	Henicorhynchus_siamensis_I2678-154	Clade11d	Cyprinidae	Cypriniformes
Heniochus_chrysostomus_E00748	Heniochus_chrysostomus_E00748	Clade42	Chaetodontidae	Chaetodontiformes
Heniochus_varius_E00547	Heniochus_varius_E00547	Clade42	Chaetodontidae	Chaetodontiformes
Henonemus_sp_P1_H08_RG85	Henonemus_sp_P1_H08_RG85	Clade14a	Trichomycteridae	Siluriformes
Hephaestus_fuliginosus_G01318	Hephaestus_fuliginosus_G01318	Clade42	Terapontidae	Centrarchiformes
Hepsetus_odoe_P3_F08_RG89	Hepsetus_odoe_P3_F08_RG89	Clade12b	Hepsetidae	Characiformes
Heptapterus_brevior_P02_C03_RG40	Heptapterus_brevior_P02_C03_RG40	Clade14c	Heptapteridae	Siluriformes
Herichthys_cyanoguttatus_G01319	Herichthys_cyanoguttatus_G01319	Clade41	Cichlidae	Cichliformes
Heros_efasciatus_G01320	Heros_efasciatus_G01320	Clade41	Cichlidae	Cichliformes
Heterandria_formosa_E00185	Heterandria_formosa_E00185	Clade41	Poeciliidae	Cyprinodontiformes
Heterochromis_multidens_G01321	Heterochromis_multidens_G01321	Clade41	Cichlidae	Cichliformes
Heteromycteris_japonicus_E00079	Heteromycteris_japonicus_E00079	Clade40	Soleidae	Pleuronectiformes
Heterophotus_ophistoma_E00660	Heterophotus_ophistoma_E00660	Clade21	Stomiidae	Stomiatiformes
Heteropriacanthus_cruentatus_E00570	Heteropriacanthus_cruentatus_E00570	Clade42	Priacanthidae	Priacanthiformes
Heterotis_niloticus_G01324	Heterotis_niloticus_G01324	Clade07b	Osteoglossidae	Osteoglossiformes
Hexagrammos_decagrammus_E00348	Hexagrammos_decagrammus_E00348	Clade42	Hexagrammidae	Perciformes
Hexagrammos_lagocephalus_otakii_E00363	Hexagrammos_lagocephalus_otakii_E00363	Clade42	Hexagrammidae	Perciformes
Himantolophus_albinares_sagamius_E00656	Himantolophus_albinares_sagamius_E00656	Clade42	Himantolophidae	Lophiiformes
Hiodon_alosoides_E00990	Hiodon_alosoides_E00990	Clade07a	Hiodontidae	Hiodontiformes
Hiodon_tergisus_G01325	Hiodon_tergisus_G01325	Clade07a	Hiodontidae	Hiodontiformes
Hippichthys_penicillus	Hippichthys_penicillus	Clade37	Syngnathidae	Syngnathiformes
Hippocampus_abdominalis	Hippocampus_abdominalis	Clade37	Syngnathidae	Syngnathiformes
Hippocampus_barbouri	Hippocampus_barbouri	Clade37	Syngnathidae	Syngnathiformes
Hippocampus_comes	Hippocampus_comes	Clade37	Syngnathidae	Syngnathiformes
Hippocampus_erectus	Hippocampus_erectus	Clade37	Syngnathidae	Syngnathiformes
Hippocampus_histrix	Hippocampus_histrix	Clade37	Syngnathidae	Syngnathiformes
Hippocampus_ingens	Hippocampus_ingens	Clade37	Syngnathidae	Syngnathiformes
Hippocampus_kuda	Hippocampus_kuda	Clade37	Syngnathidae	Syngnathiformes
Hippocampus_reidi	Hippocampus_reidi	Clade37	Syngnathidae	Syngnathiformes
Hippocampus_subelongatus	Hippocampus_subelongatus	Clade37	Syngnathidae	Syngnathiformes
Hippoglossoides_elassodon_E00424	Hippoglossoides_elassodon_E00424	Clade40	Pleuronectidae	Pleuronectiformes
Hippoglossus_hippoglossus_E00689	Hippoglossus_hippoglossus_E00689	Clade40	Pleuronectidae	Pleuronectiformes
Hipposcarus_longiceps_E00737	Hipposcarus_longiceps_E00737	Clade42	Labridae	Labriformes
Hirundichthys_marginatus_E00401	Hirundichthys_marginatus_E00401	Clade41	Exocoetidae	Beloniformes
Histiophryne_cryptacanthus_G01326	Histiophryne_cryptacanthus_G01326	Clade42	Antennariidae	Lophiiformes
Histiopterus_typus_N24730	Histiopterus_typus_N24730	Clade42	Pentacerotidae	Pempheriformes
Histrio_histrio_E00643	Histrio_histrio_E00643	Clade42	Antennariidae	Lophiiformes
Holacanthus_ciliaris_E00209	Holacanthus_ciliaris_E00209	Clade42	Pomacanthidae	Incertae sedis in Eupercaria
Holacanthus_passer_E00282	Holacanthus_passer_E00282	Clade42	Pomacanthidae	Incertae sedis in Eupercaria
Holacanthus_tricolor_E00198	Holacanthus_tricolor_E00198	Clade42	Pomacanthidae	Incertae sedis in Eupercaria
Hollandichthys_multifasciatus_P3_F07_RG48	Hollandichthys_multifasciatus_P3_F07_RG48	Clade12b	Characidae	Characiformes
Holocentrus_rufus_E01046	Holocentrus_rufus_E01046	Clade33	Holocentridae	Holocentriformes
Hologymnosus_doliatus_E00567	Hologymnosus_doliatus_E00567	Clade42	Labridae	Labriformes
Holoshestes_pequira_P1_A07_RG77	Holoshestes_pequira_P1_A07_RG77	Clade12b	Characidae	Characiformes
Homaloptera_ogilvei_I2666-107	Homaloptera_ogilvei_I2666-107	Clade11c	Balitoridae	Cypriniformes
Homo_sapiens_G01328	Homo_sapiens_G01328	OUTGROUP	OUTGROUP	OUTGROUP
Hoplerythrinus_unitaeniatus_P1_E02_RG89	Hoplerythrinus_unitaeniatus_P1_E02_RG89	Clade12b	Erythrinidae	Characiformes
Hoplias_aimara_P1_G04_RG10	Hoplias_aimara_P1_G04_RG10	Clade12b	Erythrinidae	Characiformes
Hoplichthys_gilberti_N17743	Hoplichthys_gilberti_N17743	Clade42	Hoplichthyidae	Perciformes
Hoplichthys_langsdorfii_N17745	Hoplichthys_langsdorfii_N17745	Clade42	Hoplichthyidae	Perciformes
Hoplostethus_occidentalis_atlanticus_E01018	Hoplostethus_occidentalis_atlanticus_E01018	Clade31	Trachichthyidae	Trachichthyiformes
Horadandia_atukorali_I2675-115	Horadandia_atukorali_I2675-115	Clade11d	Danionidae	Cypriniformes
Howella_brodiei_E00816	Howella_brodiei_E00816	Clade42	Howellidae	Pempheriformes
Howella_zina_N17756	Howella_zina_N17756	Clade42	Howellidae	Pempheriformes
Hybognathus_hankinsoni_I2562-CKR0727	Hybognathus_hankinsoni_I2562-CKR0727	Clade11d	Leuciscidae	Cypriniformes
Hybopsis_amplops_I2712-CKR1496	Hybopsis_amplops_I2712-CKR1496	Clade11d	Leuciscidae	Cypriniformes
Hydrocynus_goliath_P3_D02_RG19	Hydrocynus_goliath_P3_D02_RG19	Clade12b	Alestidae	Characiformes
Hydrocynus_vittatus_P3_D04_RG03	Hydrocynus_vittatus_P3_D04_RG03	Clade12b	Alestidae	Characiformes
Hydrolycus_armatus_P1_C07_RG62	Hydrolycus_armatus_P1_C07_RG62	Clade12b	Cynodontidae	Characiformes
Hygophum_hygomii_E00664	Hygophum_hygomii_E00664	Clade24	Myctophidae	Myctophiformes
Hygophum_proximum_M22078	Hygophum_proximum_M22078	Clade24	Myctophidae	Myctophiformes
Hyperprosopon_anale_argenteum_E00134	Hyperprosopon_anale_argenteum_E00134	Clade41	Embiotocidae	Incertae sedis in Ovalentaria
Hyphessobrycon_sovichthys_P1_B05_RG90	Hyphessobrycon_sovichthys_P1_B05_RG90	Clade12b	Characidae	Characiformes
Hypleurochilus_sp_E00298	Hypleurochilus_sp_E00298	Clade41	Blenniidae	Blenniiformes
Hypobrycon_leptorhynchus_P3_E06_RG91	Hypobrycon_leptorhynchus_P3_E06_RG91	Clade12b	Characidae	Characiformes
Hypoclinemus_sp_E01162	Hypoclinemus_sp_E01162	Clade40	Achiridae	Pleuronectiformes
Hypomesus_pretiosus_G01333	Hypomesus_pretiosus_G01333	Clade20	Osmeridae	Osmeriformes
Hypophthalmichthys_molitrix_I2588-69	Hypophthalmichthys_molitrix_I2588-69	Clade11d	Xenocyprididae	Cypriniformes
Hypoplectrus_puella_E00505	Hypoplectrus_puella_E00505	Clade42	Serranidae	Perciformes
Hypoptychus_dybowskii_G01335	Hypoptychus_dybowskii_G01335	Clade42	Hypoptychidae	Perciformes
Hypopygus_lepturus_P02_C04_RG19	Hypopygus_lepturus_P02_C04_RG19	Clade13	Rhamphichthyidae	Gymnotiformes
Hyporhamphus_affinis_E01068	Hyporhamphus_affinis_E01068	Clade41	Hemiramphidae	Beloniformes
Hyporhamphus_dussumieri_E01086	Hyporhamphus_dussumieri_E01086	Clade41	Hemiramphidae	Beloniformes
Hyporthodus_flavolimbatus_E00627	Hyporthodus_flavolimbatus_E00627	Clade42	Serranidae	Perciformes
Hypostomus_taphorni_P02_B03_RG02	Hypostomus_taphorni_P02_B03_RG02	Clade14a	Loricariidae	Siluriformes
Hypsagonus_quadricornis_E00269	Hypsagonus_quadricornis_E00269	Clade42	Agonidae	Perciformes
Hypselognathus_rostratus	Hypselognathus_rostratus	Clade37	Syngnathidae	Syngnathiformes
Hypsoblennius_hentz_E00289	Hypsoblennius_hentz_E00289	Clade41	Blenniidae	Blenniiformes
Hypsopsetta_guttulata_E00022	Hypsopsetta_guttulata_E00022	Clade40	Pleuronectidae	Pleuronectiformes
Hypsypops_rubicundus_E00459	Hypsypops_rubicundus_E00459	Clade41	Pomacentridae	Incertae sedis in Ovalentaria
Icelinus_filamentosus_E00277	Icelinus_filamentosus_E00277	Clade42	Psychrolutidae	Perciformes
Icelinus_quadriseriatus_E00228	Icelinus_quadriseriatus_E00228	Clade42	Psychrolutidae	Perciformes
Ichthyborus_ornatus_P3_G05_RG44	Ichthyborus_ornatus_P3_G05_RG44	Clade12a	Distichodontidae	Characiformes
Ichthyoelephas_longirostris_P3_B06_RG02	Ichthyoelephas_longirostris_P3_B06_RG02	Clade12b	Prochilodontidae	Characiformes
Icichthys_lockingtoni_E00387	Icichthys_lockingtoni_E00387	Clade36	Centrolophidae	Scombriformes
Icosteus_aenigmaticus_G01336	Icosteus_aenigmaticus_G01336	Clade36	Icosteidae	Scombriformes
Ictiobus_niger_I2706-187	Ictiobus_niger_I2706-187	Clade11b	Catostomidae	Cypriniformes
Idiotropiscis_lumnitzeri	Idiotropiscis_lumnitzeri	Clade37	Syngnathidae	Syngnathiformes
Ijimaia_antillarum_E00685	Ijimaia_antillarum_E00685	Clade22	Ateleopodidae	Ateleopodiformes
Ijimaia_loppei_M03698	Ijimaia_loppei_M03698	Clade22	Ateleopodidae	Ateleopodiformes
Ilisha_elongata_G01338	Ilisha_elongata_G01338	Clade08b	Pristigasteridae	Clupeiformes
Imparfinis_hasemani_P02_B04_RG20	Imparfinis_hasemani_P02_B04_RG20	Clade14c	Heptapteridae	Siluriformes
Indostomus_crocodilus_N17863	Indostomus_crocodilus_N17863	Clade39b	Indostomidae	Synbranchiformes
Indostomus_paradoxus_E01156	Indostomus_paradoxus_E01156	Clade39b	Indostomidae	Synbranchiformes
Inlecypris_auropurpurea_I2626-7	Inlecypris_auropurpurea_I2626-7	Clade11d	Danionidae	Cypriniformes
Ipnops_sp_G01523	Ipnops_sp_G01523	Clade23	Ipnopidae	Aulopiformes
Iracundus_signifer_E00583	Iracundus_signifer_E00583	Clade42	Scorpaenidae	Perciformes
Iso_sp_E00145	Iso_sp_E00145	Clade41	Isonidae	Atheriniformes
Isopsetta_isolepis_E00018	Isopsetta_isolepis_E00018	Clade40	Pleuronectidae	Pleuronectiformes
Istiblennius_dussumieri_E00556	Istiblennius_dussumieri_E00556	Clade41	Blenniidae	Blenniiformes
Istigobius_decoratus_E01078	Istigobius_decoratus_E01078	Clade38c	Gobiidae	Gobiiformes
Istigobius_ornatus_E01107	Istigobius_ornatus_E01107	Clade38c	Gobiidae	Gobiiformes
Istiophorus_platypterus_E00695	Istiophorus_platypterus_E00695	Clade40	Istiophoridae	Istiophoriformes
Ituglanis_amazonicus_P02_C01_RG65	Ituglanis_amazonicus_P02_C01_RG65	Clade14a	Trichomycteridae	Siluriformes
Jenkinsia_lamprotaenia_G01339	Jenkinsia_lamprotaenia_G01339	Clade08b	Clupeidae	Clupeiformes
Johnrandallia_nigrirostris_N06546	Johnrandallia_nigrirostris_N06546	Clade42	Chaetodontidae	Chaetodontiformes
Jordanella_floridae_N14002	Jordanella_floridae_N14002	Clade41	Cyprinodontidae	Cyprinodontiformes
Jupiaba_meunieri_P1_B08_RG57	Jupiaba_meunieri_P1_B08_RG57	Clade12b	Characidae	Characiformes
Kajikia_albida_E00681	Kajikia_albida_E00681	Clade40	Istiophoridae	Istiophoriformes
Kali_indica_E01106	Kali_indica_E01106	Clade36	Chiasmodontidae	Scombriformes
Kali_kerberti_E00385	Kali_kerberti_E00385	Clade36	Chiasmodontidae	Scombriformes
Kathetostoma_albigutta_E01022	Kathetostoma_albigutta_E01022	Clade42	Uranoscopidae	Uranoscopiformes
Kathetostoma_averruncus_E00324	Kathetostoma_averruncus_E00324	Clade42	Uranoscopidae	Uranoscopiformes
Katsuwonus_pelamis_E00747	Katsuwonus_pelamis_E00747	Clade36	Scombridae	Scombriformes
Knodus_smithi_P3_A04_RG07	Knodus_smithi_P3_A04_RG07	Clade12b	Characidae	Characiformes
Krefftichthys_anderssoni_G01340	Krefftichthys_anderssoni_G01340	Clade24	Myctophidae	Myctophiformes
Kryptopterus_cryptopterus_P02_D03_RG30	Kryptopterus_cryptopterus_P02_D03_RG30	Clade14c	Siluridae	Siluriformes
Kuhlia_marginata_G01341	Kuhlia_marginata_G01341	Clade42	Kuhliidae	Centrarchiformes
Kuhlia_mugil_E00712	Kuhlia_mugil_E00712	Clade42	Kuhliidae	Centrarchiformes
Kuhlia_rupestris_E00957	Kuhlia_rupestris_E00957	Clade42	Kuhliidae	Centrarchiformes
Kurtus_gulliveri_E00188	Kurtus_gulliveri_E00188	Clade38b	Kurtidae	Kurtiformes
Kurtus_indicus_N17950	Kurtus_indicus_N17950	Clade38b	Kurtidae	Kurtiformes
Kyphosus_cinerascens_N17975	Kyphosus_cinerascens_N17975	Clade42	Kyphosidae	Centrarchiformes
Kyphosus_elegans_G01342	Kyphosus_elegans_G01342	Clade42	Kyphosidae	Centrarchiformes
Kyphosus_incisor_E00202	Kyphosus_incisor_E00202	Clade42	Kyphosidae	Centrarchiformes
Kyphosus_sectatrix_E00775	Kyphosus_sectatrix_E00775	Clade42	Kyphosidae	Centrarchiformes
Labeo_rohita_I2658-138	Labeo_rohita_I2658-138	Clade11d	Cyprinidae	Cypriniformes
Labeo_senegalensis_I2642-79	Labeo_senegalensis_I2642-79	Clade11d	Cyprinidae	Cypriniformes
Labidesthes_sicculus_E01112	Labidesthes_sicculus_E01112	Clade41	Atherinopsidae	Atheriniformes
Labiobarbus_lineatus_I2692-169	Labiobarbus_lineatus_I2692-169	Clade11d	Cyprinidae	Cypriniformes
Labracinus_cyclophthalmus_G01343	Labracinus_cyclophthalmus_G01343	Clade41	Pseudochromidae	Incertae sedis in Ovalentaria
Labrichthys_unilineatus_G01344	Labrichthys_unilineatus_G01344	Clade42	Labridae	Labriformes
Labrisomus_bucciferus_E00301	Labrisomus_bucciferus_E00301	Clade41	Labrisomidae	Blenniiformes
Labrisomus_guppyi_multiporosus_E00300	Labrisomus_guppyi_multiporosus_E00300	Clade41	Labrisomidae	Blenniiformes
Labrisomus_nigricinctus_E00302	Labrisomus_nigricinctus_E00302	Clade41	Labrisomidae	Blenniiformes
Labroides_dimidiatus_E00848	Labroides_dimidiatus_E00848	Clade42	Labridae	Labriformes
Labropsis_australis_G01345	Labropsis_australis_G01345	Clade42	Labridae	Labriformes
Lachnolaimus_maximus_E00014	Lachnolaimus_maximus_E00014	Clade42	Labridae	Labriformes
Lactarius_lactarius_Fiji_M01673	Lactarius_lactarius_Fiji_M01673	Clade40	Lactariidae	Incertae sedis in Carangaria
Lactarius_lactarius_Qatar_M01593	Lactarius_lactarius_Qatar_M01593	Clade40	Lactariidae	Incertae sedis in Carangaria
Laemolyta_proxima_P1_D01_RG52	Laemolyta_proxima_P1_D01_RG52	Clade12b	Anostomidae	Characiformes
Laemonema_barbatulum_E00412	Laemonema_barbatulum_E00412	Clade29	Moridae	Gadiformes
Laemonema_goodebeanorum_E00457	Laemonema_goodebeanorum_E00457	Clade29	Moridae	Gadiformes
Laeops_kitaharae_E00082	Laeops_kitaharae_E00082	Clade40	Bothidae	Pleuronectiformes
Lagocephalus_laevigatus_E00601	Lagocephalus_laevigatus_E00601	Clade42	Tetraodontidae	Tetraodontiformes
Lagodon_rhomboides_G01346	Lagodon_rhomboides_G01346	Clade42	Sparidae	Spariformes
Lamontichthys_filamentosus_P02_A02_RG27	Lamontichthys_filamentosus_P02_A02_RG27	Clade14a	Loricariidae	Siluriformes
Lampadena_speculigera_E00781	Lampadena_speculigera_E00781	Clade24	Myctophidae	Myctophiformes
Lampanyctus_jordani_M22102	Lampanyctus_jordani_M22102	Clade24	Myctophidae	Myctophiformes
Lampanyctus_macdonaldi_E00967	Lampanyctus_macdonaldi_E00967	Clade24	Myctophidae	Myctophiformes
Lampris_guttatus_E00682	Lampris_guttatus_E00682	Clade25	Lampridae	Lampriformes
Lamprogrammus_niger_E00275	Lamprogrammus_niger_E00275	Clade34b	Ophidiidae	Ophidiiformes
