items	name	Clade	Family	Order
Latridopsis_forsteri_M01594	Latridopsis_forsteri_M01594	Clade42	Latridae	Centrarchiformes
Latris_lineata_M01595	Latris_lineata_M01595	Clade42	Latridae	Centrarchiformes
Laubuca_laubuca_I2543-MTD011	Laubuca_laubuca_I2543-MTD011	Clade11d	Danionidae	Cypriniformes
Lebiasina_aureoguttata_P1_B03_RG02	Lebiasina_aureoguttata_P1_B03_RG02	Clade12b	Lebiasinidae	Characiformes
Lebiasina_provenzanoi_P1_F07_RG33	Lebiasina_provenzanoi_P1_F07_RG33	Clade12b	Lebiasinidae	Characiformes
Lefua_echigonia_I2674-103	Lefua_echigonia_I2674-103	Clade11c	Nemacheilidae	Cypriniformes
Leiognathus_equulus_G01348	Leiognathus_equulus_G01348	Clade42	Leiognathidae	Chaetodontiformes
Leiostomus_xanthurus_G01349	Leiostomus_xanthurus_G01349	Clade42	Sciaenidae	Incertae sedis in Eupercaria
Lepadichthys_lineatus_E01080	Lepadichthys_lineatus_E01080	Clade41	Gobiesocidae	Gobiesociformes
Lepidion_ensiferus_E00334	Lepidion_ensiferus_E00334	Clade29	Moridae	Gadiformes
Lepidoblepharon_ophthalmolepis_E00080	Lepidoblepharon_ophthalmolepis_E00080	Clade40	Citharidae	Pleuronectiformes
Lepidocephalichthys_hasselti_I2618-111	Lepidocephalichthys_hasselti_I2618-111	Clade11c	Cobitidae	Cypriniformes
Lepidocharax_burnsi_P3_B02_RG25	Lepidocharax_burnsi_P3_B02_RG25	Clade12b	Characidae	Characiformes
Lepidogalaxias_salamandroides_G01350	Lepidogalaxias_salamandroides_G01350	Clade15	Lepidogalaxiidae	Lepidogalaxiiformes
Lepidogobius_lepidus_G01351	Lepidogobius_lepidus_G01351	Clade38c	Gobiidae	Gobiiformes
Lepidophanes_guentheri_E00499	Lepidophanes_guentheri_E00499	Clade24	Myctophidae	Myctophiformes
Lepidopsetta_bilineata_E00438	Lepidopsetta_bilineata_E00438	Clade40	Pleuronectidae	Pleuronectiformes
Lepidopus_altifrons_E00474	Lepidopus_altifrons_E00474	Clade36	Trichiuridae	Scombriformes
Lepidorhombus_boscii_E00462	Lepidorhombus_boscii_E00462	Clade40	Scophthalmidae	Pleuronectiformes
Lepidosiren_paradoxa_G01352	Lepidosiren_paradoxa_G01352	Clade01b	Lepidosirenidae	Ceratodontiformes
Lepidozygus_tapeinosoma_E00929	Lepidozygus_tapeinosoma_E00929	Clade41	Pomacentridae	Incertae sedis in Ovalentaria
Lepisosteus_oculatus_G01354	Lepisosteus_oculatus_G01354	Clade05	Lepisosteidae	Lepisosteiformes
Lepisosteus_osseus_E00993	Lepisosteus_osseus_E00993	Clade05	Lepisosteidae	Lepisosteiformes
Lepisosteus_platostomus_G01353	Lepisosteus_platostomus_G01353	Clade05	Lepisosteidae	Lepisosteiformes
Lepomis_cyanellus_E00132	Lepomis_cyanellus_E00132	Clade42	Centrarchidae	Centrarchiformes
Lepomis_macrochirus_E01113	Lepomis_macrochirus_E01113	Clade42	Centrarchidae	Centrarchiformes
Lepophidium_brevibarbe_E00758	Lepophidium_brevibarbe_E00758	Clade34b	Ophidiidae	Ophidiiformes
Lepophidium_jeannae_E00621	Lepophidium_jeannae_E00621	Clade34b	Ophidiidae	Ophidiiformes
Lepophidium_profundorum_E00248	Lepophidium_profundorum_E00248	Clade34b	Ophidiidae	Ophidiiformes
Leporinus_agassizii_P1_B02_RG39	Leporinus_agassizii_P1_B02_RG39	Clade12b	Anostomidae	Characiformes
Leporinus_brunneus_P1_H04_RG73	Leporinus_brunneus_P1_H04_RG73	Clade12b	Anostomidae	Characiformes
Leporinus_ortomaculatus_P1_F03_RG79	Leporinus_ortomaculatus_P1_F03_RG79	Clade12b	Anostomidae	Characiformes
Leporinus_striatus_P1_C03_RG40	Leporinus_striatus_P1_C03_RG40	Clade12b	Anostomidae	Characiformes
Leptagoniates_steindachneri_P02_G10_RG37	Leptagoniates_steindachneri_P02_G10_RG37	Clade12b	Characidae	Characiformes
Leptobrama_muelleri_E01150	Leptobrama_muelleri_E01150	Clade40	Leptobramidae	Incertae sedis in Carangaria
Leptoclinus_maculatus_E00323	Leptoclinus_maculatus_E00323	Clade42	Stichaeidae	Perciformes
Leptocottus_armatus_E00266	Leptocottus_armatus_E00266	Clade42	Cottidae	Perciformes
Leptocypris_niloticus_I2679-155	Leptocypris_niloticus_I2679-155	Clade11d	Danionidae	Cypriniformes
Leptomelanosoma_indicum_E00842	Leptomelanosoma_indicum_E00842	Clade40	Polynemidae	Incertae sedis in Carangaria
Leptorhamdia_marmorata_P02_A05_RG38	Leptorhamdia_marmorata_P02_A05_RG38	Clade14c	Heptapteridae	Siluriformes
Leptoscarus_vaigiensis_E00877	Leptoscarus_vaigiensis_E00877	Clade42	Labridae	Labriformes
Leptostomias_longibarba_E00483	Leptostomias_longibarba_E00483	Clade21	Stomiidae	Stomiatiformes
Lestidiops_jayakari_E00497	Lestidiops_jayakari_E00497	Clade23	Lestidiidae	Aulopiformes
Lethrinus_atkinsoni_E00750	Lethrinus_atkinsoni_E00750	Clade42	Lethrinidae	Spariformes
Lethrinus_erythropterus_N18731	Lethrinus_erythropterus_N18731	Clade42	Lethrinidae	Spariformes
Lethrinus_harak_E00905	Lethrinus_harak_E00905	Clade42	Lethrinidae	Spariformes
Lethrinus_obsoletus_E00910	Lethrinus_obsoletus_E00910	Clade42	Lethrinidae	Spariformes
Lethrinus_olivaceus_E00751	Lethrinus_olivaceus_E00751	Clade42	Lethrinidae	Spariformes
Leuciscus_lepidus_I2616-106	Leuciscus_lepidus_I2616-106	Clade11d	Leuciscidae	Cypriniformes
Leuciscus_leuciscus_I2698-177	Leuciscus_leuciscus_I2698-177	Clade11d	Leuciscidae	Cypriniformes
Leucoraja_erinacea_G01356	Leucoraja_erinacea_G01356	OUTGROUP	OUTGROUP	OUTGROUP
Leucosoma_reevesii_G01357	Leucosoma_reevesii_G01357	Clade20	Salangidae	Osmeriformes
Limanda_limanda_E00690	Limanda_limanda_E00690	Clade40	Pleuronectidae	Pleuronectiformes
Limnichthys_sp_E01081	Limnichthys_sp_E01081	Clade42	Creediidae	Pempheriformes
Liopropoma_mowbrayi_E00307	Liopropoma_mowbrayi_E00307	Clade42	Serranidae	Perciformes
Liopropoma_rubre_E00306	Liopropoma_rubre_E00306	Clade42	Serranidae	Perciformes
Liparis_gibbus_E00224	Liparis_gibbus_E00224	Clade42	Liparidae	Perciformes
Liparis_pulchellus_E00225	Liparis_pulchellus_E00225	Clade42	Liparidae	Perciformes
Lipogramma_anabantoides_E00211	Lipogramma_anabantoides_E00211	Clade41	Grammatidae	Incertae sedis in Ovalentaria
Lipogramma_trilineata_E00210	Lipogramma_trilineata_E00210	Clade41	Grammatidae	Incertae sedis in Ovalentaria
Lithognathus_mormyrus_M01649	Lithognathus_mormyrus_M01649	Clade42	Sparidae	Spariformes
Liza_richardsonii_E00808	Liza_richardsonii_E00808	Clade41	Mugilidae	Mugiliformes
Lobianchia_gemellarii_E00010	Lobianchia_gemellarii_E00010	Clade24	Myctophidae	Myctophiformes
Lobocheilos_melanotaenia_I2667-140	Lobocheilos_melanotaenia_I2667-140	Clade11d	Cyprinidae	Cypriniformes
Lobotes_pacificus_surinamensis_G01359	Lobotes_pacificus_surinamensis_G01359	Clade42	Lobotidae	Lobotiformes
Lonchopisthus_micrognathus_E00603	Lonchopisthus_micrognathus_E00603	Clade41	Opistognathidae	Incertae sedis in Ovalentaria
Lophiodes_reticulatus_E00625	Lophiodes_reticulatus_E00625	Clade42	Lophiidae	Lophiiformes
Lophius_americanus_E00578	Lophius_americanus_E00578	Clade42	Lophiidae	Lophiiformes
Lophius_gastrophysus_E01119	Lophius_gastrophysus_E01119	Clade42	Lophiidae	Lophiiformes
Lophogobius_cyprinoides_E00508	Lophogobius_cyprinoides_E00508	Clade38c	Gobiidae	Gobiiformes
Lophotus_lacepede_E00822	Lophotus_lacepede_E00822	Clade25	Lophotidae	Lampriformes
Loricaria_sp_P02_C06_RG03	Loricaria_sp_P02_C06_RG03	Clade14a	Loricariidae	Siluriformes
Lota_lota_E00489	Lota_lota_E00489	Clade29	Lotidae	Gadiformes
Lucania_parva_goodei_E01064	Lucania_parva_goodei_E01064	Clade41	Fundulidae	Cyprinodontiformes
Lucayablennius_zingaro_E00294	Lucayablennius_zingaro_E00294	Clade41	Chaenopsidae	Blenniiformes
Lumpenus_fabricii_E00361	Lumpenus_fabricii_E00361	Clade42	Stichaeidae	Perciformes
Lumpenus_lampretaeformis_E00371	Lumpenus_lampretaeformis_E00371	Clade42	Stichaeidae	Perciformes
Lutjanus_biguttatus_E00569	Lutjanus_biguttatus_E00569	Clade42	Lutjanidae	Lutjaniformes
Lutjanus_campechanus_E00592	Lutjanus_campechanus_E00592	Clade42	Lutjanidae	Lutjaniformes
Lutjanus_griseus_N20115	Lutjanus_griseus_N20115	Clade42	Lutjanidae	Lutjaniformes
Lutjanus_mahogoni_G01362	Lutjanus_mahogoni_G01362	Clade42	Lutjanidae	Lutjaniformes
Luvarus_imperialis_E00509	Luvarus_imperialis_E00509	Clade42	Luvaridae	Acanthuriformes
Luxilus_chrysocephalus_I2563-CKR0137	Luxilus_chrysocephalus_I2563-CKR0137	Clade11d	Leuciscidae	Cypriniformes
Lycenchelys_crotalinus_E00425	Lycenchelys_crotalinus_E00425	Clade42	Zoarcidae	Perciformes
Lycodapus_mandibularis_E00355	Lycodapus_mandibularis_E00355	Clade42	Zoarcidae	Perciformes
Lycodes_brevipes_E00413	Lycodes_brevipes_E00413	Clade42	Zoarcidae	Perciformes
Lycodes_diapterus_G01364	Lycodes_diapterus_G01364	Clade42	Zoarcidae	Perciformes
Lycodes_terraenovae_E00675	Lycodes_terraenovae_E00675	Clade42	Zoarcidae	Perciformes
Lyopsetta_exilis_E01173	Lyopsetta_exilis_E01173	Clade40	Pleuronectidae	Pleuronectiformes
Lythrurus_bellus_I2573-AUF0593	Lythrurus_bellus_I2573-AUF0593	Clade11d	Leuciscidae	Cypriniformes
Lythrypnus_dalli_E00126	Lythrypnus_dalli_E00126	Clade38c	Gobiidae	Gobiiformes
Maccullochella_peelii_G01365	Maccullochella_peelii_G01365	Clade42	Percichthyidae	Centrarchiformes
Macolor_niger_E00939	Macolor_niger_E00939	Clade42	Lutjanidae	Lutjaniformes
Macquaria_ambigua_G01366	Macquaria_ambigua_G01366	Clade42	Percichthyidae	Centrarchiformes
Macquaria_colonorum_G01431	Macquaria_colonorum_G01431	Clade42	Percalatidae	Centrarchiformes
Macquaria_novemaculeata_G01432	Macquaria_novemaculeata_G01432	Clade42	Percalatidae	Centrarchiformes
Macrhybopsis_storeriana_I2564-AUF0007	Macrhybopsis_storeriana_I2564-AUF0007	Clade11d	Leuciscidae	Cypriniformes
Macrognathus_siamensis_G01367	Macrognathus_siamensis_G01367	Clade39b	Mastacembelidae	Synbranchiformes
Macropharyngodon_bipartitus_E00895	Macropharyngodon_bipartitus_E00895	Clade42	Labridae	Labriformes
Macropinna_microstoma_G01368	Macropinna_microstoma_G01368	Clade16	Opisthoproctidae	Argentiniformes
Macroramphosus_gracilis	Macroramphosus_gracilis	Clade37	Centriscidae	Syngnathiformes
Macroramphosus_scolopax	Macroramphosus_scolopax	Clade37	Centriscidae	Syngnathiformes
Macrourus_sp_M35664	Macrourus_sp_M35664	Clade29	Macrouridae	Gadiformes
Magnisudis_prionosa_M24520	Magnisudis_prionosa_M24520	Clade23	Paralepididae	Aulopiformes
Makaira_nigricans_E00697	Makaira_nigricans_E00697	Clade40	Istiophoridae	Istiophoriformes
Makaira_sp_E00692	Makaira_sp_E00692	Clade40	Istiophoridae	Istiophoriformes
Malacanthus_plumieri_E00774	Malacanthus_plumieri_E00774	Clade42	Malacanthidae	Incertae sedis in Eupercaria
Malacocephalus_laevis_E00342	Malacocephalus_laevis_E00342	Clade29	Macrouridae	Gadiformes
Malacocottus_zonurus_E00253	Malacocottus_zonurus_E00253	Clade42	Psychrolutidae	Perciformes
Malacoctenus_aurolineatus_E00299	Malacoctenus_aurolineatus_E00299	Clade41	Labrisomidae	Blenniiformes
Malacoctenus_triangulatus_E00321	Malacoctenus_triangulatus_E00321	Clade41	Labrisomidae	Blenniiformes
Malacosteus_niger_E00783	Malacosteus_niger_E00783	Clade21	Stomiidae	Stomiatiformes
Malakichthys_elegans_N01922	Malakichthys_elegans_N01922	Clade42	Acropomatidae	Pempheriformes
Mallotus_villosus_E00096	Mallotus_villosus_E00096	Clade20	Osmeridae	Osmeriformes
Mancopsetta_maculata_E01169	Mancopsetta_maculata_E01169	Clade40	Rhombosoleidae	Pleuronectiformes
Margrethia_obtusirostra_G01370	Margrethia_obtusirostra_G01370	Clade21	Gonostomatidae	Stomiatiformes
Markiana_nigripinnis_P3_H06_RG45	Markiana_nigripinnis_P3_H06_RG45	Clade12b	Characidae	Characiformes
Marosatherina_ladigesi_E00406	Marosatherina_ladigesi_E00406	Clade41	Telmatherinidae	Atheriniformes
Mastacembelus_brachyrhinus_N01727	Mastacembelus_brachyrhinus_N01727	Clade39b	Mastacembelidae	Synbranchiformes
Mastacembelus_cunningtoni_N20638	Mastacembelus_cunningtoni_N20638	Clade39b	Mastacembelidae	Synbranchiformes
Mastacembelus_erythrotaenia_E01157	Mastacembelus_erythrotaenia_E01157	Clade39b	Mastacembelidae	Synbranchiformes
Mastacembelus_niger_N20658	Mastacembelus_niger_N20658	Clade39b	Mastacembelidae	Synbranchiformes
Mastiglanis_sp_P02_E02_RG89	Mastiglanis_sp_P02_E02_RG89	Clade14c	Heptapteridae	Siluriformes
Masturus_lanceolatus_E00651	Masturus_lanceolatus_E00651	Clade42	Molidae	Tetraodontiformes
Maulisia_microlepis_E00978	Maulisia_microlepis_E00978	Clade09	Platytroctidae	Alepocephaliformes
Maurolicus_weitzmani_E00088	Maurolicus_weitzmani_E00088	Clade21	Sternoptychidae	Stomiatiformes
Maylandia_zebra_G01519	Maylandia_zebra_G01519	Clade41	Cichlidae	Cichliformes
Megalonema_platycephalum_P1_E09_RG24	Megalonema_platycephalum_P1_E09_RG24	Clade14c	Pimelodidae	Siluriformes
Megalops_atlanticus_G01372	Megalops_atlanticus_G01372	Clade06a	Megalopidae	Elopiformes
Meiacanthus_oualanensis_grammistes_E00526	Meiacanthus_oualanensis_grammistes_E00526	Clade41	Blenniidae	Blenniiformes
Melamphaes_lugubris_polylepis_E00427	Melamphaes_lugubris_polylepis_E00427	Clade32a	Melamphaidae	Beryciformes
Melamphaes_suborbitalis_E01062	Melamphaes_suborbitalis_E01062	Clade32a	Melamphaidae	Beryciformes
Melanocetus_johnsonii_E00657	Melanocetus_johnsonii_E00657	Clade42	Melanocetidae	Lophiiformes
Melanocetus_murrayi_E00477	Melanocetus_murrayi_E00477	Clade42	Melanocetidae	Lophiiformes
Melanogrammus_aeglefinus_E00376	Melanogrammus_aeglefinus_E00376	Clade29	Gadidae	Gadiformes
Melanostigma_pammelas_E00365	Melanostigma_pammelas_E00365	Clade42	Zoarcidae	Perciformes
Melanostomias_margaritifer_E00782	Melanostomias_margaritifer_E00782	Clade21	Stomiidae	Stomiatiformes
Melanotaenia_sp_N35702	Melanotaenia_sp_N35702	Clade41	Melanotaeniidae	Atheriniformes
Melanotaenia_splendida_E00179	Melanotaenia_splendida_E00179	Clade41	Melanotaeniidae	Atheriniformes
Melanotaenia_trifasciata_E00178	Melanotaenia_trifasciata_E00178	Clade41	Melanotaeniidae	Atheriniformes
Melichthys_indicus_E00919	Melichthys_indicus_E00919	Clade42	Balistidae	Tetraodontiformes
Melichthys_niger_E00922	Melichthys_niger_E00922	Clade42	Balistidae	Tetraodontiformes
Membras_martinica_E00170	Membras_martinica_E00170	Clade41	Atherinopsidae	Atheriniformes
Mene_maculata_E01131	Mene_maculata_E01131	Clade40	Menidae	Incertae sedis in Carangaria
Menidia_beryllina_E00174	Menidia_beryllina_E00174	Clade41	Atherinopsidae	Atheriniformes
Menidia_menidia_E00167	Menidia_menidia_E00167	Clade41	Atherinopsidae	Atheriniformes
Menidia_peninsulae_N03847	Menidia_peninsulae_N03847	Clade41	Atherinopsidae	Atheriniformes
Menticirrhus_saxatilis_E00166	Menticirrhus_saxatilis_E00166	Clade42	Sciaenidae	Incertae sedis in Eupercaria
Menticirrhus_undulatus_littoralis_E00127	Menticirrhus_undulatus_littoralis_E00127	Clade42	Sciaenidae	Incertae sedis in Eupercaria
Merlangius_merlangus_E00490	Merlangius_merlangus_E00490	Clade29	Gadidae	Gadiformes
Merluccius_bilinearis_E00341	Merluccius_bilinearis_E00341	Clade29	Merlucciidae	Gadiformes
Merluccius_productus_E00436	Merluccius_productus_E00436	Clade29	Merlucciidae	Gadiformes
Mesoborus_crocodilus_P3_F01_RG86	Mesoborus_crocodilus_P3_F01_RG86	Clade12a	Distichodontidae	Characiformes
Metzia_lineata_I2599-62	Metzia_lineata_I2599-62	Clade11d	Xenocyprididae	Cypriniformes
Micralestes_acutidens_P1_G05_RG69	Micralestes_acutidens_P1_G05_RG69	Clade12b	Alestidae	Characiformes
Microchirus_frechkopi_E01175	Microchirus_frechkopi_E01175	Clade40	Soleidae	Pleuronectiformes
Microcottus_sellaris_E00223	Microcottus_sellaris_E00223	Clade42	Psychrolutidae	Perciformes
Microctenopoma_nanum_G01373	Microctenopoma_nanum_G01373	Clade39a	Anabantidae	Anabantiformes
Microdesmus_bahianus_E00112	Microdesmus_bahianus_E00112	Clade38c	Gobiidae	Gobiiformes
Microdesmus_longipinnis_E00388	Microdesmus_longipinnis_E00388	Clade38c	Gobiidae	Gobiiformes
Microdevario_kubotai_I2612-98	Microdevario_kubotai_I2612-98	Clade11d	Danionidae	Cypriniformes
Microgadus_proximus_E00333	Microgadus_proximus_E00333	Clade29	Gadidae	Gadiformes
Microglanis_poecilus_P02_D01_RG52	Microglanis_poecilus_P02_D01_RG52	Clade14c	Pseudopimelodidae	Siluriformes
Micromesistius_poutassou_E00491	Micromesistius_poutassou_E00491	Clade29	Gadidae	Gadiformes
Microphis_brachyurus	Microphis_brachyurus	Clade37	Syngnathidae	Syngnathiformes
Microphis_cuncalus	Microphis_cuncalus	Clade37	Syngnathidae	Syngnathiformes
Microphis_deocata	Microphis_deocata	Clade37	Syngnathidae	Syngnathiformes
Micropogonias_undulatus_N01637	Micropogonias_undulatus_N01637	Clade42	Sciaenidae	Incertae sedis in Eupercaria
Micropterus_salmoides_E01110	Micropterus_salmoides_E01110	Clade42	Centrarchidae	Centrarchiformes
Microrasbora_nana_I2620-117	Microrasbora_nana_I2620-117	Clade11d	Danionidae	Cypriniformes
Microrasbora_rubescens_I2542-MTD010	Microrasbora_rubescens_I2542-MTD010	Clade11d	Danionidae	Cypriniformes
Microspathodon_bairdii_G01375	Microspathodon_bairdii_G01375	Clade41	Pomacentridae	Incertae sedis in Ovalentaria
Microspathodon_chrysurus_E00772	Microspathodon_chrysurus_E00772	Clade41	Pomacentridae	Incertae sedis in Ovalentaria
Microstomus_pacificus_E00433	Microstomus_pacificus_E00433	Clade40	Pleuronectidae	Pleuronectiformes
Mimagoniates_rheocharis_P3_G01_RG87	Mimagoniates_rheocharis_P3_G01_RG87	Clade12b	Characidae	Characiformes
Minytrema_melanops_I2704-184	Minytrema_melanops_I2704-184	Clade11b	Catostomidae	Cypriniformes
Misgurnus_bipartitus_I2643-82	Misgurnus_bipartitus_I2643-82	Clade11c	Cobitidae	Cypriniformes
Mola_mola_E00683	Mola_mola_E00683	Clade42	Molidae	Tetraodontiformes
Monocentris_japonica_G01376	Monocentris_japonica_G01376	Clade31	Monocentridae	Trachichthyiformes
Monocirrhus_polyacanthus_G01377	Monocirrhus_polyacanthus_G01377	Clade41	Polycentridae	Incertae sedis in Ovalentaria
Monodactylus_argenteus_E00827	Monodactylus_argenteus_E00827	Clade42	Monodactylidae	Incertae sedis in Eupercaria
Monodactylus_sebae_N21267	Monodactylus_sebae_N21267	Clade42	Monodactylidae	Incertae sedis in Eupercaria
Monodelphis_domestica_G01378	Monodelphis_domestica_G01378	OUTGROUP	OUTGROUP	OUTGROUP
Monolene_sp_E01172	Monolene_sp_E01172	Clade40	Bothidae	Pleuronectiformes
Monopterus_albus_E01134	Monopterus_albus_E01134	Clade39b	Synbranchidae	Synbranchiformes
Monotaxis_grandoculis_G01379	Monotaxis_grandoculis_G01379	Clade42	Lethrinidae	Spariformes
Moolgarda_engeli_E00739	Moolgarda_engeli_E00739	Clade41	Mugilidae	Mugiliformes
Morone_americana_E00017	Morone_americana_E00017	Clade42	Moronidae	Incertae sedis in Eupercaria
Morone_chrysops_E00992	Morone_chrysops_E00992	Clade42	Moronidae	Incertae sedis in Eupercaria
Morone_mississippiensis_E00087	Morone_mississippiensis_E00087	Clade42	Moronidae	Incertae sedis in Eupercaria
Morone_saxatilis_G01380	Morone_saxatilis_G01380	Clade42	Moronidae	Incertae sedis in Eupercaria
Mugil_cephalus_E00049	Mugil_cephalus_E00049	Clade41	Mugilidae	Mugiliformes
Mugil_curema_E00031	Mugil_curema_E00031	Clade41	Mugilidae	Mugiliformes
Mugil_trichodon_E00765	Mugil_trichodon_E00765	Clade41	Mugilidae	Mugiliformes
Mulloidichthys_dentatus	Mulloidichthys_dentatus	Clade37	Mullidae	Syngnathiformes
Mulloidichthys_martinicus	Mulloidichthys_martinicus	Clade37	Mullidae	Syngnathiformes
Mulloidichthys_vanicolensis	Mulloidichthys_vanicolensis	Clade37	Mullidae	Syngnathiformes
Mullus_auratus	Mullus_auratus	Clade37	Mullidae	Syngnathiformes
Muraenesox_cinereus_G01381	Muraenesox_cinereus_G01381	Clade06d	Muraenesocidae	Anguilliformes
Muraenoclinus_dorsalis_E00805	Muraenoclinus_dorsalis_E00805	Clade41	Clinidae	Blenniiformes
Muraenolepis_marmorata_M01728	Muraenolepis_marmorata_M01728	Clade29	Muraenolepididae	Gadiformes
Mus_musculus_G01382	Mus_musculus_G01382	OUTGROUP	OUTGROUP	OUTGROUP
Mycteroperca_bonaci_microlepis_E00311	Mycteroperca_bonaci_microlepis_E00311	Clade42	Serranidae	Perciformes
Myctophum_punctatum_E00500	Myctophum_punctatum_E00500	Clade24	Myctophidae	Myctophiformes
Myleus_pacu_P1_F02_RG78	Myleus_pacu_P1_F02_RG78	Clade12b	Serrasalmidae	Characiformes
Myloplus_rubripinnis_P1_H05_RG15	Myloplus_rubripinnis_P1_H05_RG15	Clade12b	Serrasalmidae	Characiformes
Mylossoma_sp_P1_A04_RG07	Mylossoma_sp_P1_A04_RG07	Clade12b	Serrasalmidae	Characiformes
Myoxocephalus_octodecemspinosus_E00221	Myoxocephalus_octodecemspinosus_E00221	Clade42	Psychrolutidae	Perciformes
Myoxocephalus_polyacanthocephalus_E00267	Myoxocephalus_polyacanthocephalus_E00267	Clade42	Psychrolutidae	Perciformes
Myrichthys_maculosus_G01385	Myrichthys_maculosus_G01385	Clade06d	Ophichthidae	Anguilliformes
Myripristis_berndti_E01070	Myripristis_berndti_E01070	Clade33	Holocentridae	Holocentriformes
Myripristis_hexagona_E00543	Myripristis_hexagona_E00543	Clade33	Holocentridae	Holocentriformes
Myripristis_murdjan_M17691	Myripristis_murdjan_M17691	Clade33	Holocentridae	Holocentriformes
Myripristis_violacea_G01386	Myripristis_violacea_G01386	Clade33	Holocentridae	Holocentriformes
Myripristis_vittata_E00527	Myripristis_vittata_E00527	Clade33	Holocentridae	Holocentriformes
Mystacoleucus_marginatus_I2670-143	Mystacoleucus_marginatus_I2670-143	Clade11d	Cyprinidae	Cypriniformes
Myxus_capensis_E00809	Myxus_capensis_E00809	Clade41	Mugilidae	Mugiliformes
Nandus_andrewi_N22312	Nandus_andrewi_N22312	Clade39a	Nandidae	Anabantiformes
Nandus_nandus_G01388	Nandus_nandus_G01388	Clade39a	Nandidae	Anabantiformes
Nandus_nebulosus_N22314	Nandus_nebulosus_N22314	Clade39a	Nandidae	Anabantiformes
Nannobrachium_lineatum_E00790	Nannobrachium_lineatum_E00790	Clade24	Myctophidae	Myctophiformes
Nannocharax_taenia_P3_A08_RG16	Nannocharax_taenia_P3_A08_RG16	Clade12a	Distichodontidae	Characiformes
Nannoperca_australis_G01389	Nannoperca_australis_G01389	Clade42	Percichthyidae	Centrarchiformes
Nannosalarias_nativitatis_E00521	Nannosalarias_nativitatis_E00521	Clade41	Blenniidae	Blenniiformes
Nanochromis_parilus_G01390	Nanochromis_parilus_G01390	Clade41	Cichlidae	Cichliformes
Nansenia_longicauda_ardesiaca_E00814	Nansenia_longicauda_ardesiaca_E00814	Clade16	Microstomatidae	Argentiniformes
Naso_brevirostris_E00918	Naso_brevirostris_E00918	Clade42	Acanthuridae	Acanthuriformes
Naso_lituratus_G01514	Naso_lituratus_G01514	Clade42	Acanthuridae	Acanthuriformes
Naso_unicornis_E00701	Naso_unicornis_E00701	Clade42	Acanthuridae	Acanthuriformes
Natalichthys_sam_E00589	Natalichthys_sam_E00589	Clade41	Congrogadidae	Incertae sedis in Ovalentaria
Nealotus_tripes_E00287	Nealotus_tripes_E00287	Clade36	Gempylidae	Scombriformes
Nectamia_bandanensis_E01040	Nectamia_bandanensis_E01040	Clade38a	Apogonidae	Kurtiformes
Nectamia_fusca_E00732	Nectamia_fusca_E00732	Clade38a	Apogonidae	Kurtiformes
Nemacheilus_corica_I2629-14	Nemacheilus_corica_I2629-14	Clade11c	Nemacheilidae	Cypriniformes
Nemateleotris_magnifica_N20888	Nemateleotris_magnifica_N20888	Clade38c	Gobiidae	Gobiiformes
Nematistius_pectoralis_E01146	Nematistius_pectoralis_E01146	Clade40	Nematistiidae	Carangiformes
Nematogenys_inermis_P02_B05_RG90	Nematogenys_inermis_P02_B05_RG90	Clade14a	Nematogenyidae	Siluriformes
Nemichthys_scolopaceus_G01393	Nemichthys_scolopaceus_G01393	Clade06d	Nemichthyidae	Anguilliformes
Neoachiropsetta_milfordi_E01170	Neoachiropsetta_milfordi_E01170	Clade40	Rhombosoleidae	Pleuronectiformes
Neobythites_gilli_E00612	Neobythites_gilli_E00612	Clade34b	Ophidiidae	Ophidiiformes
Neoceratodus_forsteri_G01534	Neoceratodus_forsteri_G01534	Clade01b	Neoceratodontidae	Ceratodontiformes
Neochanna_burrowsius_G01394	Neochanna_burrowsius_G01394	Clade17	Galaxiidae	Galaxiiformes
Neocirrhites_armatus_E00725	Neocirrhites_armatus_E00725	Clade42	Cirrhitidae	Centrarchiformes
Neoclinus_blanchardi_E00326	Neoclinus_blanchardi_E00326	Clade41	Chaenopsidae	Blenniiformes
Neoepinnula_americana_E00471	Neoepinnula_americana_E00471	Clade36	Gempylidae	Scombriformes
Neoepinnula_orientalis_E00518	Neoepinnula_orientalis_E00518	Clade36	Gempylidae	Scombriformes
Neoglyphidodon_melas_E00465	Neoglyphidodon_melas_E00465	Clade41	Pomacentridae	Incertae sedis in Ovalentaria
Neoglyphidodon_polyacanthus_E00285	Neoglyphidodon_polyacanthus_E00285	Clade41	Pomacentridae	Incertae sedis in Ovalentaria
Neolamprologus_brichardi_G01520	Neolamprologus_brichardi_G01520	Clade41	Cichlidae	Cichliformes
Neolebias_ansorgii_P02_G08_RG68	Neolebias_ansorgii_P02_G08_RG68	Clade12a	Distichodontidae	Characiformes
Neomerinthe_hemingwayi_E00619	Neomerinthe_hemingwayi_E00619	Clade42	Scorpaenidae	Perciformes
Neomyxus_leuciscus_E00742	Neomyxus_leuciscus_E00742	Clade41	Mugilidae	Mugiliformes
Neonesthes_capensis_G01395	Neonesthes_capensis_G01395	Clade21	Stomiidae	Stomiatiformes
Neoniphon_argenteus_E00731	Neoniphon_argenteus_E00731	Clade33	Holocentridae	Holocentriformes
Neoniphon_marianus_E00103	Neoniphon_marianus_E00103	Clade33	Holocentridae	Holocentriformes
