Group	FishBase_ID	CLADE	Family	Infraorder	Suborder	Order	Superorder	Subseries	Series	Subdivision	Division	Subsection	Section	Infracohort	Subcohort	Cohort	Supercohort	Megacohort	Infraclass	Subclass	Class	Superclass	Megaclass	Validity	Examined_not_examined	Monophyly	fb_url	sci_name	common_name	threat_to_humans	IUCN	IUCN_abr	fisheries	aquaculture	gamefish	bait	aquarium	env_milieu	env_zone	env_migration	env_depth_range_min	env_depth_range_max	dh_range	max_published_weight	max_reported_age	foa_url	fao_area	fao_status
Hologymnosus_doliatus_E00567	Hologymnosus-doliatus	Clade42	Labridae	NA	NA	Labriformes	NA	NA	Eupercaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Hologymnosus-doliatus.html	Hologymnosus doliatus (Lacepède,  1801)	Pastel ringwrasse	Harmless	Least Concern 	LC	minor commercial	NA	NA	NA	commercial	Marine	reef-associated	NA	1	35	Tropical	NA	NA	https://www.fishbase.se/Country/FaoAreaList.php?ID=5638&GenusName=Hologymnosus&SpeciesName=doliatus&fc=362&StockCode=5932&Scientific=Hologymnosus+doliatus	Indian Ocean, Eastern; Pacific, Southwest; Indian Ocean, Western; Pacific, Western Central; Pacific, Eastern Central; Pacific, Northwest	native
Holoshestes_pequira_P1_A07_RG77	Holoshestes-pequira	Clade12b	Characidae	NA	Characoidei	Characiformes	Characiphysae	NA	NA	NA	NA	NA	Otophysa	NA	Ostariophysi	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Holoshestes-pequira.html	Odontostilbe pequira (Steindachner,  1882)	NA	Harmless	Not Evaluated	NA	NA	NA	NA	NA	NA	Freshwater	benthopelagic	NA	NA	NA	Tropical	NA	NA	NA	NA	NA
Homaloptera_ogilvei_I2666-107	Homaloptera-ogilviei	Clade11c	Balitoridae	NA	Cobitoidei	Cypriniformes	Cypriniphysae	NA	NA	NA	NA	NA	Otophysa	NA	Ostariophysi	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Monotypic	https://www.fishbase.se/summary/Homaloptera-ogilviei.html	Homaloptera ogilviei Alfred,  1967	NA	Harmless	Data deficient 	DD	NA	NA	NA	NA	NA	Freshwater	demersal	NA	NA	NA	Tropical	NA	NA	https://www.fishbase.se/Country/FaoAreaList.php?ID=22875&GenusName=Homaloptera&SpeciesName=ogilviei&fc=126&StockCode=18154&Scientific=Homaloptera+ogilviei	Asia - Inland waters	endemic
Homo_sapiens_G01328	Homo-sapiens	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	https://www.fishbase.se/summary/Homo-sapiens.html	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Hoplerythrinus_unitaeniatus_P1_E02_RG89	Hoplerythrinus-unitaeniatus	Clade12b	Erythrinidae	NA	Characoidei	Characiformes	Characiphysae	NA	NA	NA	NA	NA	Otophysa	NA	Ostariophysi	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Hoplerythrinus-unitaeniatus.html	Hoplerythrinus unitaeniatus (Spix  &  Agassiz,  1829)	Aimara	Harmless	Not Evaluated	NA	commercial	NA	NA	NA	public aquariums	Freshwater	pelagic	NA	NA	NA	Subtropical	NA	NA	https://www.fishbase.se/Country/FaoAreaList.php?ID=5305&GenusName=Hoplerythrinus&SpeciesName=unitaeniatus&fc=103&StockCode=5544&Scientific=Hoplerythrinus+unitaeniatus	America, South - Inland waters; America, North - Inland waters	native
Hoplias_aimara_P1_G04_RG10	Hoplias-aimara	Clade12b	Erythrinidae	NA	Characoidei	Characiformes	Characiphysae	NA	NA	NA	NA	NA	Otophysa	NA	Ostariophysi	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Hoplias-aimara.html	Hoplias aimara (Valenciennes,  1847)	NA	Harmless	Not Evaluated	NA	NA	NA	NA	NA	commercial	Freshwater	benthopelagic	potamodromous	NA	NA	Tropical	40.0 kg	NA	https://www.fishbase.se/Country/FaoAreaList.php?ID=27850&GenusName=Hoplias&SpeciesName=aimara&fc=103&StockCode=21747&Scientific=Hoplias+aimara	America, South - Inland waters	endemic
Hoplichthys_gilberti_N17743	Hoplichthys-gilberti	Clade42	Hoplichthyidae	NA	Platycephaloidei	Perciformes	NA	NA	Eupercaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Hoplichthys-gilberti.html	Hoplichthys gilberti Jordan  &  Richardson,  1908	NA	Harmless	Not Evaluated	NA	NA	NA	NA	NA	NA	Marine	demersal	NA	NA	NA	Tropical	NA	NA	https://www.fishbase.se/Country/FaoAreaList.php?ID=8261&GenusName=Hoplichthys&SpeciesName=gilberti&fc=274&StockCode=8574&Scientific=Hoplichthys+gilberti	Indian Ocean, Eastern; Indian Ocean, Western; Pacific, Western Central; Pacific, Northwest	native
Hoplichthys_langsdorfii_N17745	Hoplichthys-langsdorfii	Clade42	Hoplichthyidae	NA	Platycephaloidei	Perciformes	NA	NA	Eupercaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Hoplichthys-langsdorfii.html	Hoplichthys langsdorfii Cuvier,  1829	NA	Harmless	Not Evaluated	NA	NA	NA	NA	NA	NA	Marine	demersal	NA	NA	NA	Temperate	NA	NA	https://www.fishbase.se/Country/FaoAreaList.php?ID=23901&GenusName=Hoplichthys&SpeciesName=langsdorfii&fc=274&StockCode=19002&Scientific=Hoplichthys+langsdorfii	Pacific, Northwest	endemic
Hoplostethus_occidentalis_atlanticus_E01018	Hoplostethus-occidentalis	Clade31	Trachichthyidae	NA	NA	Trachichthyiformes	NA	NA	NA	Berycimorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Not monophyletic; more evidence needed	https://www.fishbase.se/summary/Hoplostethus-occidentalis.html	Hoplostethus occidentalis Woods,  1973	Atlantic Roughy	Harmless	Least Concern 	LC	of no interest	NA	NA	NA	NA	Marine	bathypelagic	NA	485	550	Deep-water	NA	NA	https://www.fishbase.se/Country/FaoAreaList.php?ID=15670&GenusName=Hoplostethus&SpeciesName=occidentalis&fc=236&StockCode=14812&Scientific=Hoplostethus+occidentalis	Atlantic, Western Central; Atlantic, Southwest	native
Horadandia_atukorali_I2675-115	Horadandia-atukorali	Clade11d	Danionidae	NA	Cyprinoidei	Cypriniformes	Cypriniphysae	NA	NA	NA	NA	NA	Otophysa	NA	Ostariophysi	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Horadandia-atukorali.html	Horadandia atukorali Deraniyagala,  1943	NA	Harmless	Least Concern 	LC	of no interest	NA	NA	NA	NA	Freshwater;brackish	pelagic	NA	NA	NA	Tropical	NA	NA	https://www.fishbase.se/Country/FaoAreaList.php?ID=24406&GenusName=Horadandia&SpeciesName=atukorali&fc=122&StockCode=19355&Scientific=Horadandia+atukorali	Asia - Inland waters	endemic
Howella_brodiei_E00816	Howella-brodiei	Clade42	Howellidae	NA	NA	Pempheriformes	NA	NA	Eupercaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Howella-brodiei.html	Howella brodiei Ogilby,  1899	Pelagic basslet	Harmless	Not Evaluated	NA	NA	NA	NA	NA	NA	Marine	bathypelagic	oceanodromous	100	1829	Subtropical	NA	NA	https://www.fishbase.se/Country/FaoAreaList.php?ID=11780&GenusName=Howella&SpeciesName=brodiei&fc=657&StockCode=12105&Scientific=Howella+brodiei	Atlantic, Western Central; Pacific, Southwest; Pacific, Western Central; Atlantic, Northeast; Atlantic, Southwest; Pacific, Eastern Central; Pacific, Southeast	native
Howella_zina_N17756	Howella-zina	Clade42	Howellidae	NA	NA	Pempheriformes	NA	NA	Eupercaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Howella-zina.html	Howella zina Fedoryako,  1976	NA	Harmless	Not Evaluated	NA	NA	NA	NA	NA	NA	Marine	bathypelagic	NA	322	400	Deep-water	NA	NA	https://www.fishbase.se/Country/FaoAreaList.php?ID=23396&GenusName=Howella&SpeciesName=zina&fc=657&StockCode=18584&Scientific=Howella+zina	Pacific, Western Central; Pacific, Eastern Central; Pacific, Northwest	native
Hybognathus_hankinsoni_I2562-CKR0727	Hybognathus-hankinsoni	Clade11d	Leuciscidae	NA	Cyprinoidei	Cypriniformes	Cypriniphysae	NA	NA	NA	NA	NA	Otophysa	NA	Ostariophysi	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Hybognathus-hankinsoni.html	Hybognathus hankinsoni Hubbs,  1929	Brassy minnow	Harmless	Least Concern 	LC	NA	NA	NA	usually	NA	Freshwater	demersal	NA	NA	NA	Temperate	NA	NA	https://www.fishbase.se/Country/FaoAreaList.php?ID=2773&GenusName=Hybognathus&SpeciesName=hankinsoni&fc=122&StockCode=2969&Scientific=Hybognathus+hankinsoni	America, North - Inland waters	endemic
Hybopsis_amplops_I2712-CKR1496	Hybopsis-amblops	Clade11d	Leuciscidae	NA	Cyprinoidei	Cypriniformes	Cypriniphysae	NA	NA	NA	NA	NA	Otophysa	NA	Ostariophysi	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Hybopsis-amblops.html	Hybopsis amblops (Rafinesque,  1820)	Bigeye chub	Harmless	Least Concern 	LC	NA	NA	NA	NA	NA	Freshwater	benthopelagic	NA	NA	NA	Temperate	NA	NA	https://www.fishbase.se/Country/FaoAreaList.php?ID=2779&GenusName=Hybopsis&SpeciesName=amblops&fc=122&StockCode=2975&Scientific=Hybopsis+amblops	America, North - Inland waters	endemic
Hydrocynus_goliath_P3_D02_RG19	Hydrocynus-goliath	Clade12b	Alestidae	NA	Characoidei	Characiformes	Characiphysae	NA	NA	NA	NA	NA	Otophysa	NA	Ostariophysi	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Hydrocynus-goliath.html	Hydrocynus goliath Boulenger,  1898	Giant tigerfish	Harmless	Least Concern 	LC	commercial	NA	yes	NA	NA	Freshwater	pelagic	NA	NA	NA	Tropical	50.0 kg	NA	https://www.fishbase.se/Country/FaoAreaList.php?ID=8682&GenusName=Hydrocynus&SpeciesName=goliath&fc=518&StockCode=8999&Scientific=Hydrocynus+goliath	Africa-Inland Waters	endemic
Hydrocynus_vittatus_P3_D04_RG03	Hydrocynus-vittatus	Clade12b	Alestidae	NA	Characoidei	Characiformes	Characiphysae	NA	NA	NA	NA	NA	Otophysa	NA	Ostariophysi	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Hydrocynus-vittatus.html	Hydrocynus vittatus Castelnau,  1861	Tiger fish	Harmless	Least Concern 	LC	commercial	NA	yes	NA	NA	Freshwater	demersal	potamodromous	NA	NA	Tropical	28.0 kg	8 years	https://www.fishbase.se/Country/FaoAreaList.php?ID=4479&GenusName=Hydrocynus&SpeciesName=vittatus&fc=518&StockCode=4677&Scientific=Hydrocynus+vittatus	Africa-Inland Waters	endemic
Hydrolycus_armatus_P1_C07_RG62	Hydrolycus-armatus	Clade12b	Cynodontidae	NA	Characoidei	Characiformes	Characiphysae	NA	NA	NA	NA	NA	Otophysa	NA	Ostariophysi	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Hydrolycus-armatus.html	Hydrolycus armatus (Jardine,  1841)	NA	Harmless	Not Evaluated	NA	NA	NA	NA	NA	NA	Freshwater	pelagic	NA	NA	NA	Tropical	8.5 kg	NA	https://www.fishbase.se/Country/FaoAreaList.php?ID=57050&GenusName=Hydrolycus&SpeciesName=armatus&fc=527&StockCode=46816&Scientific=Hydrolycus+armatus	America, South - Inland waters	endemic
Hygophum_hygomii_E00664	Hygophum-hygomii	Clade24	Myctophidae	NA	NA	Myctophiformes	NA	NA	NA	NA	NA	Myctophata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Hygophum-hygomii.html	Hygophum hygomii (Lütken,  1892)	Bermuda lantern fish	Harmless	Least Concern 	LC	NA	NA	NA	NA	NA	Marine	bathypelagic	oceanodromous	0	1485	Deep-water	NA	NA	https://www.fishbase.se/Country/FaoAreaList.php?ID=1719&GenusName=Hygophum&SpeciesName=hygomii&fc=167&StockCode=1915&Scientific=Hygophum+hygomii	Atlantic, Northwest; Atlantic, Western Central; Indian Ocean, Eastern; Pacific, Southwest; Indian Ocean, Western; Pacific, Western Central; Atlantic, Northeast; Atlantic, Eastern Central; Atlantic, Southwest; Atlantic, Southeast; Pacific, Southeast; Mediterranean and Black Sea	native
Hygophum_proximum_M22078	Hygophum-proximum	Clade24	Myctophidae	NA	NA	Myctophiformes	NA	NA	NA	NA	NA	Myctophata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Hygophum-proximum.html	Hygophum proximum Becker,  1965	Firefly lanternfish	Harmless	Least Concern 	LC	NA	NA	NA	NA	NA	Marine	bathypelagic	oceanodromous	0	1000	Deep-water	NA	NA	https://www.fishbase.se/Country/FaoAreaList.php?ID=4522&GenusName=Hygophum&SpeciesName=proximum&fc=167&StockCode=5012&Scientific=Hygophum+proximum	Atlantic, Western Central; Indian Ocean, Eastern; Pacific, Southwest; Indian Ocean, Western; Pacific, Western Central; Pacific, Eastern Central; Pacific, Northwest; Atlantic, Southeast; Pacific, Southeast	native
Hyperprosopon_anale_argenteum_E00134	Hyperprosopon-anale	Clade41	Embiotocidae	NA	NA	Incertae sedis in Ovalentaria	NA	NA	Ovalentaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Hyperprosopon-anale.html	Hyperprosopon anale Agassiz,  1861	Spotfin surfperch	Harmless	Not Evaluated	NA	NA	NA	NA	NA	NA	Marine	demersal	NA	0	101	Subtropical	NA	NA	https://www.fishbase.se/Country/FaoAreaList.php?ID=3630&GenusName=Hyperprosopon&SpeciesName=anale&fc=348&StockCode=3826&Scientific=Hyperprosopon+anale	Pacific, Eastern Central; Pacific, Northeast	native
Hyphessobrycon_sovichthys_P1_B05_RG90	Hyphessobrycon-sovichthys	Clade12b	Characidae	NA	Characoidei	Characiformes	Characiphysae	NA	NA	NA	NA	NA	Otophysa	NA	Ostariophysi	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Hyphessobrycon-sovichthys.html	Hyphessobrycon sovichthys Schultz,  1944	NA	Harmless	Not Evaluated	NA	NA	NA	NA	NA	NA	Freshwater	benthopelagic	NA	NA	NA	Tropical	NA	NA	https://www.fishbase.se/Country/FaoAreaList.php?ID=49017&GenusName=Hyphessobrycon&SpeciesName=sovichthys&fc=102&StockCode=41182&Scientific=Hyphessobrycon+sovichthys	America, South - Inland waters	endemic
Hypleurochilus_sp_E00298	Hypleurochilus-sp	Clade41	Blenniidae	NA	NA	Blenniiformes	Blenniimorphae	NA	Ovalentaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Hypleurochilus-sp.html	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Hypobrycon_leptorhynchus_P3_E06_RG91	Hypobrycon-leptorhynchus	Clade12b	Characidae	NA	Characoidei	Characiformes	Characiphysae	NA	NA	NA	NA	NA	Otophysa	NA	Ostariophysi	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Hypobrycon-leptorhynchus.html	Hypobrycon leptorhynchus da Silva  &  Malabarba,  1996	NA	Harmless	Not Evaluated	NA	NA	NA	NA	NA	NA	Freshwater	benthopelagic	NA	NA	NA	Tropical	NA	NA	https://www.fishbase.se/Country/FaoAreaList.php?ID=53322&GenusName=Hypobrycon&SpeciesName=leptorhynchus&fc=102&StockCode=44230&Scientific=Hypobrycon+leptorhynchus	America, South - Inland waters	endemic
Hypoclinemus_sp_E01162	Hypoclinemus-sp	Clade40	Achiridae	NA	Pleuronectoidei	Pleuronectiformes	NA	NA	Carangaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Hypoclinemus-sp.html	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Hypomesus_pretiosus_G01333	Hypomesus-pretiosus	Clade20	Osmeridae	NA	Osmeroidei	Osmeriformes	NA	NA	NA	NA	NA	NA	NA	NA	Stomiati	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Hypomesus-pretiosus.html	Hypomesus pretiosus (Girard,  1854)	Surf smelt	Harmless	Not Evaluated	NA	commercial	NA	yes	NA	NA	Marine;brackish	benthopelagic	NA	NA	NA	Temperate	NA	5 years	https://www.fishbase.se/Country/FaoAreaList.php?ID=255&GenusName=Hypomesus&SpeciesName=pretiosus&fc=80&StockCode=269&Scientific=Hypomesus+pretiosus	Pacific, Eastern Central; Pacific, Northeast	native
Hypophthalmichthys_molitrix_I2588-69	Hypophthalmichthys-molitrix	Clade11d	Xenocyprididae	NA	Cyprinoidei	Cypriniformes	Cypriniphysae	NA	NA	NA	NA	NA	Otophysa	NA	Ostariophysi	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Hypophthalmichthys-molitrix.html	Hypophthalmichthys molitrix (Valenciennes,  1844)	Silver carp	Potential pest	Near Threatened 	NT	commercial	commercial	NA	NA	NA	Freshwater;brackish	benthopelagic	potamodromous	0	20	Subtropical	50.0 kg	NA	https://www.fishbase.se/Country/FaoAreaList.php?ID=274&GenusName=Hypophthalmichthys&SpeciesName=molitrix&fc=122&StockCode=288&Scientific=Hypophthalmichthys+molitrix	Oceania - Inland waters; Africa-Inland Waters; America, South - Inland waters; America, North - Inland waters; Europe - Inland waters; Asia - Inland waters; Pacific, Northwest	introduced
Hypoplectrus_puella_E00505	Hypoplectrus-puella	Clade42	Serranidae	NA	Serranoidei	Perciformes	NA	NA	Eupercaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Hypoplectrus-puella.html	Hypoplectrus puella (Cuvier,  1828)	Barred hamlet	Reports of ciguatera poisoning 	Least Concern 	LC	NA	NA	NA	NA	commercial	Marine	reef-associated	NA	3	23	Tropical	NA	NA	https://www.fishbase.se/Country/FaoAreaList.php?ID=12759&GenusName=Hypoplectrus&SpeciesName=puella&fc=289&StockCode=13091&Scientific=Hypoplectrus+puella	Atlantic, Western Central	endemic
Hypoptychus_dybowskii_G01335	Hypoptychus-dybowskii	Clade42	Hypoptychidae	Gasterosteales	Cottoidei	Perciformes	NA	NA	Eupercaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Hypoptychus-dybowskii.html	Hypoptychus dybowskii Steindachner,  1880	Korean sandlance	Harmless	Data deficient 	DD	commercial	NA	NA	NA	NA	Marine	benthopelagic	NA	NA	NA	Temperate	NA	1 years	https://www.fishbase.se/Country/FaoAreaList.php?ID=488&GenusName=Hypoptychus&SpeciesName=dybowskii&fc=403&StockCode=504&Scientific=Hypoptychus+dybowskii	Pacific, Northwest	endemic
Hypopygus_lepturus_P02_C04_RG19	Hypopygus-lepturus	Clade13	Rhamphichthyidae	NA	Sternopygoidei	Gymnotiformes	Siluriphysae	NA	NA	NA	NA	NA	Otophysa	NA	Ostariophysi	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Hypopygus-lepturus.html	Hypopygus lepturus Hoedeman,  1962	NA	Harmless	Not Evaluated	NA	NA	NA	NA	NA	commercial	Freshwater	benthopelagic	NA	NA	NA	Tropical	NA	NA	https://www.fishbase.se/Country/FaoAreaList.php?ID=28035&GenusName=Hypopygus&SpeciesName=lepturus&fc=546&StockCode=38659&Scientific=Hypopygus+lepturus	America, South - Inland waters	endemic
Hyporhamphus_affinis_E01068	Hyporhamphus-affinis	Clade41	Hemiramphidae	NA	Belonoidei	Beloniformes	Atherinomorphae	NA	Ovalentaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Not monophyletic; more evidence needed	https://www.fishbase.se/summary/Hyporhamphus-affinis.html	Hyporhamphus affinis (Günther,  1866)	Tropical halfbeak	Harmless	Not Evaluated	NA	NA	NA	NA	NA	NA	Marine	reef-associated	NA	0	6	Tropical	NA	NA	https://www.fishbase.se/Country/FaoAreaList.php?ID=7710&GenusName=Hyporhamphus&SpeciesName=affinis&fc=475&StockCode=8019&Scientific=Hyporhamphus+affinis	Indian Ocean, Eastern; Indian Ocean, Western; Pacific, Western Central; Pacific, Eastern Central; Pacific, Northwest; Mediterranean and Black Sea	native
Hyporhamphus_dussumieri_E01086	Hyporhamphus-dussumieri	Clade41	Hemiramphidae	NA	Belonoidei	Beloniformes	Atherinomorphae	NA	Ovalentaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Not monophyletic; more evidence needed	https://www.fishbase.se/summary/Hyporhamphus-dussumieri.html	Hyporhamphus dussumieri (Valenciennes,  1847)	Dussumiers halfbeak	Harmless	Not Evaluated	NA	commercial	NA	NA	NA	NA	Marine	reef-associated	NA	0	6	Tropical	NA	NA	https://www.fishbase.se/Country/FaoAreaList.php?ID=12895&GenusName=Hyporhamphus&SpeciesName=dussumieri&fc=475&StockCode=13225&Scientific=Hyporhamphus+dussumieri	Indian Ocean, Eastern; Indian Ocean, Western; Pacific, Western Central; Pacific, Eastern Central; Pacific, Northwest	native
Hyporthodus_flavolimbatus_E00627	Hyporthodus-flavolimbatus	Clade42	Serranidae	NA	Serranoidei	Perciformes	NA	NA	Eupercaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Hyporthodus-flavolimbatus.html	Hyporthodus flavolimbatus (Poey,  1865)	Yellowedge grouper	Harmless	Vulnerable 	VU	commercial	NA	yes	NA	NA	Marine	demersal	NA	90	360	Subtropical	18.6 kg	35 years	https://www.fishbase.se/Country/FaoAreaList.php?ID=1205&GenusName=Hyporthodus&SpeciesName=flavolimbatus&fc=289&StockCode=1221&Scientific=Hyporthodus+flavolimbatus	Atlantic, Western Central; Atlantic, Southwest	native
