Group	FishBase_ID	CLADE	Family	Infraorder	Suborder	Order	Superorder	Subseries	Series	Subdivision	Division	Subsection	Section	Infracohort	Subcohort	Cohort	Supercohort	Megacohort	Infraclass	Subclass	Class	Superclass	Megaclass	Validity	Examined_not_examined	Monophyly	fb_url	sci_name	common_name	threat_to_humans	IUCN	IUCN_abr	fisheries	aquaculture	gamefish	bait	aquarium	env_milieu	env_zone	env_migration	env_depth_range_min	env_depth_range_max	dh_range	max_published_weight	max_reported_age	foa_url	fao_area	fao_status
Acipenser_fulvescens_G01187	Acipenser-fulvescens	Clade03	Acipenseridae	NA	NA	Acipenseriformes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chondrostei	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Acipenser-fulvescens.html	Acipenser fulvescens Rafinesque,  1817	Lake sturgeon	Harmless	Least Concern 	LC	commercial	experimental	yes	NA	public aquariums	Freshwater;brackish	demersal	potamodromous	5	9	Temperate	125.0 kg	152 years	https://www.fishbase.se/Country/FaoAreaList.php?ID=2591&GenusName=Acipenser&SpeciesName=fulvescens&fc=32&StockCode=2787&Scientific=Acipenser+fulvescens	America, North - Inland waters	native
Acnodon_oligacantus_P02_A08_RG16	Acnodon-oligacanthus	Clade12b	Serrasalmidae	NA	Characoidei	Characiformes	Characiphysae	NA	NA	NA	NA	NA	Otophysa	NA	Ostariophysi	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Acnodon-oligacanthus.html	Acnodon oligacanthus (Müller  &  Troschel,  1844)	NA	Harmless	Not Evaluated	NA	NA	NA	NA	NA	NA	Freshwater	benthopelagic	potamodromous	NA	NA	Tropical	NA	NA	https://www.fishbase.se/Country/FaoAreaList.php?ID=28029&GenusName=Acnodon&SpeciesName=oligacanthus&fc=686&StockCode=38654&Scientific=Acnodon+oligacanthus	America, South - Inland waters	endemic
Acreichthys_tomentosus_N21168	Acreichthys-tomentosus	Clade42	Monacanthidae	NA	Balistoidei	Tetraodontiformes	NA	NA	Eupercaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Acreichthys-tomentosus.html	Acreichthys tomentosus (Linnaeus,  1758)	Bristle-tail file-fish	Harmless	Least Concern 	LC	minor commercial	NA	NA	NA	commercial	Marine	reef-associated	non-migratory	2	15	Tropical	NA	NA	https://www.fishbase.se/Country/FaoAreaList.php?ID=7849&GenusName=Acreichthys&SpeciesName=tomentosus&fc=517&StockCode=8159&Scientific=Acreichthys+tomentosus	Indian Ocean, Eastern; Indian Ocean, Western; Pacific, Western Central; Pacific, Eastern Central; Pacific, Northwest	native
Acrobycon_ipanquianus_P3_C01_RG29	Acrobrycon-ipanquianus	Clade12b	Characidae	NA	Characoidei	Characiformes	Characiphysae	NA	NA	NA	NA	NA	Otophysa	NA	Ostariophysi	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Acrobrycon-ipanquianus.html	Acrobrycon ipanquianus (Cope,  1877)	NA	Harmless	Not Evaluated	NA	NA	NA	NA	NA	NA	Freshwater	benthopelagic	NA	NA	NA	Subtropical	NA	NA	https://www.fishbase.se/Country/FaoAreaList.php?ID=51078&GenusName=Acrobrycon&SpeciesName=ipanquianus&fc=102&StockCode=42675&Scientific=Acrobrycon+ipanquianus	America, South - Inland waters	endemic
Acrocheilus_alutaceus_I2582-AUF0194	Acrocheilus-alutaceus	Clade11d	Leuciscidae	NA	Cyprinoidei	Cypriniformes	Cypriniphysae	NA	NA	NA	NA	NA	Otophysa	NA	Ostariophysi	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Acrocheilus-alutaceus.html	Acrocheilus alutaceus Agassiz  &  Pickering,  1855	Chiselmouth	Harmless	Least Concern 	LC	minor commercial	NA	NA	NA	NA	Freshwater	demersal	NA	NA	NA	Temperate	NA	NA	https://www.fishbase.se/Country/FaoAreaList.php?ID=2741&GenusName=Acrocheilus&SpeciesName=alutaceus&fc=122&StockCode=2937&Scientific=Acrocheilus+alutaceus	America, North - Inland waters	endemic
Acropoma_japonicum_G01188	Acropoma-japonicum	Clade42	Acropomatidae	NA	NA	Pempheriformes	NA	NA	Eupercaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Not monophyletic; more evidence needed	https://www.fishbase.se/summary/Acropoma-japonicum.html	Acropoma japonicum Günther,  1859	Glowbelly	Harmless	Not Evaluated	NA	commercial	NA	NA	NA	NA	Marine	bathypelagic	NA	100	500	Deep-water	NA	NA	https://www.fishbase.se/Country/FaoAreaList.php?ID=1267&GenusName=Acropoma&SpeciesName=japonicum&fc=512&StockCode=1284&Scientific=Acropoma+japonicum	Indian Ocean, Eastern; Indian Ocean, Western; Pacific, Western Central; Pacific, Northwest	native
Acrossocheilus_monticola_I2663-96	Acrossocheilus-monticola	Clade11d	Cyprinidae	NA	Cyprinoidei	Cypriniformes	Cypriniphysae	NA	NA	NA	NA	NA	Otophysa	NA	Ostariophysi	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Acrossocheilus-monticola.html	Acrossocheilus monticola (Günther,  1888)	NA	Harmless	Not Evaluated	NA	NA	NA	NA	NA	NA	Freshwater	benthopelagic	NA	NA	NA	Temperate	NA	NA	https://www.fishbase.se/Country/FaoAreaList.php?ID=55155&GenusName=Acrossocheilus&SpeciesName=monticola&fc=122&StockCode=45686&Scientific=Acrossocheilus+monticola	Asia - Inland waters	endemic
Adelosebastes_latens_E00066	Adelosebastes-latens	Clade42	Sebastidae	NA	Scorpaenoidei	Perciformes	NA	NA	Eupercaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Adelosebastes-latens.html	Adelosebastes latens Eschmeyer,  Abe  &  Nakano,  1979	NA	Harmless	Not Evaluated	NA	NA	NA	NA	NA	NA	Marine	bathydemersal	NA	900	1200	Deep-water	NA	NA	https://www.fishbase.se/Country/FaoAreaList.php?ID=23885&GenusName=Adelosebastes&SpeciesName=latens&fc=573&StockCode=18989&Scientific=Adelosebastes+latens	Pacific, Northwest	endemic
Adinia_xenica_E00173	Adinia-xenica	Clade41	Fundulidae	NA	Cyprinodontoidei	Cyprinodontiformes	Atherinomorphae	NA	Ovalentaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Adinia-xenica.html	Fundulus xenicus Jordan  &  Gilbert,  1882	Diamond killifish	Harmless	Least Concern 	LC	NA	NA	NA	NA	commercial	Marine;freshwater;brackish	benthopelagic	non-migratory	NA	NA	Tropical	NA	NA	NA	NA	NA
Aeoliscus_strigatus	Aeoliscus-strigatus	Clade37	Centriscidae	NA	Syngnathoidei	Syngnathiformes	NA	NA	Syngnatharia	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Aeoliscus-strigatus.html	Aeoliscus strigatus (Günther,  1861)	Razorfish	Harmless	Data deficient 	DD	of no interest	NA	NA	NA	commercial	Marine	reef-associated	NA	2	42	Tropical	NA	NA	https://www.fishbase.se/Country/FaoAreaList.php?ID=6503&GenusName=Aeoliscus&SpeciesName=strigatus&fc=256&StockCode=6824&Scientific=Aeoliscus+strigatus	Indian Ocean, Eastern; Indian Ocean, Western; Pacific, Western Central; Pacific, Northwest	native
Aethaloperca_rogaa_E01079	Aethaloperca-rogaa	Clade42	Serranidae	NA	Serranoidei	Perciformes	NA	NA	Eupercaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Aethaloperca-rogaa.html	Aethaloperca rogaa (Forsskål,  1775)	Redmouth grouper	Harmless	Least Concern 	LC	minor commercial	NA	yes	NA	NA	Marine	reef-associated	non-migratory	3	60	Tropical	NA	NA	https://www.fishbase.se/Country/FaoAreaList.php?ID=6441&GenusName=Aethaloperca&SpeciesName=rogaa&fc=289&StockCode=6763&Scientific=Aethaloperca+rogaa	Indian Ocean, Eastern; Indian Ocean, Western; Pacific, Western Central; Pacific, Northwest	native
Aethotaxis_mitopteryx_G01528	Aethotaxis-mitopteryx	Clade42	Nototheniidae	NA	Notothenioidei	Perciformes	NA	NA	Eupercaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Not monophyletic; more evidence needed	https://www.fishbase.se/summary/Aethotaxis-mitopteryx.html	Aethotaxis mitopteryx DeWitt,  1962	Longfin icedevil	Harmless	Not Evaluated	NA	of no interest	NA	NA	NA	NA	Marine	bathypelagic	NA	NA	850	Deep-water	NA	NA	https://www.fishbase.se/Country/FaoAreaList.php?ID=7037&GenusName=Aethotaxis&SpeciesName=mitopteryx&fc=382&StockCode=7375&Scientific=Aethotaxis+mitopteryx	Indian Ocean, Antarctic; Atlantic, Antarctic; Pacific, Antarctic	native
Ahliesaurus_berryi_E00661	Ahliesaurus-berryi	Clade23	Notosudidae	NA	Alepisauroidei	Aulopiformes	NA	NA	NA	NA	NA	NA	Cyclosquamata	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Ahliesaurus-berryi.html	Ahliesaurus berryi Bertelsen,  Krefft  &  Marshall,  1976	NA	Harmless	Least Concern 	LC	of no interest	NA	NA	NA	NA	Marine	bathypelagic	NA	0	2000	Deep-water	NA	NA	https://www.fishbase.se/Country/FaoAreaList.php?ID=9155&GenusName=Ahliesaurus&SpeciesName=berryi&fc=470&StockCode=9476&Scientific=Ahliesaurus+berryi	Atlantic, Northwest; Atlantic, Western Central; Indian Ocean, Eastern; Pacific, Southwest; Indian Ocean, Western; Pacific, Western Central; Atlantic, Northeast; Atlantic, Eastern Central; Atlantic, Southwest; Pacific, Eastern Central; Atlantic, Southeast; Pacific, Southeast	native
Akrokolioplax_bicornis_I2693-170	Akrokolioplax-bicornis	Clade11d	Cyprinidae	NA	Cyprinoidei	Cypriniformes	Cypriniphysae	NA	NA	NA	NA	NA	Otophysa	NA	Ostariophysi	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Akrokolioplax-bicornis.html	Akrokolioplax bicornis (Wu,  1977)	NA	Harmless	Data deficient 	DD	NA	NA	NA	NA	NA	Freshwater	demersal	NA	NA	NA	Tropical	NA	NA	https://www.fishbase.se/Country/FaoAreaList.php?ID=51454&GenusName=Akrokolioplax&SpeciesName=bicornis&fc=122&StockCode=43016&Scientific=Akrokolioplax+bicornis	Asia - Inland waters	endemic
Albatrossia_pectoralis_E00360	Albatrossia-pectoralis	Clade29	Macrouridae	NA	NA	Gadiformes	NA	Gadariae	Zeiogadaria	NA	Paracanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Albatrossia-pectoralis.html	Albatrossia pectoralis (Gilbert,  1892)	Giant grenadier	Harmless	Not Evaluated	NA	commercial	NA	NA	NA	NA	Marine	bathydemersal	non-migratory	140	3500	Deep-water	86.0 kg	56 years	https://www.fishbase.se/Country/FaoAreaList.php?ID=8435&GenusName=Albatrossia&SpeciesName=pectoralis&fc=185&StockCode=8749&Scientific=Albatrossia+pectoralis	Pacific, Eastern Central; Pacific, Northwest; Pacific, Northeast	native
Albula_glossodonta_G01192	Albula-glossodonta	Clade06b	Albulidae	NA	NA	Albuliformes	NA	NA	NA	NA	NA	NA	NA	NA	NA	Elopomorpha	NA	Elopocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Albula-glossodonta.html	Albula glossodonta (Forsskål,  1775)	Roundjaw bonefish	Harmless	Vulnerable 	VU	minor commercial	NA	yes	usually	NA	Brackish	reef-associated	oceanodromous	NA	10	Tropical	8.6 kg	NA	https://www.fishbase.se/Country/FaoAreaList.php?ID=11512&GenusName=Albula&SpeciesName=glossodonta&fc=48&StockCode=11838&Scientific=Albula+glossodonta	Indian Ocean, Eastern; Pacific, Southwest; Indian Ocean, Western; Pacific, Western Central; Pacific, Eastern Central; Pacific, Northwest	native
Albula_vulpes_E00501	Albula-vulpes	Clade06b	Albulidae	NA	NA	Albuliformes	NA	NA	NA	NA	NA	NA	NA	NA	NA	Elopomorpha	NA	Elopocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Albula-vulpes.html	Albula vulpes (Linnaeus,  1758)	Bonefish	Reports of ciguatera poisoning 	Near Threatened 	NT	minor commercial	NA	yes	usually	NA	Marine;brackish	reef-associated	amphidromous	0	84	Subtropical	10.0 kg	NA	https://www.fishbase.se/Country/FaoAreaList.php?ID=228&GenusName=Albula&SpeciesName=vulpes&fc=48&StockCode=242&Scientific=Albula+vulpes	Atlantic, Northwest; Atlantic, Western Central; Indian Ocean, Eastern; Indian Ocean, Western; Pacific, Western Central; Atlantic, Southwest; Pacific, Eastern Central; Pacific, Northwest; Atlantic, Southeast; Pacific, Southeast	native
Albulichthys_albuloides_I2648-128	Albulichthys-albuloides	Clade11d	Xenocyprididae	NA	Cyprinoidei	Cypriniformes	Cypriniphysae	NA	NA	NA	NA	NA	Otophysa	NA	Ostariophysi	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Albulichthys-albuloides.html	Albulichthys albuloides (Bleeker,  1855)	NA	Harmless	Least Concern 	LC	minor commercial	NA	NA	NA	NA	Freshwater;brackish	benthopelagic	NA	NA	NA	Tropical	NA	NA	https://www.fishbase.se/Country/FaoAreaList.php?ID=17361&GenusName=Albulichthys&SpeciesName=albuloides&fc=122&StockCode=15555&Scientific=Albulichthys+albuloides	Asia - Inland waters	endemic
Alburnoides_bipunctatus_I2624-2	Alburnoides-bipunctatus	Clade11d	Leuciscidae	NA	Cyprinoidei	Cypriniformes	Cypriniphysae	NA	NA	NA	NA	NA	Otophysa	NA	Ostariophysi	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Alburnoides-bipunctatus.html	Alburnoides bipunctatus (Bloch,  1782)	Schneider	Harmless	Not Evaluated	NA	of no interest	NA	NA	usually	commercial	Freshwater;brackish	benthopelagic	potamodromous	NA	NA	Subtropical	30.00 g	NA	https://www.fishbase.se/Country/FaoAreaList.php?ID=4875&GenusName=Alburnoides&SpeciesName=bipunctatus&fc=122&StockCode=5105&Scientific=Alburnoides+bipunctatus	Europe - Inland waters; Asia - Inland waters	native
Alburnus_alburnus_I2696-175	Alburnus-alburnus	Clade11d	Leuciscidae	NA	Cyprinoidei	Cypriniformes	Cypriniphysae	NA	NA	NA	NA	NA	Otophysa	NA	Ostariophysi	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Alburnus-alburnus.html	Alburnus alburnus (Linnaeus,  1758)	Bleak	NA	Least Concern 	LC	minor commercial	commercial	NA	usually	NA	Freshwater;brackish	benthopelagic	potamodromous	1	NA	Temperate	60.00 g	NA	https://www.fishbase.se/Country/FaoAreaList.php?ID=4730&GenusName=Alburnus&SpeciesName=alburnus&fc=122&StockCode=4954&Scientific=Alburnus+alburnus	Africa-Inland Waters; Europe - Inland waters; Atlantic, Northeast; Asia - Inland waters; Mediterranean and Black Sea	introduced
Aldrovandia_affinis_G01193	Aldrovandia-affinis	Clade06c	Halosauridae	NA	NA	Notacanthiformes	NA	NA	NA	NA	NA	NA	NA	NA	NA	Elopomorpha	NA	Elopocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Aldrovandia-affinis.html	Aldrovandia affinis (Günther,  1877)	Gilberts halosaurid fish	Harmless	Least Concern 	LC	NA	NA	NA	NA	NA	Marine	benthopelagic	NA	730	2560	Deep-water	NA	NA	https://www.fishbase.se/Country/FaoAreaList.php?ID=7502&GenusName=Aldrovandia&SpeciesName=affinis&fc=71&StockCode=7805&Scientific=Aldrovandia+affinis	Atlantic, Northwest; Atlantic, Western Central; Indian Ocean, Eastern; Pacific, Southwest; Indian Ocean, Western; Pacific, Western Central; Atlantic, Eastern Central; Atlantic, Southwest; Pacific, Eastern Central; Pacific, Northwest; Atlantic, Southeast; Pacific, Southeast	native
Alectis_ciliaris_E00469	Alectis-ciliaris	Clade40	Carangidae	NA	NA	Carangiformes	NA	NA	Carangaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Alectis-ciliaris.html	Alectis ciliaris (Bloch,  1787)	African pompano	Reports of ciguatera poisoning 	Least Concern 	LC	minor commercial	NA	yes	NA	commercial	Marine	reef-associated	NA	60	100	Subtropical	22.9 kg	NA	https://www.fishbase.se/Country/FaoAreaList.php?ID=988&GenusName=Alectis&SpeciesName=ciliaris&fc=314&StockCode=1004&Scientific=Alectis+ciliaris	Atlantic, Northwest; Atlantic, Western Central; Indian Ocean, Eastern; Pacific, Southwest; Indian Ocean, Western; Pacific, Western Central; Atlantic, Eastern Central; Atlantic, Southwest; Pacific, Eastern Central; Pacific, Northwest; Atlantic, Southeast; Pacific, Southeast	native
Alepisaurus_brevirostris_E00653	Alepisaurus-brevirostris	Clade23	Alepisauridae	NA	Alepisauroidei	Aulopiformes	NA	NA	NA	NA	NA	NA	Cyclosquamata	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Alepisaurus-brevirostris.html	Alepisaurus brevirostris Gibbs,  1960	Short snouted lancetfish	Harmless	Least Concern 	LC	NA	NA	NA	NA	NA	Marine	bathypelagic	NA	640	1591	Deep-water	NA	NA	https://www.fishbase.se/Country/FaoAreaList.php?ID=2728&GenusName=Alepisaurus&SpeciesName=brevirostris&fc=171&StockCode=2924&Scientific=Alepisaurus+brevirostris	Atlantic, Northwest; Atlantic, Western Central; Indian Ocean, Eastern; Pacific, Southwest; Indian Ocean, Western; Pacific, Western Central; Atlantic, Northeast; Atlantic, Eastern Central; Atlantic, Southwest; Atlantic, Southeast; Pacific, Southeast; Indian Ocean, Antarctic; Atlantic, Antarctic; Pacific, Antarctic	native
Alepisaurus_ferox_E00965	Alepisaurus-ferox	Clade23	Alepisauridae	NA	Alepisauroidei	Aulopiformes	NA	NA	NA	NA	NA	NA	Cyclosquamata	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Alepisaurus-ferox.html	Alepisaurus ferox Lowe,  1833	Long snouted lancetfish	Harmless	Least Concern 	LC	NA	NA	NA	NA	NA	Marine	bathypelagic	oceanodromous	0	1830	Deep-water	9.0 kg	NA	https://www.fishbase.se/Country/FaoAreaList.php?ID=99&GenusName=Alepisaurus&SpeciesName=ferox&fc=171&StockCode=113&Scientific=Alepisaurus+ferox	Atlantic, Northwest; Atlantic, Western Central; Indian Ocean, Eastern; Pacific, Southwest; Indian Ocean, Western; Pacific, Western Central; Atlantic, Northeast; Atlantic, Eastern Central; Atlantic, Southwest; Pacific, Eastern Central; Pacific, Northwest; Atlantic, Southeast; Pacific, Southeast; Pacific, Northeast; Mediterranean and Black Sea	native
Alepocephalus_agassizii_G01194	Alepocephalus-agassizii	Clade09	Alepocephalidae	NA	NA	Alepocephaliformes	NA	NA	NA	NA	NA	NA	NA	NA	Alepocephali	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Not monophyletic; monophyletic in other studies	https://www.fishbase.se/summary/Alepocephalus-agassizii.html	Alepocephalus agassizii Goode  &  Bean,  1883	Agassiz slickhead	Harmless	Least Concern 	LC	of potential interest	NA	NA	NA	NA	Marine	bathydemersal	NA	600	2500	Deep-water	NA	NA	https://www.fishbase.se/Country/FaoAreaList.php?ID=9171&GenusName=Alepocephalus&SpeciesName=agassizii&fc=86&StockCode=9492&Scientific=Alepocephalus+agassizii	Atlantic, Northwest; Atlantic, Western Central; Atlantic, Northeast; Atlantic, Eastern Central	native
Alepocephalus_tenebrosus_E00358	Alepocephalus-tenebrosus	Clade09	Alepocephalidae	NA	NA	Alepocephaliformes	NA	NA	NA	NA	NA	NA	NA	NA	Alepocephali	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Not monophyletic; monophyletic in other studies	https://www.fishbase.se/summary/Alepocephalus-tenebrosus.html	Alepocephalus tenebrosus Gilbert,  1892	California slickhead	Harmless	Not Evaluated	NA	NA	NA	NA	NA	NA	Marine	bathydemersal	NA	46	5500	Deep-water	NA	NA	https://www.fishbase.se/Country/FaoAreaList.php?ID=11590&GenusName=Alepocephalus&SpeciesName=tenebrosus&fc=86&StockCode=11916&Scientific=Alepocephalus+tenebrosus	Pacific, Eastern Central; Pacific, Northwest; Pacific, Southeast; Pacific, Northeast	native
